"tract","county","median_income","mean_income","internet_with_subscription","dialup","broadband","satellite","other","internet_without_subscription","no_internet","total_native","total_foreign_born","not_citizen","naturalized_citizen","computer","no_computer","work_from_home","desktop_laptop","only_desktop_laptop","with_smartphone","only_smartphone","with_tablet","only_tablet","with_other","only_other","X65_older","median_age","moe_median_income","moe_mean_income","moe_internet_with_subscription","moe_dialup","moe_broadband","moe_satellite","moe_other","moe_no_subscription","moe_no_internet","moe_total_native","moe_total_foreign_born","moe_not_citizen","moe_naturalized_citizen","moe_computer","moe_no_computer","moe_work_from_home","moe_desktop_laptop","moe_only_desktop_laptop","moe_with_smartphone","moe_only_smartphone","moe_with_tablet","moe_only_tablet","moe_with_other","moe_only_other","moe_65_over","moe_median_age","index"
9501,"adams",-0.375274850833219,-0.505142534885082,-0.760227618658302,-0.112309790807938,-0.906606736106929,-0.218135546670022,-0.152301233273837,0.193775496881262,-0.110623969940317,-0.791348662194319,-0.434081375125921,-0.490194695342715,-0.146154673699502,-0.676073146609198,-0.335200916968157,-0.519157255703242,-0.889021926262246,0.0803128130186494,-0.746651176704868,0.540094091565745,-0.775937051356907,0.27532695012083,-0.456528807353043,-0.154715181566801,-0.386011412701174,0.366072917817667,-0.666263902087229,-0.597471363232746,-1.24418597356896,-0.707713639743562,-1.15232962015658,-0.700697046939166,-0.123606208872503,-0.110321019005719,-0.872538708565361,-1.02377217962718,-0.799046530555501,-0.679809811645026,-0.605312865665301,-1.09643442990096,-0.824302489054821,-0.590595301763964,-1.04180353876032,-0.835931573850652,-1.00325892810397,-0.489792545774234,-0.898125571238323,-0.465292015893761,-0.714835666073732,-0.360194781867526,-0.898584614120107,0.163451113999795,-5.4753077072256e-14
127.01,"spokane",-0.539773950081217,-0.225718321879899,0.343770413587774,0.0397141085366472,0.497627278917392,-0.504267656524583,0.0546424272051169,1.10097350214072,1.03785798318882,-0.189270994309989,0.90990134401395,0.81170877901481,0.732820858775953,0.296021817684415,2.28678068796232,-0.902099423377913,0.352505172094583,2.27822754862722,0.107661475557884,0.246169827475301,0.0706232559759452,-0.543295496229523,0.54968872247412,-0.154715181566801,0.610827773946,0.473147742419438,-0.531879919398682,0.114499273536723,0.237573793649834,-0.413039890329868,0.38340843095787,-0.539405984591817,0.0369916391516251,0.698113752406706,0.658947943717487,-0.828073075096283,1.78574318633467,2.17361023618554,0.14903268921281,0.252662170272032,1.23545371323156,-0.803616504831818,0.405813181072647,1.18261637385848,0.202651331376668,0.0980786054063649,0.389953230429136,-0.8103835943483,0.106072389159328,-0.360194781867526,0.234727109876438,-0.866800241947921,-5.4753077072256e-14
113.01,"spokane",1.38734089777927,0.870380884364287,0.294366026602579,-0.4923695391694,0.153005672973482,0.459043779985772,-0.842113434870348,-0.768965243394078,-0.208784820635115,0.0308193551644562,-0.15860665629601,-0.343730554477494,0.271894664916873,0.122562493200797,0.304612776101004,-0.861789721517421,0.461822023522228,-1.23104807965537,0.300694088261549,-1.25872240466778,0.46263839829201,-0.816169645012974,-0.0137930942290914,-0.154715181566801,1.42329858437943,0.865755432625933,0.179351975090963,0.164189286012376,0.997780978570783,-0.265703015623022,1.34480542230594,0.612673032174963,-0.685698676956952,-0.684048921298407,0.0272096996508119,0.38615091437954,0.0254122584525719,-0.33927820099858,0.957260069439358,0.885424292477064,0.421722867883853,-0.529732100887435,1.09641932264434,-0.871977072916886,0.846583994206133,-1.09547797426334,1.31000951733446,-0.580322542045274,0.624540634569682,-0.360194781867526,3.84873227417653,0.328291330951429,-5.4753077072256e-14
105.07,"spokane",0.934090578159718,1.33723380189394,0.408376150414567,-0.4923695391694,0.800656622074967,-0.437503497558519,-0.842113434870348,-0.195023648229933,-0.454186947372109,0.292689567589983,-0.42990751574971,-0.435948717244485,-0.242627597995588,0.348420988622175,-0.4355638492143,0.206417377785608,0.563330528419327,-0.159795519442791,0.415366927491448,-0.717901758741358,0.515548417500314,0.11160246085076,-0.174787899001437,-0.154715181566801,1.16705779031966,1.6033820021048,0.437504539057764,0.24431917254277,0.0571856480753714,-0.265703015623022,0.0962379010746792,-0.332031761573797,-0.685698676956952,-0.0581639369791107,-0.0302210498097949,-0.00969500160342053,-0.565078495836994,-0.468445363657577,-0.389785564271555,0.0138840109493789,0.218290156546927,-0.255847696943052,0.259723420355559,0.966343379461073,-0.125168933336514,-0.0266213357531562,-0.424953766544154,0.224891141015318,-0.109956046428319,-0.360194781867526,0.864344734318963,-0.784380133472104,-5.4753077072256e-14
49,"spokane",1.4054673993773,2.11751414636763,1.77079712996781,0.495785806570402,1.79887092894698,0.897779681762766,3.05532550414994,-0.528280058325243,-0.866462520290259,1.3715053145054,0.413212078244867,-0.164718826753334,1.38669290122721,1.54998818426391,-0.535926781460442,1.66764407022843,1.83218683963307,1.07768588632002,1.56400653377761,-1.11763875790436,1.60020381127053,-0.161271687932691,-1.14075672763551,-0.154715181566801,2.26701827213723,0.401764526018257,0.091162486451604,0.697313809176727,0.598350084798759,0.323644483204366,0.932778140299626,1.2808788618997,2.32551097349545,-0.475420593191975,-0.432236296034042,1.59592719693421,0.783023037541071,-0.0104890596847705,1.28055102152998,0.515318145526951,-0.188575266126926,0.809258318396215,0.472217617762232,2.58839083744163,0.120696265198373,-0.988592310412318,0.534533504085688,-0.235230963590734,-0.542012917603614,0.953630447075499,0.965083554229767,0.905232090282151,-5.4753077072256e-14
9502,"adams",-0.0550107293784053,-0.605508065258433,-1.56399899153281,-0.340345639824815,-1.64734513049211,0.0203078782087788,0.330567307843721,-0.602337038346423,-0.316761756399392,-1.43371405506719,-0.358951906354127,0.0739634768788791,-1.06800706141766,-1.53433542921044,-0.485745315337371,-0.871867146982544,-1.48636043584902,-1.15716859274416,-1.44233306803293,-0.459248406341767,-1.44212229320691,-0.597870325986213,-0.456528807353043,-0.154715181566801,-1.25160531458602,0.116231660413534,-0.55346068050752,-0.735636149830124,-1.20553137094587,-1.00238738915726,-1.61429960301215,-0.378114922244468,-0.404652442914728,-0.840520167378232,-0.700246460183541,-0.792491419727028,0.0811189333855498,0.553149468281761,-1.25189476984654,-1.13225115379936,-0.748015222303474,-0.940558706804009,-1.16133152480157,-1.4126595589104,-1.13204546066986,-0.721378150784773,-1.55530863331356,-1.04044464665133,-0.714835666073732,-0.360194781867526,-1.20080107385252,0.740391873330516,-5.4753077072256e-14
127.02,"spokane",0.509149201713849,0.141852684182147,-0.919841791995084,-0.4923695391694,-0.615460896602592,-0.790399766379144,0.0546424272051169,-0.528280058325243,-0.866462520290259,-0.573496519663682,-0.37564734385897,-0.0345284793175813,-0.896499640446841,-0.976013228528789,-0.761743379014264,0.166107675925116,-0.760184208508235,-1.15716859274416,-0.834567020114458,-1.04709693452266,-0.600371987620265,-0.816169645012974,0.0264556069639951,-0.154715181566801,-0.589129115309533,-0.847441761002409,-0.181688325621757,-0.658066626537979,-0.599942596517313,-0.265703015623022,-0.503074509116327,-1.00023759129853,-0.203905132884567,-0.605813298258495,-0.83425154225829,0.14597474063707,0.337369638077248,0.776256385601846,-1.03636746845279,-0.618878111255653,-0.722586133386358,-0.0123948934369336,-0.550410707257385,-1.3045230617117,-0.628607197003186,-1.05984941964633,-0.503815733993183,-0.580322542045274,-0.498807230486085,-0.360194781867526,-1.01191578651976,0.163451113999795,-5.4753077072256e-14
113.02,"spokane",0.880896098893823,0.30491864641197,1.11903925550929,-0.416357589497108,1.00267618418002,-0.752248818398536,-0.773132214710697,0.693660112024226,-1.09223247688829,0.90819647713716,0.922422922142582,-0.17556802237298,2.71587541375106,1.08200938175081,-1.05028680922192,-0.539312106633488,0.934226988620267,-0.584602569182262,1.12442731672966,0.328468621420625,1.22261867419309,2.73119428917189,0.589937423667206,-0.154715181566801,0.035848431177724,-0.847441761002409,-0.235348596486975,-0.0498381150516481,1.53894541529417,-0.928718951803832,1.2074629949705,-0.47028124358581,-1.04704383501124,2.15851204915173,-0.661959293876469,1.84499878451899,1.22867643700489,-0.198368569006948,2.48391178764506,1.68533112620795,-0.849731577971937,-0.362358298476979,1.24250908336142,-0.187112590658431,1.70125825577979,0.988792470831515,1.52030809719854,1.72028798098499,0.624540634569682,0.953630447075499,-0.168228169766778,-0.125019265665565,-5.4753077072256e-14
105.08,"spokane",2.94446444183489,2.27404102899382,-0.108469744199775,-0.4923695391694,0.0341706364410997,-0.0369185437621334,-0.842113434870348,-0.509765813319948,-0.915542945637657,0.471746123094616,-0.646948203312671,-0.566139064680238,-0.542765584694524,-0.1520814372316,-1.1757404745296,2.98778680615953,0.0675005237296504,-0.769301286460293,-0.00127772171052029,-0.612089023668798,0.258213324078111,-0.816169645012974,-1.14075672763551,-0.154715181566801,-0.22976702607936,0.0686428494794131,1.62421309451834,0.447251666241047,0.443731674306362,-0.265703015623022,0.221094653197806,0.0827166844622442,-0.685698676956952,-0.397184970152063,-0.18336971503808,1.00438217642034,-0.810187865542097,-0.738522158308207,-0.551431040316864,0.336234526034961,-1.12945155606021,3.30464955433393,0.419094068410564,-0.403385585055838,0.35485359713636,0.204964269257383,0.179654650565061,-0.580322542045274,-0.758041353191261,-0.360194781867526,-0.155635817277928,0.699181819092607,-5.4753077072256e-14
50,"spokane",-0.0879719949961339,1.31425360785834,0.605993698355344,-0.4923695391694,0.547141877472551,-0.8190129773646,1.02037950944023,1.23057321717778,1.12620274881413,0.469507916150808,-0.0208692968810539,-0.0019808924586432,-0.0496817494034154,0.695339637589413,1.44624113040088,-0.126137662563449,0.66288694668379,1.83495062715994,0.489904272990883,-0.153567171687704,0.412133379956812,0.00245280133737929,0.187450411736341,-0.154715181566801,0.845194353878721,0.0210540385452926,-0.531180002822179,1.48182807102993,0.701429025127023,-0.265703015623022,0.720521661690311,-0.677655466603831,0.960429265290362,1.16752749064618,1.19496827201648,0.813130778810599,0.303945633117461,0.400497366957492,0.0951508638643738,0.503379237560818,1.43888642456848,0.398431712479641,0.538622054451818,1.43493486732212,0.553887329283649,-0.0266213357531562,0.587108149051706,0.0523453517880482,-0.0235446721932605,-0.360194781867526,1.05323002165172,-0.413489645330926,-5.4753077072256e-14
