NAME,GEOID,has_computer,no_computer,with_internet,no_internet,total_population,work_from_home,65_and_older,median_income,number_providers,mean_lowest_cost,mean_d_mbps,mean_u_mbps,mean_lat_ms
"Census Tract 9509, Stevens County, Washington",53065950900,608.0,97.0,513.0,169.0,1513.0,66.0,507.0,44076.0,9.0,59.6666666666667,79.7035625,8.3584921875,0.0986015625
"Census Tract 9511, Stevens County, Washington",53065951100,1423.0,84.0,1144.0,311.0,3598.0,200.0,931.0,51302.0,9.0,59.6666666666667,105.122777142857,8.32707428571429,0.0689714285714286
"Census Tract 9513.01, Stevens County, Washington",53065951301,817.0,143.0,778.0,159.0,2889.0,50.0,468.0,63188.0,8.0,61.0,86.2236390374332,7.25500534759358,0.0693422459893048
"Census Tract 9513.02, Stevens County, Washington",53065951302,539.0,80.0,482.0,100.0,1420.0,35.0,346.0,63068.0,9.0,56.3333333333333,119.671259090909,9.28081363636364,0.0520181818181818
"Census Tract 9514.01, Stevens County, Washington",53065951401,1156.0,248.0,1015.0,342.0,3832.0,2.0,834.0,50474.0,6.0,64.6666666666667,43.3411340057637,7.41820028818444,0.0493414985590778
"Census Tract 9514.02, Stevens County, Washington",53065951402,1524.0,16.0,1430.0,51.0,4426.0,110.0,785.0,96164.0,8.0,61.0,151.963085,11.3925583333333,0.0407216666666667
"Census Tract 9601, Lincoln County, Washington",53043960100,733.0,36.0,700.0,48.0,1852.0,31.0,393.0,55491.0,8.0,50.375,44.9228656716418,4.24394029850746,0.0473582089552239
"Census Tract 9602, Lincoln County, Washington",53043960200,1283.0,53.0,1222.0,111.0,3245.0,238.0,784.0,62000.0,13.0,56.4615384615385,71.6639079229122,7.55351605995717,0.0833019271948608
"Census Tract 9603, Lincoln County, Washington",53043960300,1064.0,70.0,895.0,213.0,2628.0,129.0,728.0,67500.0,11.0,54.0,62.1507123893805,19.377203539823,0.102637168141593
"Census Tract 9604, Lincoln County, Washington",53043960400,1256.0,133.0,1146.0,235.0,3007.0,211.0,851.0,53314.0,13.0,56.4615384615385,41.0151884057971,7.75215942028986,0.0731304347826087
"Census Tract 9400, Ferry County, Washington",53019940000,523.0,127.0,401.0,220.0,1651.0,49.0,396.0,39375.0,12.0,52.25,34.6059347826087,8.29621739130435,0.0845869565217391
"Census Tract 9701, Ferry County, Washington",53019970100,1097.0,167.0,798.0,432.0,3024.0,135.0,802.0,36959.0,12.0,51.1666666666667,77.5839637681159,10.5729601449275,0.0504311594202899
"Census Tract 9702, Ferry County, Washington",53019970200,1063.0,198.0,960.0,253.0,2968.0,176.0,897.0,44283.0,12.0,51.1666666666667,77.3357904191617,9.52116766467066,0.036874251497006
"Census Tract 9703, Garfield County, Washington",53023970300,897.0,89.0,801.0,170.0,2258.0,116.0,596.0,56923.0,12.0,58.0,107.083171428571,68.9318857142857,0.0467571428571429
"Census Tract 9701, Pend Oreille County, Washington",53051970100,872.0,60.0,733.0,159.0,1973.0,22.0,660.0,56125.0,7.0,63.0,59.1927902621723,14.8157640449438,0.0467940074906367
"Census Tract 9702, Pend Oreille County, Washington",53051970200,1115.0,78.0,867.0,248.0,2824.0,106.0,700.0,51010.0,13.0,56.0769230769231,59.9432978056426,22.7075611285266,0.051705329153605
"Census Tract 9703, Pend Oreille County, Washington",53051970300,1219.0,154.0,939.0,355.0,3238.0,29.0,725.0,48844.0,7.0,61.1428571428571,75.0938036809816,45.5999693251534,0.0549325153374233
"Census Tract 9704, Pend Oreille County, Washington",53051970400,1118.0,77.0,955.0,169.0,2682.0,149.0,748.0,54375.0,8.0,59.75,64.9964388888889,55.480787037037,0.0406685185185185
"Census Tract 9705, Pend Oreille County, Washington",53051970500,1041.0,64.0,890.0,186.0,2871.0,132.0,741.0,68607.0,8.0,59.75,68.4107468879668,41.1359585062241,0.02749377593361
"Census Tract 1, Whitman County, Washington",53075000100,1160.0,17.0,1050.0,75.0,6214.0,184.0,86.0,12473.0,8.0,57.0,209.425089108911,93.2302871287129,0.0190247524752475
"Census Tract 2.01, Whitman County, Washington",53075000201,1878.0,27.0,1868.0,9.0,4294.0,99.0,448.0,57083.0,9.0,54.2222222222222,233.224733333333,108.809954761905,0.0179428571428571
"Census Tract 2.02, Whitman County, Washington",53075000202,945.0,0.0,881.0,45.0,2440.0,0.0,112.0,46484.0,7.0,57.8571428571429,215.907161764706,88.8487058823529,0.0187352941176471
"Census Tract 3, Whitman County, Washington",53075000300,2351.0,41.0,2249.0,129.0,6061.0,227.0,709.0,82103.0,12.0,53.5833333333333,243.692886363636,80.8863712121212,0.0295757575757576
"Census Tract 4, Whitman County, Washington",53075000400,1774.0,224.0,1594.0,231.0,4467.0,88.0,929.0,50859.0,8.0,57.5,196.557904458599,79.7048885350318,0.0212006369426752
"Census Tract 5, Whitman County, Washington",53075000500,430.0,17.0,178.0,23.0,4033.0,207.0,7.0,21696.0,7.0,57.8571428571429,227.084375,13.688375,0.040625
"Census Tract 6.01, Whitman County, Washington",53075000601,2250.0,0.0,1885.0,20.0,4670.0,91.0,52.0,17294.0,8.0,57.0,267.54025984252,123.38388976378,0.0193700787401575
"Census Tract 6.02, Whitman County, Washington",53075000602,1947.0,50.0,1618.0,156.0,4379.0,30.0,92.0,21024.0,7.0,57.8571428571429,210.437129032258,111.333038709677,0.020458064516129
"Census Tract 7, Whitman County, Washington",53075000700,1359.0,121.0,1218.0,196.0,3416.0,142.0,725.0,65900.0,12.0,54.25,128.314359477124,60.0831111111111,0.0455424836601307
"Census Tract 8, Whitman County, Washington",53075000800,1283.0,141.0,1096.0,293.0,3686.0,51.0,826.0,54904.0,11.0,52.3636363636364,47.2315388349515,40.2632621359223,0.0641019417475728
"Census Tract 9, Whitman County, Washington",53075000900,1443.0,144.0,1314.0,178.0,3903.0,155.0,874.0,53597.0,17.0,49.4705882352941,172.811641791045,155.086537313433,0.0137462686567164
"Census Tract 10, Whitman County, Washington",53075001000,846.0,37.0,735.0,61.0,2014.0,101.0,441.0,57083.0,19.0,51.1578947368421,50.9474124293785,31.4935197740113,0.0347570621468927
"Census Tract 9501, Adams County, Washington",53001950100,1023.0,76.0,910.0,137.0,2606.0,82.0,505.0,52589.0,12.0,54.25,62.6586413043478,9.5285652173913,0.0426413043478261
"Census Tract 9502, Adams County, Washington",53001950200,548.0,64.0,487.0,116.0,1763.0,47.0,228.0,59886.0,12.0,56.0833333333333,61.9772073170732,9.0375243902439,0.0609024390243902
"Census Tract 9503.01, Adams County, Washington",53001950301,318.0,183.0,327.0,163.0,1581.0,3.0,259.0,39928.0,8.0,53.0,88.0868093023256,13.2451162790698,0.0601674418604651
"Census Tract 9503.02, Adams County, Washington",53001950302,566.0,55.0,515.0,88.0,2434.0,26.0,258.0,58884.0,8.0,53.0,87.0107878787879,17.036595959596,0.0444242424242424
"Census Tract 9503.03, Adams County, Washington",53001950303,608.0,24.0,557.0,66.0,2514.0,110.0,271.0,50915.0,8.0,53.0,74.1417594936709,14.2204050632911,0.0378924050632911
"Census Tract 9504, Adams County, Washington",53001950400,713.0,163.0,685.0,168.0,3144.0,23.0,308.0,63750.0,9.0,52.2222222222222,267.839712550607,32.9302469635628,0.0238380566801619
"Census Tract 9505, Adams County, Washington",53001950500,1519.0,175.0,1368.0,227.0,5660.0,149.0,365.0,48542.0,9.0,52.2222222222222,191.539782945736,34.8328630490956,0.0257777777777778
