label,has_internet_subscription,dial_up_only,broadband,satellite,other_internet_service,internet_without_subscription,no_internet_access,tract,county,standardized_has_internet_subscription,standardized_dial_up_only,standardized_broadband,standardized_satellite,standardized_other_internet_service,standardized_internet_without_subscription,standardized_no_internet_access,index
Estimate,2147,106,1685,209,78,62,324,123,Spokane,1.619874906,7.62674816,1.276164695,0.872351785,1.753965991,0.373725224,1.703936799,15.22676756
Estimate,1774,0,1618,154,20,150,244,124.01,Spokane,0.907992229,-0.501577801,1.142959722,0.341856908,-0.185060676,2.019915326,0.91906329,4.645148998
Estimate,2302,0,1982,182,58,12,133,124.02,Spokane,1.915697466,-0.501577801,1.86664047,0.611927027,1.085336106,-0.561610061,-0.169948704,4.246464504
Estimate,1229,0,1027,13,59,19,97,125,Spokane,-0.132158064,-0.501577801,-0.032027425,-1.018139051,1.1187676,-0.430663121,-0.523141783,-1.518939644
Estimate,1471,0,1207,99,0,70,175,126,Spokane,0.329706837,-0.501577801,0.325836681,-0.18863797,-0.853690561,0.52337887,0.242109888,-0.122874056
Estimate,1491,7,1306,66,26,101,254,127.01,Spokane,0.36787749,0.035198442,0.522661939,-0.506934896,0.01552829,1.103286746,1.017172479,2.554790489
Estimate,826,0,744,36,26,13,60,127.02,Spokane,-0.901296721,-0.501577801,-0.594669325,-0.796295739,0.01552829,-0.542903355,-0.886145781,-4.207360431
Estimate,1525,0,1174,132,0,0,114,128.01,Spokane,0.432767599,-0.501577801,0.260228261,0.129658957,-0.853690561,-0.786090529,-0.356356162,-1.675060236
Estimate,1293,0,1153,67,29,0,168,128.02,Spokane,-0.010011975,-0.501577801,0.218477449,-0.497289535,0.115822772,-0.786090529,0.173433456,-1.287236161
Estimate,955,0,854,73,0,28,214,129.01,Spokane,-0.655096009,-0.501577801,-0.375974593,-0.439417366,-0.853690561,-0.26230277,0.624735724,-2.463323376
Estimate,2257,14,1987,49,45,127,255,129.02,Spokane,1.829813497,0.571974685,1.876581139,-0.67090604,0.650726681,1.589661095,1.026983397,6.874834453
Estimate,400,0,339,0,0,0,0,130.01,Spokane,-1.714331628,-0.501577801,-1.399863563,-1.143528749,-0.853690561,-0.786090529,-1.474800913,-7.873883744
Estimate,1137,0,901,22,0,0,172,130.02,Spokane,-0.307743067,-0.501577801,-0.282532299,-0.931330798,-0.853690561,-0.786090529,0.212677132,-3.450287924
Estimate,2125,0,1850,42,0,81,122,130.03,Spokane,1.577887188,-0.501577801,1.604206792,-0.73842357,-0.853690561,0.729152632,-0.277868811,1.539685869
Estimate,2927,0,2563,138,110,64,432,131.01,Spokane,3.10853037,-0.501577801,3.021746278,0.187531125,2.823773808,0.411138636,2.763516036,11.81465845
Estimate,1961,19,1731,273,54,20,84,131.02,Spokane,1.264887833,0.955386287,1.367618855,1.489654915,0.951610129,-0.411956415,-0.650683728,4.966517877
Estimate,2500,18,2185,113,15,34,162,132.01,Spokane,2.29358693,0.878703966,2.270231656,-0.05360291,-0.352218147,-0.150062535,0.114567943,5.001206902
Estimate,1026,0,955,31,0,23,12,132.03,Spokane,-0.519590191,-0.501577801,-0.175173067,-0.844522546,-0.853690561,-0.355836298,-1.357069886,-4.60746035
Estimate,1499,0,1374,105,0,51,52,132.04,Spokane,0.383145751,-0.501577801,0.657855045,-0.130765801,-0.853690561,0.167951462,-0.964633132,-1.241715037
Estimate,1141,0,953,138,14,0,70,132.05,Spokane,-0.300108937,-0.501577801,-0.179149335,0.187531125,-0.385649641,-0.786090529,-0.788036592,-2.75308171
Estimate,1102,12,574,435,54,53,53,133,Spokane,-0.37454171,0.418610044,-0.932652091,3.052203463,0.951610129,0.205364873,-0.954822213,2.365772495
Estimate,1977,0,1870,102,10,14,28,134.01,Spokane,1.295424356,-0.501577801,1.64396947,-0.159701886,-0.519375619,-0.524196649,-1.200095184,0.034446688
Estimate,571,0,327,52,42,0,80,135.01,Spokane,-1.387972545,-0.501577801,-1.42372117,-0.641969956,0.550432198,-0.786090529,-0.689927404,-4.880827207
Estimate,857,0,645,134,30,0,36,135.02,Spokane,-0.842132209,-0.501577801,-0.791494583,0.148949679,0.149254267,-0.786090529,-1.121607833,-3.744699008
Estimate,2181,0,1678,324,74,18,12,135.03,Spokane,1.684765016,-0.501577801,1.262247758,1.981568347,1.620240014,-0.449369827,-1.357069886,4.240803621
Estimate,1826,0,1468,83,134,17,119,136,Spokane,1.007235926,-0.501577801,0.844739634,-0.342963752,3.62612967,-0.468076532,-0.307301568,3.858185577
Estimate,1219,44,760,194,42,24,134,137,Spokane,-0.15124339,2.872444296,-0.562859182,0.727671364,0.550432198,-0.337129592,-0.160137785,2.939177908
Estimate,740,0,728,22,0,82,4,138,Spokane,-1.065430528,-0.501577801,-0.626479468,-0.931330798,-0.853690561,0.747859338,-1.435557237,-4.666207055
Estimate,2075,12,1640,299,0,0,82,139,Spokane,1.482460555,0.418610044,1.186698669,1.740434312,-0.853690561,-0.786090529,-0.670305566,2.518116924
Estimate,1491,0,1191,69,58,67,175,140.01,Spokane,0.36787749,-0.501577801,0.294026538,-0.477998812,1.085336106,0.467258753,0.242109888,1.477032162
Estimate,2372,0,2135,101,44,62,160,140.02,Spokane,2.049294751,-0.501577801,2.170824959,-0.169347247,0.617295186,0.373725224,0.094946105,4.635161179
Estimate,2105,0,1585,198,80,57,215,141,Spokane,1.539716535,-0.501577801,1.077351303,0.76625281,1.82082898,0.280191696,0.634546643,5.617310165
Estimate,1251,14,631,420,38,58,195,142,Spokane,-0.090170346,0.571974685,-0.819328458,2.907523042,0.416706221,0.298898401,0.438328266,3.723931811
Estimate,972,23,552,166,74,16,146,143,Spokane,-0.622650954,1.262115568,-0.976391038,0.457601245,1.620240014,-0.486783238,-0.042406759,1.211724839
Estimate,1560,0,1350,78,9,46,123,144,Spokane,0.499566242,-0.501577801,0.610139831,-0.391190559,-0.552807113,0.074417933,-0.268057892,-0.529509359
Estimate,687,4,466,21,25,49,132,145,Spokane,-1.166582758,-0.194848519,-1.147370555,-0.94097616,-0.017903205,0.13053805,-0.179759623,-3.516902769
Estimate,533,4,316,152,7,30,295,9410,Stevens,-1.460496786,-0.194848519,-1.445590643,0.322566185,-0.619670101,-0.224889358,1.419420152,-2.203509071
Estimate,1390,20,722,411,16,83,403,9501.01,Stevens,0.175115692,1.032068607,-0.638408271,2.82071479,-0.318786653,0.766566044,2.478999389,6.316269598
Estimate,1080,0,415,358,111,11,219,9501.02,Stevens,-0.416529428,-0.501577801,-1.248765385,2.309510635,2.857205302,-0.580316766,0.673790318,3.093316875
Estimate,1115,9,407,437,62,80,293,9502,Stevens,-0.349730786,0.188563083,-1.264670456,3.071494186,1.219062083,0.710445927,1.399798314,4.974962351
Estimate,938,6,772,68,0,7,96,9503,Stevens,-0.687541064,-0.041483878,-0.539001575,-0.487644173,-0.853690561,-0.655143589,-0.532952702,-3.797457543
Estimate,954,0,707,120,0,40,177,9505,Stevens,-0.657004542,-0.501577801,-0.66823028,0.01391462,-0.853690561,-0.037822301,0.261731726,-2.442679139
Estimate,842,11,472,286,0,0,161,9506,Stevens,-0.870760198,0.341927724,-1.135441751,1.615044614,-0.853690561,-0.786090529,0.104757024,-1.584253678
Estimate,826,3,571,102,21,37,159,9507,Stevens,-0.901296721,-0.271530839,-0.938616493,-0.159701886,-0.151629182,-0.093942418,0.085135187,-2.431582352
Estimate,1097,8,636,272,32,46,236,9508,Stevens,-0.384084373,0.111880763,-0.809387788,1.480009554,0.216117255,0.074417933,0.840575939,1.529529282
Estimate,513,9,265,132,6,23,169,9509,Stevens,-1.498667439,0.188563083,-1.546985473,0.129658957,-0.653101596,-0.355836298,0.183244375,-3.553124391
Estimate,1144,10,572,310,30,52,311,9511,Stevens,-0.294383339,0.265245403,-0.936628359,1.846533287,0.149254267,0.186658167,1.576394854,2.79307428
