"","tract","county","estimate","moe","variable","dataset"
"1",9501,"adams",1099,100,"estimate_total","internet_subscriptions_in_household"
"2",9502,"adams",612,97,"estimate_total","internet_subscriptions_in_household"
"3",9503.01,"adams",501,92,"estimate_total","internet_subscriptions_in_household"
"4",9503.02,"adams",621,123,"estimate_total","internet_subscriptions_in_household"
"5",9503.03,"adams",632,122,"estimate_total","internet_subscriptions_in_household"
"6",9504,"adams",876,111,"estimate_total","internet_subscriptions_in_household"
"7",9601,"lincoln",769,82,"estimate_total","internet_subscriptions_in_household"
"8",9505,"adams",1694,159,"estimate_total","internet_subscriptions_in_household"
"9",9602,"lincoln",1336,139,"estimate_total","internet_subscriptions_in_household"
"10",9601,"asotin",1782,199,"estimate_total","internet_subscriptions_in_household"
"11",9603,"lincoln",1134,100,"estimate_total","internet_subscriptions_in_household"
"12",9602,"asotin",2014,147,"estimate_total","internet_subscriptions_in_household"
"13",9604,"lincoln",1389,135,"estimate_total","internet_subscriptions_in_household"
"14",9603,"asotin",1364,145,"estimate_total","internet_subscriptions_in_household"
"15",9604,"asotin",994,133,"estimate_total","internet_subscriptions_in_household"
"16",9605,"asotin",1526,126,"estimate_total","internet_subscriptions_in_household"
"17",9606,"asotin",1606,157,"estimate_total","internet_subscriptions_in_household"
"18",9703,"garfield",986,86,"estimate_total","internet_subscriptions_in_household"
"19",9400,"ferry",650,79,"estimate_total","internet_subscriptions_in_household"
"20",9701,"ferry",1264,132,"estimate_total","internet_subscriptions_in_household"
"21",9702,"ferry",1261,149,"estimate_total","internet_subscriptions_in_household"
"22",105.06,"spokane",2401,217,"estimate_total","internet_subscriptions_in_household"
"23",132.01,"spokane",2696,194,"estimate_total","internet_subscriptions_in_household"
"24",105.07,"spokane",1658,183,"estimate_total","internet_subscriptions_in_household"
"25",132.03,"spokane",1061,227,"estimate_total","internet_subscriptions_in_household"
"26",105.08,"spokane",1322,216,"estimate_total","internet_subscriptions_in_household"
"27",132.04,"spokane",1602,246,"estimate_total","internet_subscriptions_in_household"
"28",106.01,"spokane",1372,122,"estimate_total","internet_subscriptions_in_household"
"29",132.05,"spokane",1211,222,"estimate_total","internet_subscriptions_in_household"
"30",106.03,"spokane",1910,275,"estimate_total","internet_subscriptions_in_household"
"31",133,"spokane",1208,177,"estimate_total","internet_subscriptions_in_household"
"32",106.04,"spokane",1342,183,"estimate_total","internet_subscriptions_in_household"
"33",134.01,"spokane",2019,242,"estimate_total","internet_subscriptions_in_household"
"34",107.01,"spokane",1462,161,"estimate_total","internet_subscriptions_in_household"
"35",135.01,"spokane",651,101,"estimate_total","internet_subscriptions_in_household"
"36",107.02,"spokane",1162,136,"estimate_total","internet_subscriptions_in_household"
"37",135.02,"spokane",893,165,"estimate_total","internet_subscriptions_in_household"
"38",108,"spokane",971,141,"estimate_total","internet_subscriptions_in_household"
"39",135.03,"spokane",2211,301,"estimate_total","internet_subscriptions_in_household"
"40",109.01,"spokane",813,128,"estimate_total","internet_subscriptions_in_household"
"41",136,"spokane",1962,218,"estimate_total","internet_subscriptions_in_household"
"42",109.02,"spokane",685,86,"estimate_total","internet_subscriptions_in_household"
"43",137,"spokane",1377,157,"estimate_total","internet_subscriptions_in_household"
"44",110,"spokane",1476,172,"estimate_total","internet_subscriptions_in_household"
"45",138,"spokane",826,154,"estimate_total","internet_subscriptions_in_household"
"46",111.02,"spokane",1729,232,"estimate_total","internet_subscriptions_in_household"
"47",139,"spokane",2157,215,"estimate_total","internet_subscriptions_in_household"
"48",111.03,"spokane",1685,284,"estimate_total","internet_subscriptions_in_household"
"49",140.01,"spokane",1733,234,"estimate_total","internet_subscriptions_in_household"
"50",111.04,"spokane",1294,230,"estimate_total","internet_subscriptions_in_household"
"51",140.02,"spokane",2594,281,"estimate_total","internet_subscriptions_in_household"
"52",112.02,"spokane",1602,214,"estimate_total","internet_subscriptions_in_household"
"53",141,"spokane",2377,246,"estimate_total","internet_subscriptions_in_household"
"54",112.03,"spokane",2658,357,"estimate_total","internet_subscriptions_in_household"
"55",142,"spokane",1504,280,"estimate_total","internet_subscriptions_in_household"
"56",112.04,"spokane",981,145,"estimate_total","internet_subscriptions_in_household"
"57",143,"spokane",1134,115,"estimate_total","internet_subscriptions_in_household"
"58",113.01,"spokane",1592,277,"estimate_total","internet_subscriptions_in_household"
"59",144,"spokane",1729,187,"estimate_total","internet_subscriptions_in_household"
"60",113.02,"spokane",2015,332,"estimate_total","internet_subscriptions_in_household"
"61",145,"spokane",868,138,"estimate_total","internet_subscriptions_in_household"
"62",114,"spokane",2115,305,"estimate_total","internet_subscriptions_in_household"
"63",9410,"stevens",858,100,"estimate_total","internet_subscriptions_in_household"
"64",115,"spokane",629,133,"estimate_total","internet_subscriptions_in_household"
"65",9501.01,"stevens",1876,148,"estimate_total","internet_subscriptions_in_household"
"66",116,"spokane",764,78,"estimate_total","internet_subscriptions_in_household"
"67",9501.02,"stevens",1310,202,"estimate_total","internet_subscriptions_in_household"
"68",117.01,"spokane",1120,137,"estimate_total","internet_subscriptions_in_household"
"69",9502,"stevens",1488,157,"estimate_total","internet_subscriptions_in_household"
"70",117.02,"spokane",3229,331,"estimate_total","internet_subscriptions_in_household"
"71",9503,"stevens",1041,110,"estimate_total","internet_subscriptions_in_household"
"72",118,"spokane",2847,387,"estimate_total","internet_subscriptions_in_household"
"73",9505,"stevens",1171,193,"estimate_total","internet_subscriptions_in_household"
"74",119,"spokane",2062,243,"estimate_total","internet_subscriptions_in_household"
"75",9506,"stevens",1003,109,"estimate_total","internet_subscriptions_in_household"
"76",120,"spokane",1842,311,"estimate_total","internet_subscriptions_in_household"
"77",2.01,"spokane",1295,180,"estimate_total","internet_subscriptions_in_household"
"78",9507,"stevens",1022,99,"estimate_total","internet_subscriptions_in_household"
"79",121,"spokane",1119,143,"estimate_total","internet_subscriptions_in_household"
"80",2.02,"spokane",616,120,"estimate_total","internet_subscriptions_in_household"
"81",9508,"stevens",1379,160,"estimate_total","internet_subscriptions_in_household"
"82",122,"spokane",962,106,"estimate_total","internet_subscriptions_in_household"
"83",3.01,"spokane",1095,151,"estimate_total","internet_subscriptions_in_household"
"84",9509,"stevens",705,72,"estimate_total","internet_subscriptions_in_household"
"85",123,"spokane",2533,332,"estimate_total","internet_subscriptions_in_household"
"86",3.02,"spokane",1035,158,"estimate_total","internet_subscriptions_in_household"
"87",9511,"stevens",1507,187,"estimate_total","internet_subscriptions_in_household"
"88",124.01,"spokane",2168,325,"estimate_total","internet_subscriptions_in_household"
"89",4,"spokane",1638,214,"estimate_total","internet_subscriptions_in_household"
"90",9513.01,"stevens",960,126,"estimate_total","internet_subscriptions_in_household"
"91",124.02,"spokane",2447,173,"estimate_total","internet_subscriptions_in_household"
"92",5,"spokane",1447,122,"estimate_total","internet_subscriptions_in_household"
"93",9513.02,"stevens",619,96,"estimate_total","internet_subscriptions_in_household"
"94",125,"spokane",1345,151,"estimate_total","internet_subscriptions_in_household"
"95",6,"spokane",1286,118,"estimate_total","internet_subscriptions_in_household"
"96",9514.01,"stevens",1404,202,"estimate_total","internet_subscriptions_in_household"
"97",126,"spokane",1716,222,"estimate_total","internet_subscriptions_in_household"
"98",7,"spokane",2231,307,"estimate_total","internet_subscriptions_in_household"
"99",9514.02,"stevens",1540,116,"estimate_total","internet_subscriptions_in_household"
"100",127.01,"spokane",1846,209,"estimate_total","internet_subscriptions_in_household"
"101",8,"spokane",1955,140,"estimate_total","internet_subscriptions_in_household"
"102",127.02,"spokane",899,138,"estimate_total","internet_subscriptions_in_household"
"103",9,"spokane",2368,209,"estimate_total","internet_subscriptions_in_household"
"104",128.01,"spokane",1639,133,"estimate_total","internet_subscriptions_in_household"
"105",10,"spokane",2309,265,"estimate_total","internet_subscriptions_in_household"
"106",128.02,"spokane",1461,217,"estimate_total","internet_subscriptions_in_household"
"107",11,"spokane",1411,192,"estimate_total","internet_subscriptions_in_household"
"108",129.01,"spokane",1197,144,"estimate_total","internet_subscriptions_in_household"
"109",12,"spokane",989,100,"estimate_total","internet_subscriptions_in_household"
"110",129.02,"spokane",2639,275,"estimate_total","internet_subscriptions_in_household"
"111",13,"spokane",1521,193,"estimate_total","internet_subscriptions_in_household"
"112",130.01,"spokane",400,77,"estimate_total","internet_subscriptions_in_household"
"113",14,"spokane",2415,242,"estimate_total","internet_subscriptions_in_household"
"114",130.02,"spokane",1309,191,"estimate_total","internet_subscriptions_in_household"
"115",15,"spokane",2395,337,"estimate_total","internet_subscriptions_in_household"
"116",130.03,"spokane",2328,314,"estimate_total","internet_subscriptions_in_household"
"117",16,"spokane",1354,142,"estimate_total","internet_subscriptions_in_household"
"118",131.01,"spokane",3423,701,"estimate_total","internet_subscriptions_in_household"
"119",18,"spokane",1375,170,"estimate_total","internet_subscriptions_in_household"
"120",131.02,"spokane",2065,254,"estimate_total","internet_subscriptions_in_household"
"121",19,"spokane",1477,133,"estimate_total","internet_subscriptions_in_household"
"122",38,"spokane",894,96,"estimate_total","internet_subscriptions_in_household"
"123",20,"spokane",1707,183,"estimate_total","internet_subscriptions_in_household"
"124",39,"spokane",1023,144,"estimate_total","internet_subscriptions_in_household"
"125",21,"spokane",1125,159,"estimate_total","internet_subscriptions_in_household"
"126",40.01,"spokane",1326,288,"estimate_total","internet_subscriptions_in_household"
"127",23,"spokane",2182,319,"estimate_total","internet_subscriptions_in_household"
"128",40.02,"spokane",1276,189,"estimate_total","internet_subscriptions_in_household"
"129",24,"spokane",1152,148,"estimate_total","internet_subscriptions_in_household"
"130",41,"spokane",1072,119,"estimate_total","internet_subscriptions_in_household"
"131",25.01,"spokane",1111,194,"estimate_total","internet_subscriptions_in_household"
"132",42,"spokane",1936,201,"estimate_total","internet_subscriptions_in_household"
"133",25.02,"spokane",1014,194,"estimate_total","internet_subscriptions_in_household"
"134",43,"spokane",1516,153,"estimate_total","internet_subscriptions_in_household"
"135",25.03,"spokane",197,72,"estimate_total","internet_subscriptions_in_household"
"136",44,"spokane",2129,278,"estimate_total","internet_subscriptions_in_household"
"137",26,"spokane",2083,253,"estimate_total","internet_subscriptions_in_household"
"138",45,"spokane",1502,152,"estimate_total","internet_subscriptions_in_household"
"139",29,"spokane",1227,221,"estimate_total","internet_subscriptions_in_household"
"140",46.01,"spokane",2124,272,"estimate_total","internet_subscriptions_in_household"
"141",30,"spokane",966,106,"estimate_total","internet_subscriptions_in_household"
"142",46.02,"spokane",1230,196,"estimate_total","internet_subscriptions_in_household"
"143",31,"spokane",2184,297,"estimate_total","internet_subscriptions_in_household"
"144",47.01,"spokane",1136,195,"estimate_total","internet_subscriptions_in_household"
"145",32,"spokane",1574,273,"estimate_total","internet_subscriptions_in_household"
"146",47.02,"spokane",1697,188,"estimate_total","internet_subscriptions_in_household"
"147",35,"spokane",1838,162,"estimate_total","internet_subscriptions_in_household"
"148",48,"spokane",2057,285,"estimate_total","internet_subscriptions_in_household"
"149",36.01,"spokane",1218,288,"estimate_total","internet_subscriptions_in_household"
"150",49,"spokane",2315,230,"estimate_total","internet_subscriptions_in_household"
"151",36.02,"spokane",1699,286,"estimate_total","internet_subscriptions_in_household"
"152",1,"whitman",1177,169,"estimate_total","internet_subscriptions_in_household"
"153",50,"spokane",2000,239,"estimate_total","internet_subscriptions_in_household"
"154",2.01,"whitman",1905,329,"estimate_total","internet_subscriptions_in_household"
"155",101.01,"spokane",1481,227,"estimate_total","internet_subscriptions_in_household"
"156",2.02,"whitman",945,159,"estimate_total","internet_subscriptions_in_household"
"157",101.02,"spokane",1045,193,"estimate_total","internet_subscriptions_in_household"
"158",3,"whitman",2392,239,"estimate_total","internet_subscriptions_in_household"
"159",102.01,"spokane",1858,412,"estimate_total","internet_subscriptions_in_household"
"160",4,"whitman",1998,203,"estimate_total","internet_subscriptions_in_household"
"161",102.03,"spokane",1449,99,"estimate_total","internet_subscriptions_in_household"
"162",5,"whitman",447,109,"estimate_total","internet_subscriptions_in_household"
