"GEOID","tract","not_citizen","naturalized_citizen","native_citizen","foreign_born","work_from_home","desktop_or_laptop","desktop_or_laptop_only","smartphone","smartphone_only","tablet_or_portable","has_computer","no_computer","internet_subscription","dial_up","broadband","satellite","other_internet_service","access_with_no_subscription","no_internet_access","sixty_five_and_older","median_income","mean_income","mean_d_mbps","mean_u_mbps","mean_lat_ms","number_providers","mean_lowest_cost"
53063001600,16,1.40895601869167,0.924956777572,-0.555779543796089,1.44293625804351,-0.845023084378337,-0.864929756495633,-0.871513279362424,-0.247224765077009,1.56919788436077,-0.650890135376403,-0.38876618123477,0.972891511045378,-0.368816112120038,-0.50157780052958,-0.38591526309235,-0.844522545604467,-0.552807112808166,-0.449369826500138,0.791521344762343,-0.863712461776069,-1.10576546581635,-1.06679678790984,1.05761213529061,1.99961445252113,-0.730720815663906,-0.296447540587057,0.723941324734776
53063001800,18,0.301574644189592,-0.114421543291816,-0.663127866734252,0.187266034542388,-0.0940023710718173,-0.498631633349821,0.432245345959619,-0.684151545169075,-0.795997238141038,-0.764806504706788,-0.549148663625505,2.35510425825493,-0.534858452383105,-0.118166198621004,-0.368022057802302,-0.632324594621281,-0.586238607072506,1.19682027494623,0.987739722019873,-0.0407832509285107,-0.872056240283624,-0.920426095391311,0.597540747608483,1.18797837044637,-0.762862134183408,-0.296447540587057,0.723941324734776
53063001900,19,-0.635862063928506,-0.753206136322703,0.0717952672270137,-0.781875413126261,0.200316557115873,-0.138241544448296,0.152868497676324,-0.0258741936647284,0.190491179786853,0.0907781415405719,-0.0169704266017022,-0.0542574111929154,0.0434269395675781,-0.118166198621004,0.22642998461153,-0.80594109997116,0.349843232329028,-0.337129592310613,-0.179759622662431,-0.737107967799522,-0.513764274800444,-0.597457214018691,0.535953383488691,1.15036218001253,-0.458568341759021,-0.296447540587057,0.723941324734776
53063002000,20,-0.147956408826104,-0.504188413615747,0.30300703970921,-0.30994566469631,-0.601448798981628,0.00355127741459902,-0.0892581041691983,0.355233746679894,2.03272858676062,-0.183105895360141,0.385808307584121,0.0598702468335617,0.413682273027752,0.878703966341294,0.455065385539926,-0.613033871804628,-0.251923664429101,0.934926395170669,-0.49370902627448,-0.657980159064179,-1.22666180027095,-1.27339548313953,0.76284342978348,2.12530453271259,-0.80556977460992,-0.296447540587057,0.723941324734776
53063002100,21,-0.372721935333952,-0.753206136322703,-0.749456937628578,-0.579619806656282,-0.276683085119349,-0.555742631044598,-0.648011800735788,-0.449327460714308,-0.296810327864274,-0.536973766046018,-0.560083832879419,-0.739023359351778,-0.452791548574922,1.72220949054016,-0.208971344112982,-0.873458629829447,-0.653101595601187,-0.41195641510363,-1.04312048259556,-1.10742611268092,0.1127470013996,0.0424653147874315,0.667187666960741,1.45767863376709,-0.81649927690081,-0.296447540587057,0.723941324734776
53063002300,23,-0.45495322551975,-0.439227268561758,0.905058473250512,-0.520628588102538,0.291656914139639,0.688883249751925,0.339119729865187,0.980789709366773,0.998698558330185,1.05543165204043,0.956259636996623,2.11416809131015,1.0568577749663,-0.50157780052958,0.878537910737739,0.0332053425532555,-0.653101595601187,0.336311812826536,1.17414718041453,0.753659948774324,-0.560754841241649,-0.494403772193809,0.719288447100717,1.0298415098061,-0.771785875499287,-0.296447540587057,0.723941324734776
53063002400,24,-0.378204021346339,-0.731552421304707,-0.471702535620745,-0.575406148188157,0.311954771256031,-0.992937165121857,-0.517635938203584,-0.720722509141539,0.558938661181607,-0.806010297868842,-0.736869069151025,0.83340215123524,-0.731437314993403,-0.50157780052958,-0.670218413812009,-1.037429773771,-0.85369056118723,-0.224889358121088,0.556059292053307,-0.702291731955971,-1.51087033964455,-1.29598098415622,0.0107594604334257,0.546828628129517,-0.54274867422391,-0.296447540587057,0.723941324734776
53063002501,25.01,-0.389168193371112,-1.00222385902966,-0.232983887408608,-0.689174926827521,-0.276683085119349,-0.603006904998896,0.208743867332983,-0.532093326546726,-0.284924925238637,-0.694517681077402,-0.532745909744635,-1.10676803521487,-0.475693940335346,-0.50157780052958,-0.362057656038952,-0.998848328137693,-0.85369056118723,-0.786090529068713,-0.866523943063787,-1.06627965213854,-0.73130661358024,-1.10012648036495,0.876123889400286,2.11270044977308,-0.417114711794241,-0.296447540587057,0.723941324734776
53063002502,25.02,-0.252116043061449,-0.276824405926787,-0.809511943468109,-0.301518347760061,-1.17993772679881,-1.03823209432806,-0.219633966701403,-1.00174149545626,-0.498862172500107,-1.05808056191906,-1.02118346975278,1.06165746728819,-1.09024145257337,-0.50157780052958,-0.886925011213706,-0.931330798279406,-0.85369056118723,2.11344885416068,-0.179759622662431,-1.08527032623503,-0.525223222004443,-1.2872040390375,0.443664714266026,1.5902705511258,-0.679752191953233,-0.296447540587057,0.723941324734776
53063002503,25.03,-0.356275677296793,-0.0386335407288293,-0.351592523941683,-0.288877372355687,-0.489810584841469,-1.99927233139879,-1.56064283846122,-2.04497636246023,-1.27141334316653,-1.98880153687369,-2.19124657992156,-1.15749143878219,-2.15711120207974,-0.50157780052958,-1.82333608805957,-0.979557605321039,0.550432197915071,-0.786090529068713,-1.19028426553871,-1.99682268286617,-6.46316388833047e-16,2.15774692005712,0.642037086997335,0.243128902003645,-0.786909471031945,-0.296447540587057,0.723941324734776
53063002600,26,1.99005713600464,0.610977909811056,0.522207811023499,1.7673879600891,-0.905916655727514,0.426960398255188,1.41937687656059,1.13477271556662,2.42494687340665,0.0835068839237388,1.15856026819403,-0.548810595974316,1.26297930081011,-0.50157780052958,1.27020029319769,0.409374437477994,0.617295186443752,-0.786090529068713,-0.26805789242832,-0.93334493346317,-1.03403600948124,-1.11998810186203,0.00291460653174465,-0.588785019681728,-0.661583762962016,-0.296447540587057,0.723941324734776
53063002900,29,0.0877732897065167,1.00074478013499,-0.453686033868886,0.45694017650236,-0.32742772791033,-0.352900121990734,1.94088032668941,-0.537867689279221,-0.427549756746284,-0.391548613709356,-0.385121124816799,-0.662938254000793,-0.250487088024518,-0.50157780052958,-0.177161201375118,-0.680551401662914,-0.552807112808166,-0.486783237896646,-1.04312048259556,-0.721282406052453,0.132555879124343,0.0634618860843513,1.14627455062535,-0.250186544698214,-0.685982058752911,-0.296447540587057,0.723941324734776
53063003000,30,0.263200042102886,0.556843622266065,-0.964153583504903,0.419017250289239,-0.611597727539824,-0.912194030449931,-0.852888156143537,-0.94207308055382,-0.998049082776871,-0.77692526740151,-0.975620264528142,0.135955352184546,-0.992906287591567,0.341927723669288,-0.723898029682154,-0.680551401662914,-0.85369056118723,0.167951461542249,-0.130705028348049,-0.955500719909066,-0.789400811033073,-0.961284288185317,1.31498321728266,-0.338407121017354,-0.727905517691393,0.205019794424694,0.622993808509653
