label,not_US_citizen,naturalized_citizen,naturalized_2015_or_later,naturalized_2010_to_2014,naturalized_2005_to_2009,naturalized_2000_to_2004,naturalized_1995_to_1999,naturalized_1990_to_1994,naturalized_before_1990,tract,county,standardized_not_US_citizen,standardized_naturalized_citizen,standardized_naturalized_2015_or_later,standardized_naturalized_2010_to_2014,standardized_naturalized_2005_to_2009,standardized_naturalized_2000_to_2004,standardized_naturalized_1995_to_1999,standardized_naturalized_1990_to_1994,standardized_naturalized_before_1990,index
Estimate,172,150,5,15,0,15,42,6,67,128.01,Spokane,0.30705673,0.470228762,-0.411502341,-0.141262226,-0.543977123,0.222280539,1.369823763,0.108822861,2.039293935,3.420764899
Estimate,136,178,71,7,0,49,0,0,51,128.02,Spokane,0.109701634,0.773380772,1.761705038,-0.403044378,-0.543977123,2.009140373,-0.526855293,-0.441810786,1.299661501,4.037901738
Estimate,103,134,11,38,9,9,14,0,53,129.01,Spokane,-0.071207205,0.296999042,-0.213938034,0.611361459,-0.294414359,-0.093047667,0.105371059,-0.441810786,1.392115555,1.291429063
Estimate,90,195,28,112,0,55,0,0,0,129.02,Spokane,-0.142474323,0.95743735,0.345827503,3.032846359,-0.543977123,2.324468579,-0.526855293,-0.441810786,-1.057916883,3.947545383
Estimate,47,23,0,7,0,0,0,0,16,130.01,Spokane,-0.378204021,-0.904782141,-0.576139264,-0.403044378,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-0.318284449,-4.659137432
Estimate,124,109,37,0,0,0,0,0,72,130.02,Spokane,0.043916602,0.026327604,0.642173964,-0.63210376,-0.543977123,-0.566039976,-0.526855293,-0.441810786,2.270429071,0.272060302
Estimate,23,357,0,93,88,58,77,14,27,130.03,Spokane,-0.509774086,2.711388267,-0.576139264,2.411113749,1.896192122,2.482132682,2.950389642,0.843001057,0.190212849,12.39851702
Estimate,120,252,19,27,122,46,0,0,38,131.01,Spokane,0.021988258,1.574568228,0.049481042,0.251411001,2.838984784,1.85147627,-0.526855293,-0.441810786,0.698710148,6.317953652
Estimate,143,96,44,10,26,0,0,0,16,131.02,Spokane,0.148076236,-0.114421543,0.872665655,-0.304876071,0.176981972,-0.566039976,-0.526855293,-0.441810786,-0.318284449,-1.074564256
Estimate,154,49,0,0,0,0,1,0,48,132.01,Spokane,0.208379182,-0.623283846,-0.576139264,-0.63210376,-0.543977123,-0.566039976,-0.481696268,-0.441810786,1.160980419,-2.495691422
Estimate,9,74,0,0,21,39,0,0,14,132.03,Spokane,-0.58652329,-0.352612408,-0.576139264,-0.63210376,0.038335992,1.483593363,-0.526855293,-0.441810786,-0.410738503,-2.00485395
Estimate,18,68,0,15,13,0,0,0,40,132.04,Spokane,-0.537184516,-0.417573554,-0.576139264,-0.141262226,-0.183497575,-0.566039976,-0.526855293,-0.441810786,0.791164202,-2.599198988
Estimate,50,75,0,49,10,0,0,16,0,132.05,Spokane,-0.361757763,-0.341785551,-0.576139264,0.971311917,-0.266685163,-0.566039976,-0.526855293,1.026545606,-1.057916883,-1.699322372
Estimate,10,55,4,0,16,23,0,0,12,133,Spokane,-0.581041204,-0.558322701,-0.444429726,-0.63210376,-0.100309988,0.642718147,-0.526855293,-0.441810786,-0.503192558,-3.145347868
Estimate,9,195,16,27,11,22,23,30,66,134.01,Spokane,-0.58652329,0.95743735,-0.049301111,0.251411001,-0.238955967,0.590163446,0.511802285,2.311357448,1.993066908,5.740458069
Estimate,38,78,59,19,0,0,0,0,0,135.01,Spokane,-0.427542795,-0.309304978,1.366576423,-0.010371151,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-1.057916883,-2.517242563
Estimate,0,112,0,0,17,95,0,0,0,135.02,Spokane,-0.635862064,0.058808177,-0.576139264,-0.63210376,-0.072580792,4.42665662,-0.526855293,-0.441810786,-1.057916883,0.542195955
Estimate,163,157,9,47,20,20,0,20,41,135.03,Spokane,0.257717956,0.546016765,-0.279792803,0.905866379,0.010606796,0.485054044,-0.526855293,1.393634704,0.837391229,3.629639777
Estimate,93,128,0,4,22,38,46,0,18,136,Spokane,-0.126028065,0.232037897,-0.576139264,-0.501212685,0.066065188,1.431038662,1.550459863,-0.441810786,-0.225830395,1.408580417
Estimate,151,69,7,17,29,6,10,0,0,137,Spokane,0.191932924,-0.406746696,-0.345647572,-0.075816689,0.26016956,-0.25071177,-0.075265042,-0.441810786,-1.057916883,-2.201812954
Estimate,101,110,28,21,46,5,0,10,0,138,Spokane,-0.082171377,0.037154462,0.345827503,0.055074387,0.731565891,-0.303266471,-0.526855293,0.475911959,-1.057916883,-0.324675823
Estimate,138,313,0,88,66,23,44,22,70,139,Spokane,0.120665806,2.235006536,-0.576139264,2.247499905,1.28614981,0.642718147,1.460141813,1.577179253,2.177975017,11.17119702
Estimate,107,57,0,18,18,21,0,0,0,140.01,Spokane,-0.049278861,-0.536668986,-0.576139264,-0.04309392,-0.044851596,0.537608745,-0.526855293,-0.441810786,-1.057916883,-2.739006844
Estimate,476,199,48,56,0,0,52,0,43,140.02,Spokane,1.973610878,1.00074478,1.004375193,1.200371299,-0.543977123,-0.566039976,1.821414014,-0.441810786,0.929845284,6.378533563
Estimate,104,418,0,37,264,7,82,0,28,141,Spokane,-0.065725119,3.371826575,-0.576139264,0.57863869,6.77653061,-0.198157069,3.176184768,-0.441810786,0.236439877,12.85778828
Estimate,25,61,0,32,8,7,0,7,7,142,Spokane,-0.498809914,-0.493361556,-0.576139264,0.415024845,-0.322143555,-0.198157069,-0.526855293,0.200595135,-0.734327693,-2.734174364
Estimate,55,19,0,2,0,0,0,0,17,143,Spokane,-0.334347333,-0.948089571,-0.576139264,-0.566658222,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-0.272057422,-4.775974991
Estimate,96,162,0,63,11,1,44,18,25,144,Spokane,-0.109581807,0.600151052,-0.576139264,1.429430682,-0.238955967,-0.513485275,1.460141813,1.210090155,0.097758795,3.359410183
Estimate,49,45,7,0,0,5,9,14,10,145,Spokane,-0.367239849,-0.666591276,-0.345647572,-0.63210376,-0.543977123,-0.303266471,-0.120424067,0.843001057,-0.595646612,-2.731895674
Estimate,9,5,5,0,0,0,0,0,0,9410,Stevens,-0.58652329,-1.099665577,-0.411502341,-0.63210376,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-1.057916883,-5.86639503
Estimate,63,87,0,54,3,0,15,3,12,9501.01,Stevens,-0.290490645,-0.211863261,-0.576139264,1.134925761,-0.460789535,-0.566039976,0.150530084,-0.166493962,-0.503192558,-1.489553356
Estimate,8,133,0,14,44,5,5,0,65,9501.02,Stevens,-0.592005376,0.286172185,-0.576139264,-0.173984995,0.676107499,-0.303266471,-0.301060168,-0.441810786,1.946839881,0.520852505
Estimate,47,51,7,0,0,0,25,0,19,9502,Stevens,-0.378204021,-0.601630131,-0.345647572,-0.63210376,-0.543977123,-0.566039976,0.602120335,-0.441810786,-0.179603368,-3.086896403
Estimate,18,32,0,0,0,0,0,19,13,9503,Stevens,-0.537184516,-0.807340424,-0.576139264,-0.63210376,-0.543977123,-0.566039976,-0.526855293,1.301862429,-0.456965531,-3.344743458
Estimate,19,68,0,0,0,0,0,9,59,9505,Stevens,-0.53170243,-0.417573554,-0.576139264,-0.63210376,-0.543977123,-0.566039976,-0.526855293,0.384139684,1.669477718,-1.740773997
Estimate,75,23,0,15,0,0,0,0,8,9506,Stevens,-0.224705613,-0.904782141,-0.576139264,-0.141262226,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-0.688100666,-4.613673089
Estimate,43,48,0,0,0,5,0,5,38,9507,Stevens,-0.400132365,-0.634110704,-0.576139264,-0.63210376,-0.543977123,-0.303266471,-0.526855293,0.017050587,0.698710148,-2.900824246
Estimate,17,35,10,0,0,0,8,0,17,9508,Stevens,-0.542666602,-0.774859851,-0.246865418,-0.63210376,-0.543977123,-0.566039976,-0.165583092,-0.441810786,-0.272057422,-4.185964031
Estimate,16,15,0,0,6,3,3,3,0,9509,Stevens,-0.548148688,-0.991397002,-0.576139264,-0.63210376,-0.377601947,-0.408375873,-0.391378218,-0.166493962,-1.057916883,-5.149555598
Estimate,5,27,0,0,9,0,0,0,18,9511,Stevens,-0.608451634,-0.861474711,-0.576139264,-0.63210376,-0.294414359,-0.566039976,-0.526855293,-0.441810786,-0.225830395,-4.733120179
Estimate,27,40,0,40,0,0,0,0,0,9513.01,Stevens,-0.487845742,-0.720725564,-0.576139264,0.676806996,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-1.057916883,-4.244503635
Estimate,0,5,0,0,5,0,0,0,0,9513.02,Stevens,-0.635862064,-1.099665577,-0.576139264,-0.63210376,-0.405331143,-0.566039976,-0.526855293,-0.441810786,-1.057916883,-5.941724747
Estimate,1,78,0,0,0,0,0,13,65,9514.01,Stevens,-0.630379978,-0.309304978,-0.576139264,-0.63210376,-0.543977123,-0.566039976,-0.526855293,0.751228782,1.946839881,-1.08673171
Estimate,104,230,20,65,33,17,23,0,72,9514.02,Stevens,-0.065725119,1.336377363,0.082408427,1.494876219,0.371086344,0.327389941,0.511802285,-0.441810786,2.270429071,5.886833745
Estimate,292,65,9,20,4,14,18,0,0,1,Whitman,0.964907052,-0.450054126,-0.279792803,0.022351618,-0.433060339,0.169725838,0.286007159,-0.441810786,-1.057916883,-1.219643271
Estimate,417,304,77,16,129,33,33,16,0,2.01,Whitman,1.650167803,2.137564819,1.959269345,-0.108539458,3.033089156,1.168265157,0.963392536,1.026545606,-1.057916883,10.77183808
Estimate,214,31,31,0,0,0,0,0,0,2.02,Whitman,0.537304343,-0.818167281,0.444609657,-0.63210376,-0.543977123,-0.566039976,-0.526855293,-0.441810786,-1.057916883,-3.604957104
Estimate,448,277,18,62,0,0,167,0,30,3,Whitman,1.82011247,1.845239666,0.016553658,1.396707913,-0.543977123,-0.566039976,7.014701905,-0.441810786,0.328893931,10.87038166
Estimate,381,204,15,27,64,22,33,12,31,4,Whitman,1.452812707,1.054879068,-0.082228496,0.251411001,1.230691418,0.590163446,0.963392536,0.659456508,0.375120958,6.495699146
Estimate,363,100,26,21,8,16,29,0,0,5,Whitman,1.354135159,-0.071114113,0.279972734,0.055074387,-0.322143555,0.27483524,0.782756436,-0.441810786,-1.057916883,0.853788617
Estimate,"1,358",210,64,92,5,43,0,0,6,6.01,Whitman,6.808810741,1.119840213,1.531213346,2.37839098,-0.405331143,1.693812167,-0.526855293,-0.441810786,-0.780554721,11.3775155
Estimate,413,166,71,25,43,27,0,0,0,6.02,Whitman,1.628239459,0.643458482,1.761705038,0.185965463,0.648378303,0.852936951,-0.526855293,-0.441810786,-1.057916883,3.694100733
Estimate,22,50,11,0,13,14,6,0,6,7,Whitman,-0.515256172,-0.612456989,-0.213938034,-0.63210376,-0.183497575,0.169725838,-0.255901142,-0.441810786,-0.780554721,-3.465793341
Estimate,35,49,13,15,13,0,0,0,8,8,Whitman,-0.443989053,-0.623283846,-0.148083265,-0.141262226,-0.183497575,-0.566039976,-0.526855293,-0.441810786,-0.688100666,-3.762922688
Estimate,27,20,3,0,11,2,0,2,2,9,Whitman,-0.487845742,-0.937262714,-0.47735711,-0.63210376,-0.238955967,-0.460930574,-0.526855293,-0.258266237,-0.965462829,-4.985040227
Estimate,17,11,0,2,8,0,0,0,1,10,Whitman,-0.542666602,-1.034704432,-0.576139264,-0.566658222,-0.322143555,-0.566039976,-0.526855293,-0.441810786,-1.011689856,-5.588707987
