"","PC1","PC2","PC3","PC4"
"1",-2.19894885704945,0.718759023824314,0.294110877247471,-0.17891124028689
"2",1.5599470895904,2.49109875831916,0.129223997897589,-0.132947538459516
"3",0.442504823945573,-1.84037063500578,0.0606716725082217,-0.154918274371525
"4",1.06442205063358,-1.91059315559575,0.210674160329988,-1.18866103223279
"5",5.19827440255301,-3.39796241525583,0.529250635713512,1.32710341721095
"6",-4.59474894942182,0.0078516326914045,-0.112259180542909,0.626118865613859
"7",-2.63724721512977,-1.56273919618571,-0.501711357844413,-0.312159855094859
"8",2.74863173874488,-0.783323000621734,-2.21938504427131,-1.03547196021376
"9",0.011901392000528,-4.53006785507944,-0.0271438321475839,-0.168580545270786
"10",2.26136908678381,0.621489743173855,1.02505137205873,-0.689810266813075
"11",-5.17605630582122,2.03531683184883,-1.52718150788623,1.31946924120422
"12",0.388426167064274,0.297861237216466,-0.985233653491861,-0.488157917837536
"13",3.14942290660845,-1.05349993922315,0.298243886927388,-1.37017178186739
"14",-0.343809313637466,-1.44205320990586,-0.265596135112523,-0.439044614147641
"15",0.293440036758266,-0.851755817055729,0.889634120100166,0.422376001483935
"16",-3.96164655659749,0.835084157276467,-3.67106466134263,1.5300297753178
"17",0.117991476744875,-0.499074831798787,-0.314981675113907,0.926463581091313
"18",-4.1439634079467,-1.90174813785644,-0.650670489476276,-0.0723785333075198
"19",2.09522820967999,-2.29799410293561,-0.56998568997968,-1.16661181973365
"20",-2.03366516414706,-1.92138938115577,1.33409202081893,1.0004920685781
"21",-2.04215373805273,1.25484477360272,-0.253730820673438,-1.41976338844194
"22",-3.78494888778128,0.178477489675193,-3.13547116807032,1.26047464396729
"23",-1.10939381144421,0.647053654400028,0.515113159803891,-0.648627505125842
"24",-4.0237077020149,-0.407704994323975,-0.246142384634288,-0.766386324465522
"25",-0.599468423616267,-2.49396499576056,-0.0701365385522781,-0.526584031866072
"26",1.75276572770668,-0.71080640875493,1.96126808316217,1.2812494861806
"27",-4.61243093054018,1.21649797263837,1.19303966878507,0.174188233544167
"28",-5.08480208244479,0.604739823121703,-0.759143839330834,-0.536752198770256
"29",-2.76385130287668,2.22163166928978,-3.11315220058196,1.35179243650022
"30",6.18351718107384,0.38296077727023,0.710165158916445,-0.834449128994953
"31",-2.37592140239742,0.921895982381434,0.87245582523463,-1.57017132229626
"32",0.512821792222664,-2.56964751005269,-2.16107144755176,-0.142844943730961
"33",0.700789864281524,-3.9724482130253,-0.530222654975216,0.576049702976469
"34",-1.38560047521206,2.50893983178354,2.83863935998244,0.711372239433553
"35",-2.62754922171892,0.730019493756537,-0.568746438676259,-0.558131942061173
"36",1.84609694473009,4.30530076238047,-7.46277298736275,4.12539089392081
"37",-5.21556200039257,-3.0818653042362,-0.379819650155148,-0.304393107704572
"38",0.543415222234096,0.348436209520712,1.71752445563616,-0.53137750748591
"39",8.0363637116537,3.64896459720356,-1.97421981798044,-0.0797703861782768
"40",-1.53272807359298,1.00717709751435,-2.46201675375513,-0.51529155984587
"41",-0.347582764203861,-3.11008934249956,-1.15728325675228,0.0588012801445194
"42",-1.81611876542665,-2.24602817817407,2.28263182967378,2.93778438296579
"43",-1.02368594516185,1.51198812755708,2.58615779903064,-0.0531658158293002
"44",-2.68380555154042,1.09766706114233,-0.566819793369404,-0.788503370027583
"45",2.24675116781918,-0.694785578015537,2.46420053132213,0.114288047110378
"46",-1.49062210598634,1.04095381769998,-0.612448489815363,-0.866010844691044
"47",5.40040815564461,5.01195633914914,1.64991879817686,-1.15710621530544
"48",1.81876362902196,-0.307091019252561,-3.79817342177858,-0.225435942829954
"49",-3.17272651349665,0.762569362803282,0.436903165597852,-1.11504524381756
"50",2.15566138313863,1.35017318394256,1.67355244891721,0.73989715165695
"51",0.127115893810067,1.57698366647109,-0.289413691580208,-1.1796511052609
"52",3.0139585899608,-1.32600968348471,1.58866749287735,-0.206480056869272
