label,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,car_track_van_drove_alone,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_older,car_truck_van_carpool,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,public_transportation_no_taxi,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,walked,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,taxi_motorcycle_bicycle_other,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,worked_from_home,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,tract,county,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_car_track_van_drove_alone,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_older,standardized_car_truck_van_carpool,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_public_transportation_no_taxi,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_walked,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_taxi_motorcycle_bicycle_other,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_worked_from_home,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,index
Estimate,58,136,796,199,68,107,30,1118,45,123,622,178,60,70,20,100,0,4,55,21,8,12,0,15,0,0,15,0,0,0,0,9,0,9,0,0,0,0,0,47,0,0,36,0,0,11,0,105,13,0,68,0,0,14,10,21,Spokane,-0.082255023,-0.2141728,0.172325588,-0.660561359,-0.904962668,-0.288083942,-1.00595163,-0.226679554,0.207853041,-0.03139398,0.243875515,-0.430904492,-0.777286264,-0.452841946,-0.925391986,-0.537882954,-0.620329063,-0.489983245,-0.314169509,-0.279205835,-0.222423551,0.171221782,-0.476097339,-0.391407734,-0.352214354,-0.3470539,-0.048143467,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.437486329,-0.242172201,-0.105563968,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.694533119,-0.20174337,-0.225569061,1.345168647,-0.430617602,-0.338614956,0.981301573,-0.294079843,-0.276683085,0.699799312,-0.431689786,0.259855648,-0.810400745,-0.670868129,0.003619837,-0.162043602,-13.35309556
Estimate,70,299,915,415,322,149,77,1521,70,174,528,318,232,134,65,239,0,0,167,46,26,0,0,117,0,42,59,0,16,0,0,66,0,0,66,0,0,0,0,143,0,83,60,0,0,0,0,161,0,0,35,51,48,15,12,23,Spokane,0.084226112,0.586800175,0.477128571,0.553380219,1.656196291,0.19780879,-0.194149231,0.481594412,0.905014086,0.34569742,-0.061137325,0.516146472,1.228276687,0.42816883,0.019154742,0.660621663,-0.620329063,-0.615875746,1.167813979,0.547568725,0.876021993,-0.393347338,-0.476097339,1.341107504,-0.352214354,1.5434183,1.31682554,-0.424326734,2.431900321,-0.28395955,-0.267278524,0.040759311,-0.242172201,-0.26276456,1.201437522,-0.484760026,-0.411273204,-0.295941388,-0.319064458,3.847390443,-0.20174337,5.881683101,2.68121132,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.291656914,-0.230269159,-0.431689786,-0.317930898,0.525665348,2.296355258,0.04778185,-0.061691727,25.95737371
Estimate,0,145,497,93,36,49,75,584,0,123,280,73,36,32,40,40,0,0,23,0,0,17,0,35,0,0,23,12,0,0,0,62,0,11,51,0,0,0,0,11,0,11,0,0,0,0,0,163,0,0,120,8,0,0,35,24,Spokane,-0.886913842,-0.169947298,-0.593523925,-1.256291948,-1.227628364,-0.959078668,-0.228694014,-1.165186495,-1.047036839,-0.03139398,-0.865852053,-1.141192716,-1.057132257,-0.975942094,-0.50559344,-1.055223077,-0.620329063,-0.615875746,-0.737593362,-0.973696465,-0.710621571,0.406458916,-0.476097339,-0.051698864,-0.352214354,-0.3470539,0.200032716,0.609881377,-0.355028892,-0.28395955,-0.267278524,0.007198214,-0.242172201,-0.070630503,0.795636366,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.487788377,-0.20174337,0.583825804,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.311954771,-0.230269159,-0.431689786,1.170307174,-0.60082175,-0.670868129,-0.614648347,1.092354843,-20.77441673
Estimate,30,661,569,89,47,103,12,1090,4,442,488,33,47,64,12,62,0,0,50,0,0,12,0,36,0,15,21,0,0,0,0,211,13,120,10,41,0,27,0,7,7,0,0,0,0,0,0,105,6,84,0,15,0,0,0,25.01,Spokane,-0.470711005,2.36564813,-0.409105313,-1.278772348,-1.116712031,-0.334359441,-1.316854677,-0.275889655,-0.935491071,2.32727576,-0.190930023,-1.411778706,-0.92886951,-0.535436706,-1.093311405,-0.865531699,-0.620329063,-0.615875746,-0.380329486,-0.973696465,-0.710621571,0.171221782,-0.476097339,-0.03471342,-0.352214354,0.328114743,0.13798867,-0.424326734,-0.355028892,-0.28395955,-0.267278524,1.257349097,0.051620592,1.833243336,-0.313553462,3.002444648,-0.411273204,3.26183574,-0.319064458,-0.619157432,1.195193154,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.276683085,0.198993212,4.785240549,-0.93073481,-0.41744013,-0.670868129,-0.614648347,-0.66380298,-3.137167988
Estimate,12,278,750,108,43,34,24,936,12,222,502,108,34,34,24,256,0,28,225,0,3,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,13,0,0,7,0,6,0,0,16,0,0,16,0,0,0,0,25.02,Spokane,-0.720432707,0.483607337,0.054502586,-1.17199045,-1.157045243,-1.132611786,-1.109585979,-0.546545215,-0.712399537,0.700606974,-0.145502579,-0.904429975,-1.080452756,-0.948410508,-0.841432277,0.807201364,-0.620329063,0.265371761,1.935269713,-0.973696465,-0.527547314,-0.393347338,-0.476097339,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.278071115,-0.242172201,0.226303949,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.422103849,-0.20174337,-0.225569061,-0.269216249,-0.430617602,0.336156771,-0.210109806,-0.294079843,-1.179937727,-0.230269159,-0.431689786,-0.650595878,-0.810400745,-0.670868129,-0.614648347,-0.66380298,-21.76338372
Estimate,351,516,56,43,0,0,0,377,39,277,18,43,0,0,0,30,0,30,0,0,0,0,0,8,8,0,0,0,0,0,0,459,271,150,38,0,0,0,0,8,8,0,0,0,0,0,0,84,25,59,0,0,0,0,0,25.03,Spokane,3.982659354,1.653126159,-1.723087922,-1.537296943,-1.590627272,-1.525953522,-1.524123374,-1.528989748,0.040534391,1.10727417,-1.715994224,-1.344132208,-1.476901246,-1.416447482,-1.345190532,-1.141446431,-0.620329063,0.328318011,-1.041929257,-0.973696465,-0.710621571,-0.393347338,-0.476097339,-0.510305838,0.731066769,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,3.338137144,5.882277555,2.35724531,0.44394203,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.586315168,1.394755515,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.489810585,1.558324054,3.232582711,-0.93073481,-0.810400745,-0.670868129,-0.614648347,-0.66380298,-7.172902486
Estimate,60,514,1169,306,144,261,28,1440,33,246,608,199,122,217,15,684,12,234,397,41,0,0,0,221,15,34,87,45,10,30,0,43,0,0,43,0,0,0,0,51,0,0,25,13,0,0,13,43,0,0,9,8,12,14,0,26,Spokane,-0.054508168,1.643298269,1.127716452,-0.05921067,-0.138631641,1.493522742,-1.040496413,0.339236617,-0.12678426,0.87806175,0.19844807,-0.288846848,-0.054350781,1.57072968,-1.030341623,4.497560906,0.222121538,6.748835559,4.211172927,0.382213813,-0.710621571,-0.393347338,-0.476097339,3.107593629,1.678937752,1.183328357,2.185442182,3.453953683,1.386801866,3.068595138,-0.267278524,-0.152217,-0.242172201,-0.26276456,0.579209082,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.825902175,-0.20174337,-0.225569061,0.732815756,1.028697605,-0.338614956,-0.210109806,3.021635545,-0.905916656,-0.230269159,-0.431689786,-0.773156661,-0.60082175,0.070937718,0.003619837,-0.66380298,34.24998645
Estimate,50,182,745,179,241,75,73,1265,6,174,632,96,228,72,57,119,23,8,54,11,13,0,10,36,10,0,11,9,0,0,6,25,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,100,0,0,48,49,0,3,0,29,Spokane,-0.193242447,0.011868653,0.041695738,-0.772963357,0.839448749,-0.658287929,-0.263238797,0.031673481,-0.879718188,0.34569742,0.276323689,-0.985605772,1.181635688,-0.425310359,-0.148764676,-0.374058582,0.994367923,-0.364090744,-0.327401504,-0.609915659,0.082700211,-0.393347338,0.346620442,-0.03471342,1.00188705,-0.3470539,-0.172231559,0.351329349,-0.355028892,-0.28395955,0.68865574,-0.303241939,0.0064217,-0.26276456,-0.584087566,0.70599279,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.327427728,-0.230269159,-0.431689786,-0.090318016,0.4732706,-0.670868129,-0.482162308,-0.66380298,-8.490937948
Estimate,24,76,722,130,69,15,73,797,14,49,521,86,40,14,73,172,5,27,85,26,29,0,0,58,5,0,52,0,0,1,0,2,0,0,2,0,0,0,0,8,0,0,8,0,0,0,0,72,0,0,54,18,0,0,0,30,Spokane,-0.553951572,-0.509009477,-0.017215763,-1.048348252,-0.894879365,-1.352420403,-0.263238797,-0.790838221,-0.656626654,-0.578546209,-0.083851048,-1.053252269,-1.010491258,-1.223726375,0.187074161,0.082925193,-0.269307979,0.233898636,0.082790354,-0.113850923,1.05909625,-0.393347338,-0.476097339,0.338966337,0.324836348,-0.3470539,1.09967138,-0.424326734,-0.355028892,-0.172207727,-0.267278524,-0.496218249,-0.242172201,-0.26276456,-0.529980745,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.586315168,-0.20174337,-0.225569061,-0.213547804,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.611597728,-0.230269159,-0.431689786,0.014734083,-0.338848006,-0.670868129,-0.614648347,-0.66380298,-18.53539886
Estimate,49,112,1656,225,248,200,52,1670,0,99,1085,154,179,125,28,547,49,13,348,49,50,38,0,154,0,0,71,22,0,37,24,23,0,0,19,0,4,0,0,48,0,0,48,0,0,0,0,100,0,0,85,0,15,0,0,31,Spokane,-0.207115875,-0.332107471,2.375103451,-0.514438762,0.91003187,0.787821393,-0.625959018,0.743462453,-1.047036839,-0.208848757,1.746225993,-0.593256086,0.610283452,0.30427669,-0.757472568,3.316300959,2.81967756,-0.206725118,3.562805151,0.646781672,2.340616052,1.394454877,-0.476097339,1.969568914,-0.352214354,-0.3470539,1.689089815,1.47172147,-0.355028892,3.850857899,3.556458532,-0.320022487,-0.242172201,-0.26276456,-0.070072768,-0.484760026,0.053313193,-0.295941388,-0.319064458,0.727375383,-0.20174337,-0.225569061,2.013189984,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.327427728,-0.230269159,-0.431689786,0.557503262,-0.810400745,0.256389179,-0.614648347,-0.66380298,24.90618296
Estimate,0,175,847,137,95,95,104,804,0,147,516,27,18,49,47,245,0,0,148,13,40,27,17,51,0,0,39,6,6,0,0,198,0,28,112,0,18,0,40,13,0,0,13,0,0,0,0,142,0,0,19,91,13,19,0,32,Spokane,-0.886913842,-0.022528959,0.302955438,-1.009007553,-0.632713488,-0.426910437,0.272205339,-0.778535695,-1.047036839,0.146060796,-0.100075135,-1.452366604,-1.267016752,-0.741923607,-0.358663949,0.712355675,-0.620329063,-0.615875746,0.916406066,-0.543773694,1.730368527,0.876933183,0.922522889,0.220068233,-0.352214354,-0.3470539,0.696385082,0.092777321,0.690069563,-0.28395955,-0.267278524,1.14827553,-0.242172201,0.226303949,2.445894402,-0.484760026,1.679365584,-0.295941388,5.215418554,-0.422103849,-0.20174337,-0.225569061,0.064794419,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.098827272,-0.230269159,-0.431689786,-0.598069829,1.573560324,0.132754872,0.224429903,-0.66380298,3.565011374
Estimate,8,138,461,126,46,25,63,391,8,81,242,18,23,7,12,16,0,0,16,0,0,0,0,206,0,32,31,89,9,0,45,221,0,25,146,19,7,18,6,14,0,0,14,0,0,0,0,19,0,0,12,0,7,0,0,35,Spokane,-0.775926419,-0.20434491,-0.685733231,-1.070828652,-1.126795334,-1.236731657,-0.435962712,-1.504384697,-0.823945304,-0.34193984,-0.989155116,-1.513248452,-1.208715503,-1.320086929,-1.093311405,-1.262159126,-0.620329063,-0.615875746,-0.83021733,-0.973696465,-0.710621571,-0.393347338,-0.476097339,2.852811977,-0.352214354,1.093305872,0.448208899,7.24605009,1.21261879,-0.28395955,6.902228457,1.34125184,-0.242172201,0.173903752,3.365710357,1.131261652,0.401752991,2.075910031,0.511107994,-0.389261586,-0.20174337,-0.225569061,0.120462864,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-1.149490941,-0.230269159,-0.431689786,-0.720630611,-0.810400745,-0.238148052,-0.614648347,-0.66380298,0.835708476
Estimate,44,70,539,113,224,32,21,765,44,44,379,77,181,32,8,51,0,8,24,19,0,0,0,135,0,8,127,0,0,0,0,69,0,10,9,8,29,0,13,14,0,0,0,0,14,0,0,9,0,0,0,9,0,0,0,36.01,Spokane,-0.276483014,-0.538493145,-0.485946401,-1.14388995,0.668032598,-1.155749535,-1.161403153,-0.847078337,0.1799666,-0.615515954,-0.544615125,-1.114134117,0.633603952,-0.975942094,-1.177271114,-0.960377388,-0.620329063,-0.364090744,-0.724361367,-0.3453478,-0.710621571,-0.393347338,-0.476097339,1.646845487,-0.352214354,0.013036043,3.426323098,-0.424326734,-0.355028892,-0.28395955,-0.267278524,0.065930134,-0.242172201,-0.088097235,-0.340606872,0.195670154,2.956978177,-0.295941388,1.479642521,-0.389261586,-0.20174337,-0.225569061,-0.658895362,-0.430617602,1.235852407,-0.210109806,-0.294079843,-1.250980227,-0.230269159,-0.431689786,-0.93073481,-0.574624376,-0.670868129,-0.614648347,-0.66380298,-12.55673357
Estimate,0,130,1021,180,43,60,114,863,0,85,627,85,18,34,14,44,0,18,0,26,0,0,0,355,0,15,251,41,0,0,48,158,0,12,80,15,25,26,0,0,0,0,0,0,0,0,0,128,0,0,63,13,0,0,52,36.02,Spokane,-0.886913842,-0.243656467,0.74863375,-0.767343257,-1.157045243,-0.831821047,0.444929254,-0.674842981,-1.047036839,-0.312364043,0.260099602,-1.060016919,-1.267016752,-0.948410508,-1.05133155,-1.020733736,-0.620329063,-0.049359491,-1.041929257,-0.113850923,-0.710621571,-0.393347338,-0.476097339,5.383643059,-0.352214354,0.328114743,7.273053937,3.109217646,-0.355028892,-0.28395955,7.380195589,0.812664554,-0.242172201,-0.05316377,1.580185268,0.791046562,2.492391779,3.130066217,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.043257728,-0.230269159,-0.431689786,0.172312232,-0.469834878,-0.670868129,-0.614648347,1.945345785,13.90297728
Estimate,44,128,486,172,33,38,52,780,18,112,407,158,17,28,40,94,12,11,48,14,3,0,6,18,14,0,4,0,0,0,0,11,0,5,6,0,0,0,0,12,0,0,0,0,7,5,0,38,0,0,21,0,6,5,6,38,Spokane,-0.276483014,-0.253484357,-0.62169899,-0.812304056,-1.257878273,-1.086336288,-0.625959018,-0.820715783,-0.545080887,-0.11272742,-0.453760237,-0.566197487,-1.278677001,-1.031005268,-0.50559344,-0.589616967,0.222121538,-0.269671368,-0.406793477,-0.510702712,-0.527547314,-0.393347338,0.01753333,-0.340451403,1.543527612,-0.3470539,-0.389385719,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.42070578,-0.242172201,-0.175430898,-0.421767104,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.454946113,-0.20174337,-0.225569061,-0.658895362,-0.430617602,0.448618726,0.331440821,-0.294079843,-0.956661299,-0.230269159,-0.431689786,-0.563052462,-0.810400745,-0.299965206,-0.393838281,-0.362747354,-21.87541409
Estimate,15,49,200,200,76,65,75,510,15,49,144,140,66,35,61,80,0,0,20,60,0,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,81,0,0,29,0,8,30,14,39,Spokane,-0.678812424,-0.641685982,-1.354250698,-0.654941259,-0.824296244,-0.773976674,-0.228694014,-1.295241764,-0.628740212,-0.578546209,-1.307147226,-0.687961183,-0.707324765,-0.934644714,-0.064804967,-0.710329662,-0.620329063,-0.615875746,-0.777289349,1.010562478,-0.710621571,-0.393347338,-0.476097339,-0.527291282,-0.352214354,-0.3470539,-0.29631965,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.496218249,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.178980006,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.520257371,-0.230269159,-0.431689786,-0.422982997,-0.810400745,-0.176330898,0.710212048,0.038660149,-25.4235993
Estimate,68,349,606,229,209,69,40,1064,22,269,434,100,199,26,14,191,46,14,80,51,0,0,0,44,0,12,0,32,0,0,0,30,0,0,17,0,0,0,13,41,0,0,27,0,0,14,0,200,0,54,48,46,10,29,13,40.01,Spokane,0.056479256,0.832497406,-0.314334637,-0.491958362,0.516783053,-0.727701176,-0.833227715,-0.32158475,-0.433535119,1.048122578,-0.366150166,-0.958547173,0.843488446,-1.058536855,-1.05133155,0.246749565,2.60906491,-0.175251992,0.016630377,0.712923637,-0.710621571,-0.393347338,-0.476097339,0.101170128,-0.352214354,0.193081014,-0.513473811,2.333561562,-0.355028892,-0.28395955,-0.267278524,-0.261290567,-0.242172201,-0.26276456,-0.124179589,-0.484760026,-0.411273204,-0.295941388,1.479642521,0.497479537,-0.20174337,-0.225569061,0.844152645,-0.430617602,-0.338614956,1.306231949,-0.294079843,0.687465128,-0.230269159,2.922051144,-0.090318016,0.394678476,-0.05269659,0.666050035,-0.011515789,4.266316571
Estimate,121,269,840,118,0,84,11,931,51,127,600,95,0,58,0,202,52,26,124,0,0,0,0,126,18,95,0,0,0,13,0,82,0,21,61,0,0,0,0,38,0,0,27,0,0,0,11,64,0,0,28,23,0,13,0,40.02,Spokane,0.791770935,0.439381836,0.285025851,-1.115789451,-1.590627272,-0.554168058,-1.334127068,-0.555332734,0.375171692,-0.001818184,0.172489531,-0.992370421,-1.476901246,-0.618031467,-1.345190532,0.341595254,3.030290211,0.20242551,0.598838175,-0.973696465,-0.710621571,-0.393347338,-0.476097339,1.493976496,2.085168174,3.929014172,-0.513473811,-0.424326734,-0.355028892,1.168814148,-0.267278524,0.175003701,-0.242172201,0.104036822,1.06617047,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.398952745,-0.20174337,-0.225569061,0.844152645,-0.430617602,-0.338614956,-0.210109806,2.511525486,-0.692789156,-0.230269159,-0.431689786,-0.44049168,-0.207861134,-0.670868129,-0.040542176,-0.66380298,-0.222603526
Estimate,15,123,529,213,101,65,66,733,8,75,326,136,90,43,55,93,0,18,53,0,0,11,11,113,0,0,102,0,11,0,0,7,7,0,0,0,0,0,0,8,0,0,8,0,0,0,0,158,0,30,40,77,0,11,0,41,Spokane,-0.678812424,-0.27805408,-0.511560097,-0.58187996,-0.57221367,-0.773976674,-0.384145537,-0.903318453,-0.823945304,-0.386303534,-0.71659045,-0.715019782,-0.427478772,-0.824518367,-0.190744531,-0.598239302,-0.620329063,-0.049359491,-0.3406335,-0.973696465,-0.710621571,0.124174356,0.42889222,1.27316573,-0.352214354,-0.3470539,2.650772525,-0.424326734,1.560984942,-0.28395955,-0.267278524,-0.454266878,-0.083976082,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.586315168,-0.20174337,-0.225569061,-0.213547804,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.261210128,-0.230269159,1.43149962,-0.230387482,1.206797082,-0.670868129,-0.128866202,-0.66380298,-12.11970321
Estimate,58,294,818,532,207,319,145,1738,22,222,576,386,120,295,117,164,7,13,99,19,26,0,0,84,0,25,11,27,13,8,0,24,11,0,6,0,7,0,0,40,0,0,31,0,9,0,0,323,18,34,95,100,32,16,28,42,Spokane,-0.082255023,0.562230451,0.228675719,1.210931907,0.496616447,2.164517468,0.980373389,0.862972701,-0.433535119,0.700606974,0.094613912,0.976142655,-0.077671281,2.644461564,1.110630962,0.01394651,-0.128899546,-0.206725118,0.26803829,-0.3453478,0.876021993,-0.393347338,-0.476097339,0.780587868,-0.352214354,0.778227172,-0.172231559,1.902641516,1.909351094,0.610055033,-0.267278524,-0.311632213,0.0064217,-0.26276456,-0.421767104,-0.484760026,0.401752991,-0.295941388,-0.319064458,0.464637273,-0.20174337,-0.225569061,1.066826424,-0.430617602,0.673542634,-0.210109806,-0.294079843,1.935783341,1.057517954,1.679924874,0.732590094,1.809336693,1.307280796,0.091943863,0.741123278,24.74667311
Estimate,0,108,623,340,113,167,281,1177,0,59,397,271,102,125,223,133,0,40,76,17,0,0,0,121,0,0,88,11,0,0,22,25,0,0,25,0,0,0,0,29,0,0,15,14,0,0,0,147,0,9,22,27,11,42,36,43,Spokane,-0.886913842,-0.351763249,-0.270791354,0.131872727,-0.451214034,0.406048532,3.329418629,-0.122986839,-1.047036839,-0.504606718,-0.486208411,0.198207934,-0.287555776,0.30427669,3.335563257,-0.253345887,-0.620329063,0.643049264,-0.036297605,-0.411489765,-0.710621571,-0.393347338,-0.476097339,1.409049278,-0.352214354,-0.3470539,2.216464205,0.523697368,-0.355028892,-0.28395955,3.237813778,-0.303241939,-0.242172201,-0.26276456,0.092247695,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.103372371,-0.20174337,-0.225569061,0.176131309,1.140952621,-0.338614956,-0.210109806,-0.294079843,0.149571914,-0.230269159,0.127267036,-0.545543779,-0.103071637,0.009120564,1.240156206,1.14253078,6.799730443
Estimate,156,364,1100,371,220,135,94,1892,69,275,929,275,148,118,78,258,41,15,118,32,36,0,16,75,0,58,17,0,0,0,0,48,32,16,0,0,0,0,0,30,14,0,16,0,0,0,0,137,0,0,20,64,36,17,0,44,Spokane,1.277340912,0.906206575,0.950981949,0.306095823,0.627699386,0.035844546,0.099481424,1.13362826,0.877127644,1.092486272,1.240034471,0.225266533,0.248815711,0.207916136,0.292023797,0.824446035,2.258043826,-0.143778867,0.519446203,0.084574971,1.486269517,-0.393347338,0.840251111,0.627718877,-0.352214354,2.263598186,0.013900579,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.110265628,0.481010058,0.016703159,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.136214635,2.592129679,-0.225569061,0.231799753,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.048082629,-0.230269159,-0.431689786,-0.580561146,0.866231215,1.554549411,0.136105877,-0.66380298,16.67138429
Estimate,85,44,604,410,135,126,93,1199,60,44,517,263,119,117,79,82,16,0,35,31,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,202,0,0,47,116,16,9,14,45,Spokane,0.29232753,-0.666255705,-0.319457377,0.525279719,-0.229381368,-0.068275325,0.082209033,-0.084321759,0.626149668,-0.615515954,-0.096830317,0.144090736,-0.089331531,0.194150343,0.313013725,-0.693084991,0.502938406,-0.615875746,-0.578809417,0.051503989,-0.710621571,-0.393347338,-0.476097339,-0.493320395,0.86647691,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.512998798,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.68484196,-0.20174337,-0.225569061,-0.380553138,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.707762985,-0.230269159,-0.431689786,-0.107826699,2.228494684,0.318206333,-0.217190229,0.038660149,-8.296551146
Estimate,62,70,598,290,136,195,149,1105,62,46,409,236,126,154,72,218,0,14,139,14,0,0,51,27,0,0,0,8,0,0,19,39,0,0,20,12,0,0,7,28,0,10,18,0,0,0,0,83,0,0,12,20,10,41,0,46.01,Spokane,-0.026761312,-0.538493145,-0.334825594,-0.149132268,-0.219298065,0.72997702,1.049462955,-0.249527101,0.681922552,-0.600728056,-0.447270602,-0.038554807,-0.007709783,0.703484698,0.166084234,0.47955262,-0.620329063,-0.175251992,0.797318107,-0.510702712,-0.710621571,-0.393347338,3.719763346,-0.187582412,-0.352214354,-0.3470539,-0.513473811,0.26514534,-0.355028892,-0.28395955,2.759846646,-0.185778097,-0.242172201,-0.26276456,-0.043019358,0.535885244,-0.411273204,-0.295941388,0.649470069,0.070530107,-0.20174337,0.510244453,0.343136643,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.499959513,-0.230269159,-0.431689786,-0.720630611,-0.286453258,-0.05269659,1.195994193,-0.66380298,1.794335615
Estimate,9,100,909,261,248,161,60,1214,0,69,590,165,193,148,49,212,0,15,105,61,10,10,11,58,0,16,29,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,9,0,185,35,35,0,0,46.02,Spokane,-0.762052991,-0.391074806,0.461760354,-0.312115165,0.91003187,0.336635285,-0.487779886,-0.057959205,-1.047036839,-0.430667228,0.140041356,-0.518844939,0.773526948,0.620889937,-0.316684094,0.427818608,-0.620329063,-0.143778867,0.347430262,1.043633461,-0.100374046,0.077126929,0.42889222,0.338966337,-0.352214354,0.373125986,0.386164853,-0.424326734,1.386801866,0.051295919,-0.267278524,-0.512998798,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,1.336996556,0.413624398,-0.431689786,2.308371582,0.106507358,1.492732257,-0.614648347,-0.66380298,-0.502028993
Estimate,55,128,812,304,58,40,41,981,55,52,509,253,46,25,41,165,0,63,102,0,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,210,0,13,131,51,0,15,0,47.01,Spokane,-0.123875307,-0.253484357,0.213307502,-0.07045087,-1.005795698,-1.063198539,-0.815955324,-0.467457552,0.486717459,-0.556364361,-0.122788857,0.076444239,-0.94052976,-1.072302648,-0.484603513,0.022568845,-0.620329063,1.366931144,0.307734276,-0.973696465,-0.710621571,-0.393347338,-0.476097339,0.542791659,-0.352214354,-0.3470539,1.658067792,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.512998798,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.454946113,-0.20174337,-0.225569061,-0.658895362,-0.430617602,1.010928498,-0.210109806,-0.294079843,0.788954413,-0.230269159,0.37569229,1.362902689,0.525665348,-0.670868129,0.04778185,-0.66380298,-10.54823614
