label,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,car_track_van_drove_alone,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_older,car_truck_van_carpool,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,public_transportation_no_taxi,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,walked,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,taxi_motorcycle_bicycle_other,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,worked_from_home,16_to_19,20_to_24,25_to_44,45_to_54,55_to_59,60_to_64,65_and_over,tract,county,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_car_track_van_drove_alone,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_older,standardized_car_truck_van_carpool,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_public_transportation_no_taxi,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_walked,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_taxi_motorcycle_bicycle_other,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,standardized_worked_from_home,standardized_16_to_19,standardized_20_to_24,standardized_25_to_44,standardized_45_to_54,standardized_55_to_59,standardized_60_to_64,standardized_65_and_over,index
Estimate,6,112,386,239,240,166,107,806,4,60,249,158,155,108,72,89,2,20,20,15,31,0,1,0,0,0,0,0,0,0,0,113,0,22,26,37,16,12,0,37,0,0,28,3,0,4,2,211,0,10,63,26,38,42,32,9604,Lincoln,-0.803673275,-0.332107471,-0.877835951,-0.435757363,0.829365446,0.394479658,0.324022513,-0.775020688,-0.935491071,-0.497212769,-0.966441394,-0.566197487,0.330437459,0.070258202,0.166084234,-0.632728644,-0.47992063,0.013586759,-0.777289349,-0.477631729,1.181145755,-0.393347338,-0.393825561,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,0.435102207,-0.242172201,0.121503554,0.119301105,2.662229558,1.447072385,1.285292891,-0.319064458,0.366110482,-0.20174337,-0.225569061,0.89982109,-0.093852554,-0.338614956,0.223130695,0.216030217,0.799103342,-0.230269159,0.189373349,0.172312232,-0.129269011,1.678183719,1.240156206,0.941827029,1.791369446
Estimate,2,48,246,69,95,40,63,449,0,40,209,43,80,27,50,22,0,0,9,0,6,5,2,0,0,0,0,0,0,0,0,37,2,8,16,1,9,0,1,33,0,0,12,21,0,0,0,22,0,0,0,4,0,8,10,9701,Pend Oreille,-0.859166986,-0.646599927,-1.236427696,-1.391174346,-0.632713488,-1.063198539,-0.435962712,-1.402449486,-1.047036839,-0.64509175,-1.096234091,-1.344132208,-0.544081269,-1.044771061,-0.295694167,-1.210425114,-0.620329063,-0.615875746,-0.922841298,-0.973696465,-0.344473056,-0.158110204,-0.311553783,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.202558646,-0.19697331,-0.1230307,-0.151232999,-0.399706253,0.63404619,-0.295941388,-0.180702382,0.234741426,-0.20174337,-0.225569061,0.009125975,1.926737733,-0.338614956,-0.210109806,-0.294079843,-1.119044155,-0.230269159,-0.431689786,-0.93073481,-0.705611248,-0.670868129,-0.261352242,-0.162043602,-26.55878897
Estimate,19,72,321,128,59,243,78,578,6,56,154,112,59,147,44,190,0,16,103,13,0,58,0,7,0,0,7,0,0,0,0,13,0,0,0,3,0,5,5,26,13,0,13,0,0,0,0,106,0,0,44,0,0,33,29,9702,Pend Oreille,-0.623318712,-0.528665256,-1.044324976,-1.059588452,-0.995712395,1.285283,-0.176876839,-1.175731517,-0.879718188,-0.526788565,-1.274699051,-0.877371376,-0.788946513,0.607124144,-0.421633731,0.238127229,-0.620329063,-0.112305742,0.320966272,-0.543773694,-0.710621571,2.335403411,-0.476097339,-0.527291282,-0.352214354,-0.3470539,-0.29631965,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.403925231,-0.242172201,-0.26276456,-0.584087566,-0.229598708,-0.411273204,0.362906228,0.372745919,0.00484558,2.392567318,-0.225569061,0.064794419,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.266534157,-0.230269159,-0.431689786,-0.160352749,-0.810400745,-0.670868129,0.842698087,0.791299216,-12.27414251
Estimate,58,152,528,285,116,94,85,1141,41,123,488,268,100,70,51,97,14,21,19,4,3,20,16,0,0,0,0,0,0,0,0,23,2,7,4,0,3,4,3,28,0,0,7,11,10,0,0,29,1,1,10,2,0,0,15,9703,Pend Oreille,-0.082255023,-0.135549686,-0.514121467,-0.177232768,-0.420964125,-0.438479312,-0.055970099,-0.18625697,0.096307274,-0.03139398,-0.190930023,0.177913985,-0.310876275,-0.452841946,-0.27470424,-0.563749961,0.362529972,0.045059884,-0.790521344,-0.841412536,-0.527547314,0.547601196,0.840251111,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.320022487,-0.19697331,-0.140497433,-0.475873924,-0.484760026,-0.062833406,0.231136705,0.096021768,0.070530107,-0.20174337,-0.225569061,-0.269216249,0.804187573,0.786004589,-0.210109806,-0.294079843,-1.048001656,-0.15872543,-0.369583472,-0.755647978,-0.758005997,-0.670868129,-0.614648347,0.088836087,-12.29511189
Estimate,49,31,350,264,128,43,115,581,35,21,136,164,88,43,94,163,14,10,59,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,73,14,0,0,0,149,0,0,82,26,20,0,21,9704,Pend Oreille,-0.207115875,-0.730136986,-0.970045257,-0.295254866,-0.299964489,-1.028491915,0.462201645,-1.170459006,-0.071011376,-0.785576781,-1.333105765,-0.525609589,-0.450799272,-0.824518367,0.627862634,0.005324174,0.362529972,-0.301144493,-0.261241527,1.010562478,0.509873478,-0.393347338,-0.476097339,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.512998798,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,2.008223671,-0.20174337,-0.225569061,3.404901101,1.140952621,-0.338614956,-0.210109806,-0.294079843,0.169869771,-0.230269159,-0.431689786,0.504977213,-0.129269011,0.565474949,-0.614648347,0.389891713,-7.939855512
Estimate,55,51,358,220,116,139,168,895,55,51,313,194,100,73,109,67,0,0,45,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,132,0,0,0,0,16,57,59,9705,Pend Oreille,-0.123875307,-0.631858093,-0.9495543,-0.542539261,-0.420964125,0.082120044,1.377638393,-0.618602864,0.486717459,-0.56375831,-0.758773077,-0.322670096,-0.310876275,-0.411544566,0.942711544,-0.822420022,-0.620329063,-0.615875746,-0.446489463,-0.543773694,-0.710621571,0.030079502,-0.476097339,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.512998798,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.422103849,-0.20174337,-0.225569061,-0.658895362,1.028697605,-0.338614956,-0.210109806,-0.294079843,-0.002662014,-0.230269159,-0.431689786,-0.93073481,-0.810400745,0.318206333,1.902586404,2.29657735,-12.48474865
Estimate,33,126,662,282,76,102,42,1157,6,80,637,214,76,102,42,97,10,32,16,39,0,0,0,40,17,14,9,0,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,Spokane,-0.429090721,-0.263312246,-0.170897939,-0.194093068,-0.824296244,-0.345928315,-0.798682932,-0.158136912,-0.879718188,-0.349333789,0.292547776,-0.187377101,-0.590722268,-0.012336558,-0.463613586,-0.563749961,0.081713105,0.391264262,-0.83021733,0.316071848,-0.710621571,-0.393347338,-0.476097339,0.033228354,1.949758033,0.2831035,-0.234275605,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.269680841,-0.242172201,-0.26276456,-0.584087566,1.981799378,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-1.342320584,-0.230269159,-0.431689786,-0.93073481,-0.810400745,-0.670868129,-0.614648347,-0.66380298,-16.16535849
Estimate,78,78,223,104,41,56,0,436,35,47,189,68,41,56,0,50,18,31,1,0,0,0,0,36,18,0,18,0,0,0,0,43,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,2.02,Spokane,0.195213535,-0.499181588,-1.295339197,-1.194470849,-1.177211849,-0.878096546,-1.524123374,-1.425297033,-0.071011376,-0.593334107,-1.16113044,-1.175015964,-0.998831008,-0.645563053,-1.345190532,-0.968999723,0.643346839,0.359791137,-1.028697262,-0.973696465,-0.710621571,-0.393347338,-0.476097339,-0.03471342,2.085168174,-0.3470539,0.044922601,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.152217,-0.083976082,-0.26276456,-0.584087566,2.577175785,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-1.190086655,-0.230269159,-0.431689786,-0.668104562,-0.810400745,-0.670868129,-0.614648347,-0.66380298,-24.93987747
Estimate,46,118,740,98,79,105,15,798,46,96,450,45,64,82,15,196,0,22,135,39,0,0,0,0,0,0,0,0,0,0,0,77,0,0,63,14,0,0,0,0,0,0,0,0,0,0,0,130,0,0,92,0,15,23,0,3.01,Spokane,-0.248736158,-0.302623803,0.02888889,-1.228191449,-0.794046335,-0.311221691,-1.265037502,-0.789080717,0.235739483,-0.231030604,-0.314233086,-1.330602909,-0.730645265,-0.287652426,-1.030341623,0.289861242,-0.620329063,0.076533009,0.744390125,0.316071848,-0.710621571,-0.393347338,-0.476097339,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,0.133052329,-0.242172201,-0.26276456,1.120277291,0.70599279,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.022959871,-0.230269159,-0.431689786,0.680064045,-0.810400745,0.256389179,0.401077956,-0.66380298,-16.16404748
Estimate,25,104,573,332,14,53,45,805,12,104,442,155,14,41,37,213,13,0,45,155,0,0,0,45,0,0,14,11,0,12,8,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,11,0,0,0,3.02,Spokane,-0.540078144,-0.371419028,-0.398859835,0.086911927,-1.44946103,-0.912803169,-0.746865758,-0.776778192,-0.712399537,-0.171879012,-0.340191626,-0.586491436,-1.31365775,-0.852049954,-0.568563222,0.436440943,0.292325755,-0.615875746,-0.446489463,4.152305806,-0.710621571,-0.393347338,-0.476097339,0.118155572,-0.352214354,-0.3470539,-0.07916549,0.523697368,-0.355028892,1.057062325,1.007300495,0.082710683,-0.242172201,-0.26276456,1.336704574,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-1.220533441,-0.230269159,-0.431689786,-0.913226126,-0.522229627,-0.670868129,-0.614648347,-0.66380298,-14.91570305
Estimate,47,179,991,224,87,86,108,1372,36,86,808,207,71,86,78,106,0,70,12,8,16,0,0,18,11,0,7,0,0,0,0,53,0,23,8,0,0,0,22,0,0,0,0,0,0,0,0,173,0,0,156,9,0,0,8,4,Spokane,-0.23486273,-0.002873181,0.671792662,-0.520058862,-0.713379912,-0.531030308,0.341294905,0.21972637,-0.043124935,-0.304970094,0.84741156,-0.23472965,-0.649023517,-0.232589252,0.292023797,-0.486148942,-0.620329063,1.587243021,-0.883145312,-0.709128606,0.265774468,-0.393347338,-0.476097339,-0.340451403,1.137297191,-0.3470539,-0.29631965,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.068314256,-0.242172201,0.138970287,-0.367660283,-0.484760026,-0.411273204,-0.295941388,2.724901199,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.413444057,-0.230269159,-0.431689786,1.800619769,-0.574624376,-0.670868129,-0.614648347,-0.262395478,-6.772058322
Estimate,28,136,812,339,260,83,81,1416,7,104,663,275,244,62,61,225,21,0,141,46,7,10,0,15,0,6,0,0,9,0,0,2,0,0,0,2,0,0,0,11,0,0,0,11,0,0,0,70,0,26,8,5,0,11,20,5,Spokane,-0.498457861,-0.2141728,0.213307502,0.126252627,1.031031506,-0.565736932,-0.125059665,0.29705653,-0.851831746,-0.171879012,0.37691303,0.225266533,1.368199684,-0.562968293,-0.064804967,0.539908968,0.85395949,-0.615875746,0.823782098,0.547568725,-0.283448304,0.077126929,-0.476097339,-0.391407734,-0.352214354,-0.076986443,-0.513473811,-0.424326734,1.21261879,-0.28395955,-0.267278524,-0.496218249,-0.242172201,-0.26276456,-0.584087566,-0.314652481,-0.411273204,-0.295941388,-0.319064458,-0.487788377,-0.20174337,-0.225569061,-0.658895362,0.804187573,-0.338614956,-0.210109806,-0.294079843,-0.631895585,-0.230269159,1.183074366,-0.790665344,-0.679413873,-0.670868129,-0.128866202,0.339715776,-5.194962864
Estimate,0,198,881,309,137,125,44,1317,0,168,703,221,81,112,32,117,0,20,67,23,0,7,0,102,0,10,82,10,0,0,0,7,0,0,0,0,0,0,7,51,0,0,0,9,42,0,0,100,0,0,29,46,14,6,5,6,Spokane,-0.886913842,0.090491767,0.390042005,-0.04235037,-0.209214762,-0.0798442,-0.764138149,0.12306367,-1.047036839,0.301333726,0.506705728,-0.140024553,-0.53242102,0.125321376,-0.673512859,-0.391303253,-0.620329063,0.013586759,-0.155385564,-0.21306387,-0.710621571,-0.064015351,-0.476097339,1.086325852,-0.352214354,0.103058529,2.030332067,0.437513359,-0.355028892,-0.28395955,-0.267278524,-0.454266878,-0.242172201,-0.26276456,-0.584087566,-0.484760026,-0.411273204,-0.295941388,0.649470069,0.825902175,-0.20174337,-0.225569061,-0.658895362,0.579677542,4.384787132,-0.210109806,-0.294079843,-0.327427728,-0.230269159,-0.431689786,-0.422982997,0.394678476,0.194572025,-0.349676268,-0.412923291,-2.528524164
Estimate,52,341,1321,516,177,262,0,2011,0,282,943,490,164,132,0,264,13,18,172,9,0,52,0,0,0,0,0,0,0,0,0,294,39,41,145,0,0,69,0,21,0,0,21,0,0,0,0,79,0,0,40,17,13,9,0,7,Spokane,-0.165495591,0.793185849,1.517044632,1.121010309,0.194117358,1.505091617,-1.524123374,1.342771193,-1.047036839,1.144243915,1.285461916,1.679666229,0.435379706,0.400637243,-1.345190532,0.876180047,0.292325755,-0.049359491,1.233973956,-0.676057624,-0.710621571,2.05311885,-0.476097339,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,1.95374187,0.639206177,0.453371471,3.338656946,-0.484760026,-0.411273204,8.796155718,-0.319064458,-0.159365739,-0.20174337,-0.225569061,0.510141977,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.540555228,-0.230269159,-0.431689786,-0.230387482,-0.365045381,0.132754872,-0.217190229,-0.66380298,16.76059179
Estimate,54,160,987,475,264,180,140,1749,49,114,767,359,215,149,96,237,5,46,92,56,27,0,11,17,0,0,0,0,0,17,0,15,0,0,0,0,15,0,0,37,0,0,17,20,0,0,0,205,0,0,111,40,7,14,33,8,Spokane,-0.137748735,-0.096238129,0.661547183,0.890586213,1.071364718,0.556443902,0.894011432,0.882305241,0.319398809,-0.097939522,0.714374045,0.793497112,1.030052442,0.634655731,0.669842489,0.643376992,-0.269307979,0.831888015,0.175414322,0.878278549,0.937046745,-0.393347338,0.42889222,-0.357436847,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,1.61582144,-0.267278524,-0.387144682,-0.242172201,-0.26276456,-0.584087566,-0.484760026,1.330925786,-0.295941388,-0.319064458,0.366110482,-0.20174337,-0.225569061,0.287468198,1.814482717,-0.338614956,-0.210109806,-0.294079843,0.738209771,-0.230269159,-0.431689786,1.012729025,0.23749423,-0.238148052,0.003619837,0.992002967,13.05428693
Estimate,51,149,1351,702,301,217,94,1925,26,81,973,439,216,111,79,493,25,68,236,104,45,0,15,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,106,0,0,19,38,24,25,0,299,0,0,81,121,16,81,0,9,Spokane,-0.179369019,-0.15029152,1.59388572,2.16634889,1.444446928,0.984492261,0.099481424,1.19162588,-0.321989352,-0.34193984,1.382806439,1.334669091,1.041712692,0.111555582,0.313013725,2.850694849,1.134776357,1.52429677,2.080821663,2.465685704,2.03549229,-0.393347338,0.757979333,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.160607274,-0.242172201,-0.26276456,0.552155672,-0.484760026,-0.411273204,-0.295941388,-0.319064458,2.632226683,-0.20174337,-0.225569061,0.398805087,3.835073005,2.360471952,2.497643327,-0.294079843,1.692209055,-0.230269159,-0.431689786,0.487468529,2.359481556,0.318206333,2.96247472,-0.66380298,35.80980199
Estimate,0,53,1249,632,178,320,174,2017,0,53,866,517,127,293,161,349,0,0,263,72,14,0,0,148,0,0,80,43,0,12,13,25,0,0,10,0,0,15,0,17,0,0,17,0,0,0,0,50,0,0,13,0,37,0,0,10,Spokane,-0.886913842,-0.622030204,1.33262602,1.772941897,0.204200661,2.176086342,1.481272742,1.353316215,-1.047036839,-0.548970412,1.035610972,1.862311772,0.003950467,2.616929977,2.034187764,1.609078554,-0.620329063,-0.615875746,2.43808554,1.407414267,0.143724963,-0.393347338,-0.476097339,1.867656253,-0.352214354,-0.3470539,1.968288021,3.281585664,-0.355028892,1.057062325,1.803912382,-0.303241939,-0.242172201,-0.26276456,-0.313553462,-0.484760026,-0.411273204,1.680601461,-0.319064458,-0.290734794,-0.20174337,-0.225569061,0.287468198,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.834874156,-0.230269159,-0.431689786,-0.703121928,-0.810400745,1.616366565,-0.614648347,-0.66380298,20.15267471
Estimate,21,35,838,368,155,100,104,1338,21,28,708,282,149,74,76,103,0,7,27,46,6,17,0,14,0,0,4,10,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,94,30,0,9,28,11,Spokane,-0.595571856,-0.710481207,0.279903112,0.289235524,-0.027715308,-0.369066064,0.272205339,0.159971246,-0.461421561,-0.733819138,0.522929815,0.272619081,0.260475961,-0.397778773,0.250043943,-0.512015948,-0.620329063,-0.395563869,-0.684665381,0.547568725,-0.344473056,0.406458916,-0.476097339,-0.408393177,-0.352214354,-0.3470539,-0.389385719,0.437513359,-0.355028892,-0.28395955,-0.267278524,-0.471047426,-0.242172201,-0.26276456,-0.448820514,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.849053279,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,-0.294079843,0.291656914,-0.230269159,-0.431689786,0.715081411,-0.024479514,-0.670868129,-0.217190229,0.741123278,-11.00454993
Estimate,10,183,538,209,92,85,47,821,6,94,408,155,83,46,29,165,4,66,44,35,8,3,5,0,0,0,0,0,0,0,0,7,0,0,0,6,1,0,0,9,0,0,0,0,0,0,9,162,0,23,86,13,0,36,4,12,Spokane,-0.748179563,0.016782598,-0.488507771,-0.60436036,-0.662963397,-0.542599183,-0.712320975,-0.748658133,-0.879718188,-0.245818502,-0.450515419,-0.586491436,-0.50910052,-0.783220987,-0.736482641,0.022568845,-0.339512196,1.46135052,-0.459721459,0.183787919,-0.222423551,-0.252205058,-0.064738448,-0.646189386,-0.352214354,-0.3470539,-0.513473811,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.454266878,-0.242172201,-0.26276456,-0.584087566,0.025562609,-0.295126605,-0.295941388,-0.319064458,-0.553472904,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,2.001415426,0.301805843,-0.230269159,0.996755425,0.575011945,-0.469834878,-0.670868129,0.975184127,-0.463099229,-13.5733558
Estimate,14,257,1005,306,109,139,36,1293,0,189,684,211,55,118,36,290,0,20,174,69,24,3,0,77,7,48,22,0,0,0,0,39,0,0,30,0,0,9,0,71,7,0,53,11,0,0,0,96,0,0,42,15,30,9,0,13,Spokane,-0.692685851,0.3804145,0.707651836,-0.05921067,-0.491547246,0.082120044,-0.902317281,0.080883583,-1.047036839,0.456606656,0.445054196,-0.207671051,-0.835587512,0.207916136,-0.589553149,1.100360767,-0.620329063,0.013586759,1.260437947,1.30820132,0.753972488,-0.252205058,-0.476097339,0.661689764,0.595656629,1.813485758,0.169010693,-0.424326734,-0.355028892,-0.28395955,-0.267278524,-0.185778097,-0.242172201,-0.26276456,0.227514747,-0.484760026,-0.411273204,0.889984321,-0.319064458,1.48274745,1.195193154,-0.225569061,2.291532207,0.804187573,-0.338614956,-0.210109806,-0.294079843,-0.368023442,-0.230269159,-0.431689786,-0.195370115,-0.41744013,1.183646488,-0.217190229,-0.66380298,5.109048204
Estimate,111,179,1587,488,178,99,14,2047,70,168,1234,374,135,52,14,247,0,11,175,0,14,47,0,122,10,0,81,31,0,0,0,56,0,0,56,0,0,0,0,97,31,0,18,48,0,0,0,87,0,0,23,35,29,0,0,14,Spokane,0.653036656,-0.002873181,2.198368948,0.963647511,0.204200661,-0.380634939,-1.282309894,1.406041324,0.905014086,0.301333726,2.229703793,0.894966858,0.097232465,-0.700626227,-1.05133155,0.729600346,-0.620329063,-0.269671368,1.273669942,-0.973696465,0.143724963,1.817881717,-0.476097339,1.426034722,1.00188705,-0.3470539,1.999310044,2.247377553,-0.355028892,-0.28395955,-0.267278524,-0.043143433,-0.242172201,-0.26276456,0.930903418,-0.484760026,-0.411273204,-0.295941388,-0.319064458,2.336646309,5.984689809,-0.225569061,0.343136643,4.957623165,-0.338614956,-0.210109806,-0.294079843,-0.459363799,-0.230269159,-0.431689786,-0.528035096,0.106507358,1.121829334,-0.614648347,-0.66380298,23.2081754
Estimate,75,246,1381,417,171,93,124,1938,42,175,1097,378,160,15,71,334,33,36,164,39,11,35,16,64,0,14,27,0,0,0,23,11,0,0,11,0,0,0,0,32,0,21,11,0,0,0,0,128,0,0,71,0,0,43,14,15,Spokane,0.153593251,0.326361109,1.670726809,0.564620419,0.13361754,-0.450048186,0.617653168,1.214473428,0.124193716,0.353091369,1.785163803,0.922025457,0.388738708,-1.209960582,0.145094306,1.479743524,1.696410091,0.517156763,1.128117993,0.316071848,-0.039349294,1.253312597,0.840251111,0.440878998,-0.352214354,0.2831035,0.324120808,-0.424326734,-0.355028892,-0.28395955,3.397136155,-0.42070578,-0.242172201,-0.26276456,-0.286500051,-0.484760026,-0.411273204,-0.295941388,-0.319064458,0.201899163,-0.20174337,1.319639318,-0.04654247,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.043257728,-0.230269159,-0.431689786,0.312381697,-0.810400745,-0.670868129,1.284318219,0.038660149,13.68629216
Estimate,15,189,711,187,83,105,24,1022,0,175,502,182,51,95,17,185,15,0,147,0,16,0,7,28,0,14,7,0,7,0,0,12,0,0,12,0,0,0,0,18,0,0,18,0,0,0,0,49,0,0,25,5,9,10,0,16,Spokane,-0.678812424,0.046266266,-0.045390829,-0.728002558,-0.753713124,-0.311221691,-1.109585979,-0.395399903,-1.047036839,0.353091369,-0.145502579,-0.403845893,-0.882228511,-0.108697112,-0.988361768,0.195015553,0.432734189,-0.615875746,0.90317407,-0.973696465,0.265774468,-0.393347338,0.099805108,-0.170596968,-0.352214354,0.2831035,-0.29631965,-0.424326734,0.864252639,-0.28395955,-0.267278524,-0.412315506,-0.242172201,-0.26276456,-0.259446641,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.25789253,-0.20174337,-0.225569061,0.343136643,-0.430617602,-0.338614956,-0.210109806,-0.294079843,-0.845023084,-0.230269159,-0.431689786,-0.49301773,-0.679413873,-0.114513744,-0.173028216,-0.66380298,-15.86618446
Estimate,68,97,597,244,154,65,25,901,68,71,439,150,88,65,20,129,0,0,129,0,0,0,0,47,0,0,19,28,0,0,0,45,0,0,10,0,35,0,0,5,0,0,0,0,0,0,5,123,0,26,0,66,31,0,0,18,Spokane,0.056479256,-0.40581664,-0.337386964,-0.407656864,-0.037798611,-0.773976674,-1.092313587,-0.608057843,0.849241202,-0.41587933,-0.349926078,-0.620314685,-0.450799272,-0.521670913,-0.925391986,-0.287835229,-0.620329063,-0.615875746,0.664998153,-0.973696465,-0.710621571,-0.393347338,-0.476097339,0.152126459,-0.352214354,-0.3470539,0.075944624,1.988825525,-0.355028892,-0.28395955,-0.267278524,-0.135436451,-0.242172201,-0.26276456,-0.313553462,-0.484760026,3.653857773,-0.295941388,-0.319064458,-0.68484196,-0.20174337,-0.225569061,-0.658895362,-0.430617602,-0.338614956,-0.210109806,0.981195306,-0.094002371,-0.230269159,1.183074366,-0.93073481,0.918625964,1.245463642,-0.614648347,-0.66380298,-8.198037479
Estimate,30,123,945,273,143,76,94,1358,18,88,762,223,114,59,94,131,12,26,73,4,7,9,0,19,0,0,0,0,15,4,0,11,0,0,11,0,0,0,0,13,0,0,0,6,7,0,0,152,0,9,99,40,0,4,0,19,Spokane,-0.470711005,-0.27805408,0.55396966,-0.244673967,-0.148714944,-0.646719054,0.099481424,0.195121319,-0.545080887,-0.290182196,0.698149957,-0.126495254,-0.147632779,-0.604265673,0.627862634,-0.270590558,0.222121538,0.20242551,-0.075993591,-0.841412536,-0.283448304,0.030079502,-0.476097339,-0.32346596,-0.352214354,-0.3470539,-0.513473811,-0.424326734,2.257717246,0.163047742,-0.267278524,-0.42070578,-0.242172201,-0.26276456,-0.286500051,-0.484760026,-0.411273204,-0.295941388,-0.319064458,-0.422103849,-0.20174337,-0.225569061,-0.658895362,0.242912494,0.448618726,-0.210109806,-0.294079843,0.200316557,-0.230269159,0.127267036,0.802624827,0.23749423,-0.670868129,-0.438000295,-0.66380298,-7.30729857
Estimate,46,214,951,245,137,45,35,1171,19,167,705,137,87,30,26,196,6,18,107,58,7,0,0,137,0,29,58,34,9,7,0,64,21,0,35,0,8,0,0,32,0,0,24,0,0,8,0,73,0,0,22,16,26,0,9,20,Spokane,-0.248736158,0.169114881,0.569337877,-0.402036764,-0.209214762,-1.005354166,-0.919589673,-0.133531861,-0.517194445,0.293939777,0.513195363,-0.708255132,-0.462459521,-1.003473681,-0.799452422,0.289861242,-0.199103762,-0.049359491,0.373894253,0.944420514,-0.283448304,-0.393347338,-0.476097339,1.680816374,-0.352214354,0.958272143,1.285803518,2.505929581,1.21261879,0.498303211,-0.267278524,0.023978762,0.232416156,-0.26276456,0.362781799,-0.484760026,0.517899591,-0.295941388,-0.319064458,0.201899163,-0.20174337,-0.225569061,0.677147311,-0.430617602,-0.338614956,0.656371197,-0.294079843,-0.601448799,-0.230269159,-0.431689786,-0.545543779,-0.391242755,0.936377872,-0.614648347,-0.21221954,0.594014247
