"","GEOID","NAME","variable","estimate","moe"
"4484","53033030305","Census Tract 303.05, King County, Washington","B28003_002",1937,178
"4485","53033030305","Census Tract 303.05, King County, Washington","B28003_003",0,13
"4486","53033030305","Census Tract 303.05, King County, Washington","B28003_004",1762,203
"4487","53033030305","Census Tract 303.05, King County, Washington","B28003_005",175,105
"4488","53033030305","Census Tract 303.05, King County, Washington","B28003_006",16,25
"4489","53033030306","Census Tract 303.06, King County, Washington","B28003_001",1800,133
"4490","53033030306","Census Tract 303.06, King County, Washington","B28003_002",1743,137
"4491","53033030306","Census Tract 303.06, King County, Washington","B28003_003",0,18
"4492","53033030306","Census Tract 303.06, King County, Washington","B28003_004",1698,141
"4493","53033030306","Census Tract 303.06, King County, Washington","B28003_005",45,48
"4494","53033030306","Census Tract 303.06, King County, Washington","B28003_006",57,41
"4495","53033030308","Census Tract 303.08, King County, Washington","B28003_001",2098,145
"4496","53033030308","Census Tract 303.08, King County, Washington","B28003_002",2071,151
"4497","53033030308","Census Tract 303.08, King County, Washington","B28003_003",0,18
"4498","53033030308","Census Tract 303.08, King County, Washington","B28003_004",1896,199
"4499","53033030308","Census Tract 303.08, King County, Washington","B28003_005",175,129
"4500","53033030308","Census Tract 303.08, King County, Washington","B28003_006",27,33
"4501","53033030309","Census Tract 303.09, King County, Washington","B28003_001",2380,354
"4502","53033030309","Census Tract 303.09, King County, Washington","B28003_002",2287,357
"4503","53033030309","Census Tract 303.09, King County, Washington","B28003_003",0,18
"4504","53033030309","Census Tract 303.09, King County, Washington","B28003_004",2287,357
"4505","53033030309","Census Tract 303.09, King County, Washington","B28003_005",0,18
"4506","53033030309","Census Tract 303.09, King County, Washington","B28003_006",93,59
"4507","53033030310","Census Tract 303.10, King County, Washington","B28003_001",2263,239
"4508","53033030310","Census Tract 303.10, King County, Washington","B28003_002",2170,244
"4509","53033030310","Census Tract 303.10, King County, Washington","B28003_003",9,16
"4510","53033030310","Census Tract 303.10, King County, Washington","B28003_004",2058,240
"4511","53033030310","Census Tract 303.10, King County, Washington","B28003_005",103,84
"4512","53033030310","Census Tract 303.10, King County, Washington","B28003_006",93,68
"4513","53033030311","Census Tract 303.11, King County, Washington","B28003_001",1518,128
"4514","53033030311","Census Tract 303.11, King County, Washington","B28003_002",1465,140
"4515","53033030311","Census Tract 303.11, King County, Washington","B28003_003",0,13
"4516","53033030311","Census Tract 303.11, King County, Washington","B28003_004",1369,148
"4517","53033030311","Census Tract 303.11, King County, Washington","B28003_005",96,57
"4518","53033030311","Census Tract 303.11, King County, Washington","B28003_006",53,41
"4519","53033030312","Census Tract 303.12, King County, Washington","B28003_001",1815,176
"4520","53033030312","Census Tract 303.12, King County, Washington","B28003_002",1780,175
"4521","53033030312","Census Tract 303.12, King County, Washington","B28003_003",12,14
"4522","53033030312","Census Tract 303.12, King County, Washington","B28003_004",1593,195
"4523","53033030312","Census Tract 303.12, King County, Washington","B28003_005",175,82
"4524","53033030312","Census Tract 303.12, King County, Washington","B28003_006",35,29
"4525","53033030313","Census Tract 303.13, King County, Washington","B28003_001",2022,310
"4526","53033030313","Census Tract 303.13, King County, Washington","B28003_002",1866,310
"4527","53033030313","Census Tract 303.13, King County, Washington","B28003_003",0,18
"4528","53033030313","Census Tract 303.13, King County, Washington","B28003_004",1808,312
"4529","53033030313","Census Tract 303.13, King County, Washington","B28003_005",58,52
"4530","53033030313","Census Tract 303.13, King County, Washington","B28003_006",156,99
"4531","53033030314","Census Tract 303.14, King County, Washington","B28003_001",2381,464
"4532","53033030314","Census Tract 303.14, King County, Washington","B28003_002",2281,467
"4533","53033030314","Census Tract 303.14, King County, Washington","B28003_003",22,25
"4534","53033030314","Census Tract 303.14, King County, Washington","B28003_004",1976,473
"4535","53033030314","Census Tract 303.14, King County, Washington","B28003_005",283,148
"4536","53033030314","Census Tract 303.14, King County, Washington","B28003_006",100,77
"4537","53033030403","Census Tract 304.03, King County, Washington","B28003_001",1807,193
"4538","53033030403","Census Tract 304.03, King County, Washington","B28003_002",1733,193
"4539","53033030403","Census Tract 304.03, King County, Washington","B28003_003",0,18
"4540","53033030403","Census Tract 304.03, King County, Washington","B28003_004",1611,182
"4541","53033030403","Census Tract 304.03, King County, Washington","B28003_005",122,81
"4542","53033030403","Census Tract 304.03, King County, Washington","B28003_006",74,56
"4543","53033030404","Census Tract 304.04, King County, Washington","B28003_001",1523,121
"4544","53033030404","Census Tract 304.04, King County, Washington","B28003_002",1515,122
"4545","53033030404","Census Tract 304.04, King County, Washington","B28003_003",0,13
"4546","53033030404","Census Tract 304.04, King County, Washington","B28003_004",1474,127
"4547","53033030404","Census Tract 304.04, King County, Washington","B28003_005",41,37
"4548","53033030404","Census Tract 304.04, King County, Washington","B28003_006",8,14
"4549","53033030405","Census Tract 304.05, King County, Washington","B28003_001",1214,179
"4550","53033030405","Census Tract 304.05, King County, Washington","B28003_002",1092,133
"4551","53033030405","Census Tract 304.05, King County, Washington","B28003_003",29,43
"4552","53033030405","Census Tract 304.05, King County, Washington","B28003_004",913,162
"4553","53033030405","Census Tract 304.05, King County, Washington","B28003_005",150,98
"4554","53033030405","Census Tract 304.05, King County, Washington","B28003_006",122,126
"4555","53033030406","Census Tract 304.06, King County, Washington","B28003_001",1106,122
"4556","53033030406","Census Tract 304.06, King County, Washington","B28003_002",936,155
"4557","53033030406","Census Tract 304.06, King County, Washington","B28003_003",12,21
"4558","53033030406","Census Tract 304.06, King County, Washington","B28003_004",924,158
"4559","53033030406","Census Tract 304.06, King County, Washington","B28003_005",0,13
"4560","53033030406","Census Tract 304.06, King County, Washington","B28003_006",170,136
"4561","53033030407","Census Tract 304.07, King County, Washington","B28003_001",906,85
"4562","53033030407","Census Tract 304.07, King County, Washington","B28003_002",906,85
"4563","53033030407","Census Tract 304.07, King County, Washington","B28003_003",0,13
"4564","53033030407","Census Tract 304.07, King County, Washington","B28003_004",846,82
"4565","53033030407","Census Tract 304.07, King County, Washington","B28003_005",60,76
"4566","53033030407","Census Tract 304.07, King County, Washington","B28003_006",0,13
"4567","53033030501","Census Tract 305.01, King County, Washington","B28003_001",1136,148
"4568","53033030501","Census Tract 305.01, King County, Washington","B28003_002",958,150
"4569","53033030501","Census Tract 305.01, King County, Washington","B28003_003",7,10
"4570","53033030501","Census Tract 305.01, King County, Washington","B28003_004",874,143
"4571","53033030501","Census Tract 305.01, King County, Washington","B28003_005",77,43
"4572","53033030501","Census Tract 305.01, King County, Washington","B28003_006",178,70
"4573","53033030503","Census Tract 305.03, King County, Washington","B28003_001",2056,179
"4574","53033030503","Census Tract 305.03, King County, Washington","B28003_002",1730,238
"4575","53033030503","Census Tract 305.03, King County, Washington","B28003_003",0,18
"4576","53033030503","Census Tract 305.03, King County, Washington","B28003_004",1639,234
"4577","53033030503","Census Tract 305.03, King County, Washington","B28003_005",91,68
"4578","53033030503","Census Tract 305.03, King County, Washington","B28003_006",326,165
"4579","53033030504","Census Tract 305.04, King County, Washington","B28003_001",1954,162
"4580","53033030504","Census Tract 305.04, King County, Washington","B28003_002",1796,189
"4581","53033030504","Census Tract 305.04, King County, Washington","B28003_003",7,11
"4582","53033030504","Census Tract 305.04, King County, Washington","B28003_004",1662,204
"4583","53033030504","Census Tract 305.04, King County, Washington","B28003_005",127,75
"4584","53033030504","Census Tract 305.04, King County, Washington","B28003_006",158,89
"4585","53033030600","Census Tract 306, King County, Washington","B28003_001",2181,341
"4586","53033030600","Census Tract 306, King County, Washington","B28003_002",2037,354
"4587","53033030600","Census Tract 306, King County, Washington","B28003_003",0,18
"4588","53033030600","Census Tract 306, King County, Washington","B28003_004",2003,345
"4589","53033030600","Census Tract 306, King County, Washington","B28003_005",34,47
"4590","53033030600","Census Tract 306, King County, Washington","B28003_006",144,112
"4591","53033030700","Census Tract 307, King County, Washington","B28003_001",1671,172
"4592","53033030700","Census Tract 307, King County, Washington","B28003_002",1519,196
"4593","53033030700","Census Tract 307, King County, Washington","B28003_003",0,13
"4594","53033030700","Census Tract 307, King County, Washington","B28003_004",1408,198
"4595","53033030700","Census Tract 307, King County, Washington","B28003_005",111,73
"4596","53033030700","Census Tract 307, King County, Washington","B28003_006",152,81
"4597","53033030801","Census Tract 308.01, King County, Washington","B28003_001",2156,235
"4598","53033030801","Census Tract 308.01, King County, Washington","B28003_002",2010,240
"4599","53033030801","Census Tract 308.01, King County, Washington","B28003_003",0,18
"4600","53033030801","Census Tract 308.01, King County, Washington","B28003_004",1998,242
"4601","53033030801","Census Tract 308.01, King County, Washington","B28003_005",12,20
"4602","53033030801","Census Tract 308.01, King County, Washington","B28003_006",146,106
"4603","53033030802","Census Tract 308.02, King County, Washington","B28003_001",1365,170
"4604","53033030802","Census Tract 308.02, King County, Washington","B28003_002",1253,168
"4605","53033030802","Census Tract 308.02, King County, Washington","B28003_003",14,20
"4606","53033030802","Census Tract 308.02, King County, Washington","B28003_004",1093,144
"4607","53033030802","Census Tract 308.02, King County, Washington","B28003_005",146,131
"4608","53033030802","Census Tract 308.02, King County, Washington","B28003_006",112,61
"4609","53033030901","Census Tract 309.01, King County, Washington","B28003_001",1145,151
"4610","53033030901","Census Tract 309.01, King County, Washington","B28003_002",1124,149
"4611","53033030901","Census Tract 309.01, King County, Washington","B28003_003",0,13
"4612","53033030901","Census Tract 309.01, King County, Washington","B28003_004",1008,157
"4613","53033030901","Census Tract 309.01, King County, Washington","B28003_005",116,115
"4614","53033030901","Census Tract 309.01, King County, Washington","B28003_006",21,13
"4615","53033030902","Census Tract 309.02, King County, Washington","B28003_001",2092,192
"4616","53033030902","Census Tract 309.02, King County, Washington","B28003_002",1860,224
"4617","53033030902","Census Tract 309.02, King County, Washington","B28003_003",6,11
"4618","53033030902","Census Tract 309.02, King County, Washington","B28003_004",1753,237
"4619","53033030902","Census Tract 309.02, King County, Washington","B28003_005",101,96
"4620","53033030902","Census Tract 309.02, King County, Washington","B28003_006",232,147
"4621","53033031000","Census Tract 310, King County, Washington","B28003_001",1684,233
"4622","53033031000","Census Tract 310, King County, Washington","B28003_002",1612,234
"4623","53033031000","Census Tract 310, King County, Washington","B28003_003",0,13
"4624","53033031000","Census Tract 310, King County, Washington","B28003_004",1604,235
"4625","53033031000","Census Tract 310, King County, Washington","B28003_005",8,13
"4626","53033031000","Census Tract 310, King County, Washington","B28003_006",72,55
"4627","53033031101","Census Tract 311.01, King County, Washington","B28003_001",1506,229
"4628","53033031101","Census Tract 311.01, King County, Washington","B28003_002",1436,229
"4629","53033031101","Census Tract 311.01, King County, Washington","B28003_003",0,13
"4630","53033031101","Census Tract 311.01, King County, Washington","B28003_004",1373,229
"4631","53033031101","Census Tract 311.01, King County, Washington","B28003_005",63,36
"4632","53033031101","Census Tract 311.01, King County, Washington","B28003_006",70,45
"4633","53033031102","Census Tract 311.02, King County, Washington","B28003_001",1320,136
"4634","53033031102","Census Tract 311.02, King County, Washington","B28003_002",1244,140
"4635","53033031102","Census Tract 311.02, King County, Washington","B28003_003",2,3
"4636","53033031102","Census Tract 311.02, King County, Washington","B28003_004",1152,155
"4637","53033031102","Census Tract 311.02, King County, Washington","B28003_005",90,74
"4638","53033031102","Census Tract 311.02, King County, Washington","B28003_006",76,33
"4639","53033031202","Census Tract 312.02, King County, Washington","B28003_001",2034,218
"4640","53033031202","Census Tract 312.02, King County, Washington","B28003_002",1943,205
"4641","53033031202","Census Tract 312.02, King County, Washington","B28003_003",25,28
"4642","53033031202","Census Tract 312.02, King County, Washington","B28003_004",1713,209
"4643","53033031202","Census Tract 312.02, King County, Washington","B28003_005",205,117
"4644","53033031202","Census Tract 312.02, King County, Washington","B28003_006",91,48
"4645","53033031204","Census Tract 312.04, King County, Washington","B28003_001",2300,265
"4646","53033031204","Census Tract 312.04, King County, Washington","B28003_002",2272,266
"4647","53033031204","Census Tract 312.04, King County, Washington","B28003_003",0,18
"4648","53033031204","Census Tract 312.04, King County, Washington","B28003_004",2238,273
"4649","53033031204","Census Tract 312.04, King County, Washington","B28003_005",34,38
"4650","53033031204","Census Tract 312.04, King County, Washington","B28003_006",28,32
"4651","53033031206","Census Tract 312.06, King County, Washington","B28003_001",1862,160
"4652","53033031206","Census Tract 312.06, King County, Washington","B28003_002",1813,161
"4653","53033031206","Census Tract 312.06, King County, Washington","B28003_003",0,18
"4654","53033031206","Census Tract 312.06, King County, Washington","B28003_004",1693,153
"4655","53033031206","Census Tract 312.06, King County, Washington","B28003_005",120,67
"4656","53033031206","Census Tract 312.06, King County, Washington","B28003_006",49,36
"4657","53033031207","Census Tract 312.07, King County, Washington","B28003_001",1290,137
"4658","53033031207","Census Tract 312.07, King County, Washington","B28003_002",1280,138
"4659","53033031207","Census Tract 312.07, King County, Washington","B28003_003",0,13
"4660","53033031207","Census Tract 312.07, King County, Washington","B28003_004",1248,143
"4661","53033031207","Census Tract 312.07, King County, Washington","B28003_005",32,36
"4662","53033031207","Census Tract 312.07, King County, Washington","B28003_006",10,20
"4663","53033031208","Census Tract 312.08, King County, Washington","B28003_001",1414,199
"4664","53033031208","Census Tract 312.08, King County, Washington","B28003_002",1414,199
"4665","53033031208","Census Tract 312.08, King County, Washington","B28003_003",38,44
"4666","53033031208","Census Tract 312.08, King County, Washington","B28003_004",1320,214
"4667","53033031208","Census Tract 312.08, King County, Washington","B28003_005",56,68
"4668","53033031208","Census Tract 312.08, King County, Washington","B28003_006",0,13
"4669","53033031301","Census Tract 313.01, King County, Washington","B28003_001",860,95
"4670","53033031301","Census Tract 313.01, King County, Washington","B28003_002",773,101
"4671","53033031301","Census Tract 313.01, King County, Washington","B28003_003",0,13
"4672","53033031301","Census Tract 313.01, King County, Washington","B28003_004",727,99
"4673","53033031301","Census Tract 313.01, King County, Washington","B28003_005",46,28
"4674","53033031301","Census Tract 313.01, King County, Washington","B28003_006",87,47
"4675","53033031302","Census Tract 313.02, King County, Washington","B28003_001",1855,196
"4676","53033031302","Census Tract 313.02, King County, Washington","B28003_002",1681,185
"4677","53033031302","Census Tract 313.02, King County, Washington","B28003_003",0,13
"4678","53033031302","Census Tract 313.02, King County, Washington","B28003_004",1645,176
"4679","53033031302","Census Tract 313.02, King County, Washington","B28003_005",36,29
"4680","53033031302","Census Tract 313.02, King County, Washington","B28003_006",174,92
"4681","53033031400","Census Tract 314, King County, Washington","B28003_001",2460,253
"4682","53033031400","Census Tract 314, King County, Washington","B28003_002",2381,249
"4683","53033031400","Census Tract 314, King County, Washington","B28003_003",0,18
"4684","53033031400","Census Tract 314, King County, Washington","B28003_004",2338,249
"4685","53033031400","Census Tract 314, King County, Washington","B28003_005",43,38
"4686","53033031400","Census Tract 314, King County, Washington","B28003_006",79,51
"4687","53033031501","Census Tract 315.01, King County, Washington","B28003_001",1446,148
"4688","53033031501","Census Tract 315.01, King County, Washington","B28003_002",1384,150
"4689","53033031501","Census Tract 315.01, King County, Washington","B28003_003",0,13
"4690","53033031501","Census Tract 315.01, King County, Washington","B28003_004",1350,153
"4691","53033031501","Census Tract 315.01, King County, Washington","B28003_005",34,43
"4692","53033031501","Census Tract 315.01, King County, Washington","B28003_006",62,39
"4693","53033031502","Census Tract 315.02, King County, Washington","B28003_001",2002,211
"4694","53033031502","Census Tract 315.02, King County, Washington","B28003_002",1872,222
"4695","53033031502","Census Tract 315.02, King County, Washington","B28003_003",7,11
"4696","53033031502","Census Tract 315.02, King County, Washington","B28003_004",1809,223
"4697","53033031502","Census Tract 315.02, King County, Washington","B28003_005",56,44
"4698","53033031502","Census Tract 315.02, King County, Washington","B28003_006",130,72
"4699","53033031601","Census Tract 316.01, King County, Washington","B28003_001",2027,209
"4700","53033031601","Census Tract 316.01, King County, Washington","B28003_002",2010,209
"4701","53033031601","Census Tract 316.01, King County, Washington","B28003_003",0,18
"4702","53033031601","Census Tract 316.01, King County, Washington","B28003_004",1951,227
"4703","53033031601","Census Tract 316.01, King County, Washington","B28003_005",59,66
"4704","53033031601","Census Tract 316.01, King County, Washington","B28003_006",17,19
"4705","53033031603","Census Tract 316.03, King County, Washington","B28003_001",2459,253
"4706","53033031603","Census Tract 316.03, King County, Washington","B28003_002",2242,253
"4707","53033031603","Census Tract 316.03, King County, Washington","B28003_003",0,18
"4708","53033031603","Census Tract 316.03, King County, Washington","B28003_004",2149,252
"4709","53033031603","Census Tract 316.03, King County, Washington","B28003_005",93,77
"4710","53033031603","Census Tract 316.03, King County, Washington","B28003_006",217,132
"4711","53033031604","Census Tract 316.04, King County, Washington","B28003_001",1767,182
"4712","53033031604","Census Tract 316.04, King County, Washington","B28003_002",1741,185
"4713","53033031604","Census Tract 316.04, King County, Washington","B28003_003",0,18
"4714","53033031604","Census Tract 316.04, King County, Washington","B28003_004",1708,185
"4715","53033031604","Census Tract 316.04, King County, Washington","B28003_005",33,31
"4716","53033031604","Census Tract 316.04, King County, Washington","B28003_006",26,38
"4717","53033031605","Census Tract 316.05, King County, Washington","B28003_001",1609,184
"4718","53033031605","Census Tract 316.05, King County, Washington","B28003_002",1584,182
"4719","53033031605","Census Tract 316.05, King County, Washington","B28003_003",0,13
"4720","53033031605","Census Tract 316.05, King County, Washington","B28003_004",1567,183
"4721","53033031605","Census Tract 316.05, King County, Washington","B28003_005",17,25
"4722","53033031605","Census Tract 316.05, King County, Washington","B28003_006",25,28
"4723","53033031704","Census Tract 317.04, King County, Washington","B28003_001",1901,180
"4724","53033031704","Census Tract 317.04, King County, Washington","B28003_002",1858,174
"4725","53033031704","Census Tract 317.04, King County, Washington","B28003_003",13,18
"4726","53033031704","Census Tract 317.04, King County, Washington","B28003_004",1799,175
"4727","53033031704","Census Tract 317.04, King County, Washington","B28003_005",46,47
"4728","53033031704","Census Tract 317.04, King County, Washington","B28003_006",43,47
"4729","53033031705","Census Tract 317.05, King County, Washington","B28003_001",1386,175
"4730","53033031705","Census Tract 317.05, King County, Washington","B28003_002",1375,176
"4731","53033031705","Census Tract 317.05, King County, Washington","B28003_003",0,13
"4732","53033031705","Census Tract 317.05, King County, Washington","B28003_004",1335,181
"4733","53033031705","Census Tract 317.05, King County, Washington","B28003_005",40,37
"4734","53033031705","Census Tract 317.05, King County, Washington","B28003_006",11,17
"4735","53033031707","Census Tract 317.07, King County, Washington","B28003_001",1019,126
"4736","53033031707","Census Tract 317.07, King County, Washington","B28003_002",1004,128
"4737","53033031707","Census Tract 317.07, King County, Washington","B28003_003",0,13
"4738","53033031707","Census Tract 317.07, King County, Washington","B28003_004",988,125
"4739","53033031707","Census Tract 317.07, King County, Washington","B28003_005",16,26
"4740","53033031707","Census Tract 317.07, King County, Washington","B28003_006",15,24
"4741","53033031708","Census Tract 317.08, King County, Washington","B28003_001",1514,299
"4742","53033031708","Census Tract 317.08, King County, Washington","B28003_002",1448,299
"4743","53033031708","Census Tract 317.08, King County, Washington","B28003_003",0,13
"4744","53033031708","Census Tract 317.08, King County, Washington","B28003_004",1398,309
"4745","53033031708","Census Tract 317.08, King County, Washington","B28003_005",50,62
"4746","53033031708","Census Tract 317.08, King County, Washington","B28003_006",66,51
"4747","53033031709","Census Tract 317.09, King County, Washington","B28003_001",1251,140
"4748","53033031709","Census Tract 317.09, King County, Washington","B28003_002",1216,145
"4749","53033031709","Census Tract 317.09, King County, Washington","B28003_003",0,13
"4750","53033031709","Census Tract 317.09, King County, Washington","B28003_004",1197,152
"4751","53033031709","Census Tract 317.09, King County, Washington","B28003_005",19,31
"4752","53033031709","Census Tract 317.09, King County, Washington","B28003_006",35,40
"4753","53033031710","Census Tract 317.10, King County, Washington","B28003_001",1579,205
"4754","53033031710","Census Tract 317.10, King County, Washington","B28003_002",1463,221
"4755","53033031710","Census Tract 317.10, King County, Washington","B28003_003",0,13
"4756","53033031710","Census Tract 317.10, King County, Washington","B28003_004",1336,235
"4757","53033031710","Census Tract 317.10, King County, Washington","B28003_005",127,85
"4758","53033031710","Census Tract 317.10, King County, Washington","B28003_006",116,99
"4759","53033031800","Census Tract 318, King County, Washington","B28003_001",1668,140
"4760","53033031800","Census Tract 318, King County, Washington","B28003_002",1636,150
"4761","53033031800","Census Tract 318, King County, Washington","B28003_003",12,20
"4762","53033031800","Census Tract 318, King County, Washington","B28003_004",1611,153
"4763","53033031800","Census Tract 318, King County, Washington","B28003_005",13,14
"4764","53033031800","Census Tract 318, King County, Washington","B28003_006",32,34
"4765","53033031904","Census Tract 319.04, King County, Washington","B28003_001",1257,212
"4766","53033031904","Census Tract 319.04, King County, Washington","B28003_002",1257,212
"4767","53033031904","Census Tract 319.04, King County, Washington","B28003_003",0,13
"4768","53033031904","Census Tract 319.04, King County, Washington","B28003_004",1227,211
"4769","53033031904","Census Tract 319.04, King County, Washington","B28003_005",30,39
"4770","53033031904","Census Tract 319.04, King County, Washington","B28003_006",0,13
"4771","53033031906","Census Tract 319.06, King County, Washington","B28003_001",1309,103
"4772","53033031906","Census Tract 319.06, King County, Washington","B28003_002",1281,110
"4773","53033031906","Census Tract 319.06, King County, Washington","B28003_003",0,13
"4774","53033031906","Census Tract 319.06, King County, Washington","B28003_004",1274,110
"4775","53033031906","Census Tract 319.06, King County, Washington","B28003_005",7,11
"4776","53033031906","Census Tract 319.06, King County, Washington","B28003_006",28,30
"4777","53033031908","Census Tract 319.08, King County, Washington","B28003_001",1851,163
"4778","53033031908","Census Tract 319.08, King County, Washington","B28003_002",1763,166
"4779","53033031908","Census Tract 319.08, King County, Washington","B28003_003",0,13
"4780","53033031908","Census Tract 319.08, King County, Washington","B28003_004",1763,166
"4781","53033031908","Census Tract 319.08, King County, Washington","B28003_005",0,13
"4782","53033031908","Census Tract 319.08, King County, Washington","B28003_006",88,49
"4783","53033031909","Census Tract 319.09, King County, Washington","B28003_001",1295,280
"4784","53033031909","Census Tract 319.09, King County, Washington","B28003_002",1267,282
"4785","53033031909","Census Tract 319.09, King County, Washington","B28003_003",0,13
"4786","53033031909","Census Tract 319.09, King County, Washington","B28003_004",1252,282
"4787","53033031909","Census Tract 319.09, King County, Washington","B28003_005",15,18
"4788","53033031909","Census Tract 319.09, King County, Washington","B28003_006",28,23
"4789","53033031910","Census Tract 319.10, King County, Washington","B28003_001",1652,181
"4790","53033031910","Census Tract 319.10, King County, Washington","B28003_002",1633,182
"4791","53033031910","Census Tract 319.10, King County, Washington","B28003_003",0,13
"4792","53033031910","Census Tract 319.10, King County, Washington","B28003_004",1610,182
"4793","53033031910","Census Tract 319.10, King County, Washington","B28003_005",23,28
"4794","53033031910","Census Tract 319.10, King County, Washington","B28003_006",19,28
"4795","53033031911","Census Tract 319.11, King County, Washington","B28003_001",1375,165
"4796","53033031911","Census Tract 319.11, King County, Washington","B28003_002",1375,165
"4797","53033031911","Census Tract 319.11, King County, Washington","B28003_003",0,13
"4798","53033031911","Census Tract 319.11, King County, Washington","B28003_004",1361,166
"4799","53033031911","Census Tract 319.11, King County, Washington","B28003_005",14,22
"4800","53033031911","Census Tract 319.11, King County, Washington","B28003_006",0,13
"4801","53033031912","Census Tract 319.12, King County, Washington","B28003_001",1415,315
"4802","53033031912","Census Tract 319.12, King County, Washington","B28003_002",1345,320
"4803","53033031912","Census Tract 319.12, King County, Washington","B28003_003",0,13
"4804","53033031912","Census Tract 319.12, King County, Washington","B28003_004",1297,321
"4805","53033031912","Census Tract 319.12, King County, Washington","B28003_005",48,44
"4806","53033031912","Census Tract 319.12, King County, Washington","B28003_006",70,83
"4807","53033031913","Census Tract 319.13, King County, Washington","B28003_001",1227,163
"4808","53033031913","Census Tract 319.13, King County, Washington","B28003_002",1177,168
"4809","53033031913","Census Tract 319.13, King County, Washington","B28003_003",0,13
"4810","53033031913","Census Tract 319.13, King County, Washington","B28003_004",1177,168
"4811","53033031913","Census Tract 319.13, King County, Washington","B28003_005",0,13
"4812","53033031913","Census Tract 319.13, King County, Washington","B28003_006",50,58
"4813","53033032002","Census Tract 320.02, King County, Washington","B28003_001",1187,127
"4814","53033032002","Census Tract 320.02, King County, Washington","B28003_002",1125,135
"4815","53033032002","Census Tract 320.02, King County, Washington","B28003_003",11,17
"4816","53033032002","Census Tract 320.02, King County, Washington","B28003_004",1059,143
"4817","53033032002","Census Tract 320.02, King County, Washington","B28003_005",55,45
"4818","53033032002","Census Tract 320.02, King County, Washington","B28003_006",62,59
"4819","53033032003","Census Tract 320.03, King County, Washington","B28003_001",2030,198
"4820","53033032003","Census Tract 320.03, King County, Washington","B28003_002",2008,201
"4821","53033032003","Census Tract 320.03, King County, Washington","B28003_003",0,18
"4822","53033032003","Census Tract 320.03, King County, Washington","B28003_004",1902,219
"4823","53033032003","Census Tract 320.03, King County, Washington","B28003_005",106,68
"4824","53033032003","Census Tract 320.03, King County, Washington","B28003_006",22,23
"4825","53033032005","Census Tract 320.05, King County, Washington","B28003_001",2578,286
"4826","53033032005","Census Tract 320.05, King County, Washington","B28003_002",2519,291
"4827","53033032005","Census Tract 320.05, King County, Washington","B28003_003",0,18
"4828","53033032005","Census Tract 320.05, King County, Washington","B28003_004",2440,279
"4829","53033032005","Census Tract 320.05, King County, Washington","B28003_005",79,74
"4830","53033032005","Census Tract 320.05, King County, Washington","B28003_006",59,72
"4831","53033032006","Census Tract 320.06, King County, Washington","B28003_001",1981,200
"4832","53033032006","Census Tract 320.06, King County, Washington","B28003_002",1964,200
"4833","53033032006","Census Tract 320.06, King County, Washington","B28003_003",0,18
"4834","53033032006","Census Tract 320.06, King County, Washington","B28003_004",1913,195
"4835","53033032006","Census Tract 320.06, King County, Washington","B28003_005",51,53
"4836","53033032006","Census Tract 320.06, King County, Washington","B28003_006",17,19
"4837","53033032007","Census Tract 320.07, King County, Washington","B28003_001",1171,122
"4838","53033032007","Census Tract 320.07, King County, Washington","B28003_002",1136,121
"4839","53033032007","Census Tract 320.07, King County, Washington","B28003_003",0,13
"4840","53033032007","Census Tract 320.07, King County, Washington","B28003_004",1072,116
"4841","53033032007","Census Tract 320.07, King County, Washington","B28003_005",64,47
"4842","53033032007","Census Tract 320.07, King County, Washington","B28003_006",35,33
"4843","53033032008","Census Tract 320.08, King County, Washington","B28003_001",1575,179
"4844","53033032008","Census Tract 320.08, King County, Washington","B28003_002",1575,179
"4845","53033032008","Census Tract 320.08, King County, Washington","B28003_003",0,13
"4846","53033032008","Census Tract 320.08, King County, Washington","B28003_004",1530,178
"4847","53033032008","Census Tract 320.08, King County, Washington","B28003_005",45,45
"4848","53033032008","Census Tract 320.08, King County, Washington","B28003_006",0,13
"4849","53033032010","Census Tract 320.10, King County, Washington","B28003_001",2330,342
"4850","53033032010","Census Tract 320.10, King County, Washington","B28003_002",2170,217
"4851","53033032010","Census Tract 320.10, King County, Washington","B28003_003",0,18
"4852","53033032010","Census Tract 320.10, King County, Washington","B28003_004",2146,216
"4853","53033032010","Census Tract 320.10, King County, Washington","B28003_005",24,28
"4854","53033032010","Census Tract 320.10, King County, Washington","B28003_006",160,260
"4855","53033032011","Census Tract 320.11, King County, Washington","B28003_001",1461,150
"4856","53033032011","Census Tract 320.11, King County, Washington","B28003_002",1441,150
"4857","53033032011","Census Tract 320.11, King County, Washington","B28003_003",0,13
"4858","53033032011","Census Tract 320.11, King County, Washington","B28003_004",1434,153
"4859","53033032011","Census Tract 320.11, King County, Washington","B28003_005",7,11
"4860","53033032011","Census Tract 320.11, King County, Washington","B28003_006",20,29
"4861","53033032102","Census Tract 321.02, King County, Washington","B28003_001",1919,242
"4862","53033032102","Census Tract 321.02, King County, Washington","B28003_002",1895,242
"4863","53033032102","Census Tract 321.02, King County, Washington","B28003_003",0,18
"4864","53033032102","Census Tract 321.02, King County, Washington","B28003_004",1842,238
"4865","53033032102","Census Tract 321.02, King County, Washington","B28003_005",53,61
"4866","53033032102","Census Tract 321.02, King County, Washington","B28003_006",24,22
"4867","53033032103","Census Tract 321.03, King County, Washington","B28003_001",2375,233
