"","GEOID","NAME","variable","estimate","moe"
"1","53001950100","Census Tract 9501, Adams County, Washington","B28003_001",1099,100
"2","53001950100","Census Tract 9501, Adams County, Washington","B28003_002",1023,99
"3","53001950100","Census Tract 9501, Adams County, Washington","B28003_003",5,7
"4","53001950100","Census Tract 9501, Adams County, Washington","B28003_004",899,90
"5","53001950100","Census Tract 9501, Adams County, Washington","B28003_005",119,41
"6","53001950100","Census Tract 9501, Adams County, Washington","B28003_006",76,29
"7","53001950200","Census Tract 9502, Adams County, Washington","B28003_001",612,97
"8","53001950200","Census Tract 9502, Adams County, Washington","B28003_002",548,96
"9","53001950200","Census Tract 9502, Adams County, Washington","B28003_003",2,3
"10","53001950200","Census Tract 9502, Adams County, Washington","B28003_004",485,94
"11","53001950200","Census Tract 9502, Adams County, Washington","B28003_005",61,24
"12","53001950200","Census Tract 9502, Adams County, Washington","B28003_006",64,32
"13","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_001",501,92
"14","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_002",318,77
"15","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_003",0,13
"16","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_004",283,85
"17","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_005",35,32
"18","53001950301","Census Tract 9503.01, Adams County, Washington","B28003_006",183,102
"19","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_001",621,123
"20","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_002",566,124
"21","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_003",0,13
"22","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_004",515,133
"23","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_005",51,40
"24","53001950302","Census Tract 9503.02, Adams County, Washington","B28003_006",55,48
"25","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_001",632,122
"26","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_002",608,119
"27","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_003",0,13
"28","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_004",557,124
"29","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_005",51,44
"30","53001950303","Census Tract 9503.03, Adams County, Washington","B28003_006",24,28
"31","53001950400","Census Tract 9504, Adams County, Washington","B28003_001",876,111
"32","53001950400","Census Tract 9504, Adams County, Washington","B28003_002",713,115
"33","53001950400","Census Tract 9504, Adams County, Washington","B28003_003",0,13
"34","53001950400","Census Tract 9504, Adams County, Washington","B28003_004",661,123
"35","53001950400","Census Tract 9504, Adams County, Washington","B28003_005",52,44
"36","53001950400","Census Tract 9504, Adams County, Washington","B28003_006",163,84
"37","53001950500","Census Tract 9505, Adams County, Washington","B28003_001",1694,159
"38","53001950500","Census Tract 9505, Adams County, Washington","B28003_002",1519,178
"39","53001950500","Census Tract 9505, Adams County, Washington","B28003_003",0,18
"40","53001950500","Census Tract 9505, Adams County, Washington","B28003_004",1352,207
"41","53001950500","Census Tract 9505, Adams County, Washington","B28003_005",167,106
"42","53001950500","Census Tract 9505, Adams County, Washington","B28003_006",175,96
"43","53003960100","Census Tract 9601, Asotin County, Washington","B28003_001",1782,199
"44","53003960100","Census Tract 9601, Asotin County, Washington","B28003_002",1664,191
"45","53003960100","Census Tract 9601, Asotin County, Washington","B28003_003",8,13
"46","53003960100","Census Tract 9601, Asotin County, Washington","B28003_004",1551,196
"47","53003960100","Census Tract 9601, Asotin County, Washington","B28003_005",105,46
"48","53003960100","Census Tract 9601, Asotin County, Washington","B28003_006",118,55
"49","53003960200","Census Tract 9602, Asotin County, Washington","B28003_001",2014,147
"50","53003960200","Census Tract 9602, Asotin County, Washington","B28003_002",1872,151
"51","53003960200","Census Tract 9602, Asotin County, Washington","B28003_003",27,32
"52","53003960200","Census Tract 9602, Asotin County, Washington","B28003_004",1753,160
"53","53003960200","Census Tract 9602, Asotin County, Washington","B28003_005",92,61
"54","53003960200","Census Tract 9602, Asotin County, Washington","B28003_006",142,82
"55","53003960300","Census Tract 9603, Asotin County, Washington","B28003_001",1364,145
"56","53003960300","Census Tract 9603, Asotin County, Washington","B28003_002",1279,142
"57","53003960300","Census Tract 9603, Asotin County, Washington","B28003_003",0,13
"58","53003960300","Census Tract 9603, Asotin County, Washington","B28003_004",1156,149
"59","53003960300","Census Tract 9603, Asotin County, Washington","B28003_005",123,70
"60","53003960300","Census Tract 9603, Asotin County, Washington","B28003_006",85,47
"61","53003960400","Census Tract 9604, Asotin County, Washington","B28003_001",994,133
"62","53003960400","Census Tract 9604, Asotin County, Washington","B28003_002",941,136
"63","53003960400","Census Tract 9604, Asotin County, Washington","B28003_003",73,98
"64","53003960400","Census Tract 9604, Asotin County, Washington","B28003_004",728,95
"65","53003960400","Census Tract 9604, Asotin County, Washington","B28003_005",140,62
"66","53003960400","Census Tract 9604, Asotin County, Washington","B28003_006",53,36
"67","53003960500","Census Tract 9605, Asotin County, Washington","B28003_001",1526,126
"68","53003960500","Census Tract 9605, Asotin County, Washington","B28003_002",1345,130
"69","53003960500","Census Tract 9605, Asotin County, Washington","B28003_003",6,10
"70","53003960500","Census Tract 9605, Asotin County, Washington","B28003_004",1192,137
"71","53003960500","Census Tract 9605, Asotin County, Washington","B28003_005",147,99
"72","53003960500","Census Tract 9605, Asotin County, Washington","B28003_006",181,77
"73","53003960600","Census Tract 9606, Asotin County, Washington","B28003_001",1606,157
"74","53003960600","Census Tract 9606, Asotin County, Washington","B28003_002",1542,167
"75","53003960600","Census Tract 9606, Asotin County, Washington","B28003_003",14,21
"76","53003960600","Census Tract 9606, Asotin County, Washington","B28003_004",1378,189
"77","53003960600","Census Tract 9606, Asotin County, Washington","B28003_005",150,99
"78","53003960600","Census Tract 9606, Asotin County, Washington","B28003_006",64,45
"79","53005010100","Census Tract 101, Benton County, Washington","B28003_001",1932,197
"80","53005010100","Census Tract 101, Benton County, Washington","B28003_002",1901,200
"81","53005010100","Census Tract 101, Benton County, Washington","B28003_003",10,15
"82","53005010100","Census Tract 101, Benton County, Washington","B28003_004",1825,227
"83","53005010100","Census Tract 101, Benton County, Washington","B28003_005",66,73
"84","53005010100","Census Tract 101, Benton County, Washington","B28003_006",31,22
"85","53005010201","Census Tract 102.01, Benton County, Washington","B28003_001",2134,204
"86","53005010201","Census Tract 102.01, Benton County, Washington","B28003_002",2117,202
"87","53005010201","Census Tract 102.01, Benton County, Washington","B28003_003",0,18
"88","53005010201","Census Tract 102.01, Benton County, Washington","B28003_004",2034,214
"89","53005010201","Census Tract 102.01, Benton County, Washington","B28003_005",83,63
"90","53005010201","Census Tract 102.01, Benton County, Washington","B28003_006",17,28
"91","53005010203","Census Tract 102.03, Benton County, Washington","B28003_001",1658,194
"92","53005010203","Census Tract 102.03, Benton County, Washington","B28003_002",1616,196
"93","53005010203","Census Tract 102.03, Benton County, Washington","B28003_003",0,13
"94","53005010203","Census Tract 102.03, Benton County, Washington","B28003_004",1516,185
"95","53005010203","Census Tract 102.03, Benton County, Washington","B28003_005",100,68
"96","53005010203","Census Tract 102.03, Benton County, Washington","B28003_006",42,42
"97","53005010204","Census Tract 102.04, Benton County, Washington","B28003_001",1214,166
"98","53005010204","Census Tract 102.04, Benton County, Washington","B28003_002",1001,166
"99","53005010204","Census Tract 102.04, Benton County, Washington","B28003_003",15,24
"100","53005010204","Census Tract 102.04, Benton County, Washington","B28003_004",986,166
"101","53005010204","Census Tract 102.04, Benton County, Washington","B28003_005",0,13
"102","53005010204","Census Tract 102.04, Benton County, Washington","B28003_006",213,110
"103","53005010300","Census Tract 103, Benton County, Washington","B28003_001",2168,137
"104","53005010300","Census Tract 103, Benton County, Washington","B28003_002",2041,169
"105","53005010300","Census Tract 103, Benton County, Washington","B28003_003",29,34
"106","53005010300","Census Tract 103, Benton County, Washington","B28003_004",1942,191
"107","53005010300","Census Tract 103, Benton County, Washington","B28003_005",70,58
"108","53005010300","Census Tract 103, Benton County, Washington","B28003_006",127,101
"109","53005010400","Census Tract 104, Benton County, Washington","B28003_001",1471,208
"110","53005010400","Census Tract 104, Benton County, Washington","B28003_002",1391,212
"111","53005010400","Census Tract 104, Benton County, Washington","B28003_003",0,13
"112","53005010400","Census Tract 104, Benton County, Washington","B28003_004",1298,212
"113","53005010400","Census Tract 104, Benton County, Washington","B28003_005",93,69
"114","53005010400","Census Tract 104, Benton County, Washington","B28003_006",80,46
"115","53005010500","Census Tract 105, Benton County, Washington","B28003_001",967,131
"116","53005010500","Census Tract 105, Benton County, Washington","B28003_002",914,133
"117","53005010500","Census Tract 105, Benton County, Washington","B28003_003",0,13
"118","53005010500","Census Tract 105, Benton County, Washington","B28003_004",858,132
"119","53005010500","Census Tract 105, Benton County, Washington","B28003_005",56,45
"120","53005010500","Census Tract 105, Benton County, Washington","B28003_006",53,48
"121","53005010600","Census Tract 106, Benton County, Washington","B28003_001",1832,199
"122","53005010600","Census Tract 106, Benton County, Washington","B28003_002",1805,206
"123","53005010600","Census Tract 106, Benton County, Washington","B28003_003",9,15
"124","53005010600","Census Tract 106, Benton County, Washington","B28003_004",1665,207
"125","53005010600","Census Tract 106, Benton County, Washington","B28003_005",131,82
"126","53005010600","Census Tract 106, Benton County, Washington","B28003_006",27,31
"127","53005010701","Census Tract 107.01, Benton County, Washington","B28003_001",791,104
"128","53005010701","Census Tract 107.01, Benton County, Washington","B28003_002",736,101
"129","53005010701","Census Tract 107.01, Benton County, Washington","B28003_003",3,5
"130","53005010701","Census Tract 107.01, Benton County, Washington","B28003_004",704,107
"131","53005010701","Census Tract 107.01, Benton County, Washington","B28003_005",29,28
"132","53005010701","Census Tract 107.01, Benton County, Washington","B28003_006",55,32
"133","53005010703","Census Tract 107.03, Benton County, Washington","B28003_001",1140,132
"134","53005010703","Census Tract 107.03, Benton County, Washington","B28003_002",1129,132
"135","53005010703","Census Tract 107.03, Benton County, Washington","B28003_003",5,9
"136","53005010703","Census Tract 107.03, Benton County, Washington","B28003_004",1010,135
"137","53005010703","Census Tract 107.03, Benton County, Washington","B28003_005",114,83
"138","53005010703","Census Tract 107.03, Benton County, Washington","B28003_006",11,14
"139","53005010705","Census Tract 107.05, Benton County, Washington","B28003_001",1728,152
"140","53005010705","Census Tract 107.05, Benton County, Washington","B28003_002",1695,148
"141","53005010705","Census Tract 107.05, Benton County, Washington","B28003_003",14,15
"142","53005010705","Census Tract 107.05, Benton County, Washington","B28003_004",1655,147
"143","53005010705","Census Tract 107.05, Benton County, Washington","B28003_005",26,27
"144","53005010705","Census Tract 107.05, Benton County, Washington","B28003_006",33,23
"145","53005010707","Census Tract 107.07, Benton County, Washington","B28003_001",1003,116
"146","53005010707","Census Tract 107.07, Benton County, Washington","B28003_002",1003,116
"147","53005010707","Census Tract 107.07, Benton County, Washington","B28003_003",4,11
"148","53005010707","Census Tract 107.07, Benton County, Washington","B28003_004",981,117
"149","53005010707","Census Tract 107.07, Benton County, Washington","B28003_005",18,20
"150","53005010707","Census Tract 107.07, Benton County, Washington","B28003_006",0,13
"151","53005010708","Census Tract 107.08, Benton County, Washington","B28003_001",1223,126
"152","53005010708","Census Tract 107.08, Benton County, Washington","B28003_002",1180,131
"153","53005010708","Census Tract 107.08, Benton County, Washington","B28003_003",0,13
"154","53005010708","Census Tract 107.08, Benton County, Washington","B28003_004",1109,126
"155","53005010708","Census Tract 107.08, Benton County, Washington","B28003_005",71,51
"156","53005010708","Census Tract 107.08, Benton County, Washington","B28003_006",43,33
"157","53005010807","Census Tract 108.07, Benton County, Washington","B28003_001",560,114
"158","53005010807","Census Tract 108.07, Benton County, Washington","B28003_002",555,113
"159","53005010807","Census Tract 108.07, Benton County, Washington","B28003_003",0,13
"160","53005010807","Census Tract 108.07, Benton County, Washington","B28003_004",490,117
"161","53005010807","Census Tract 108.07, Benton County, Washington","B28003_005",65,48
"162","53005010807","Census Tract 108.07, Benton County, Washington","B28003_006",5,8
"163","53005010809","Census Tract 108.09, Benton County, Washington","B28003_001",2619,275
"164","53005010809","Census Tract 108.09, Benton County, Washington","B28003_002",2555,273
"165","53005010809","Census Tract 108.09, Benton County, Washington","B28003_003",11,18
"166","53005010809","Census Tract 108.09, Benton County, Washington","B28003_004",2386,297
"167","53005010809","Census Tract 108.09, Benton County, Washington","B28003_005",158,113
"168","53005010809","Census Tract 108.09, Benton County, Washington","B28003_006",64,55
"169","53005010810","Census Tract 108.10, Benton County, Washington","B28003_001",1896,166
"170","53005010810","Census Tract 108.10, Benton County, Washington","B28003_002",1824,170
"171","53005010810","Census Tract 108.10, Benton County, Washington","B28003_003",0,13
"172","53005010810","Census Tract 108.10, Benton County, Washington","B28003_004",1732,179
"173","53005010810","Census Tract 108.10, Benton County, Washington","B28003_005",92,84
"174","53005010810","Census Tract 108.10, Benton County, Washington","B28003_006",72,58
"175","53005010811","Census Tract 108.11, Benton County, Washington","B28003_001",1583,156
"176","53005010811","Census Tract 108.11, Benton County, Washington","B28003_002",1563,149
"177","53005010811","Census Tract 108.11, Benton County, Washington","B28003_003",0,18
"178","53005010811","Census Tract 108.11, Benton County, Washington","B28003_004",1510,142
"179","53005010811","Census Tract 108.11, Benton County, Washington","B28003_005",53,42
"180","53005010811","Census Tract 108.11, Benton County, Washington","B28003_006",20,33
"181","53005010814","Census Tract 108.14, Benton County, Washington","B28003_001",1461,149
"182","53005010814","Census Tract 108.14, Benton County, Washington","B28003_002",1445,151
"183","53005010814","Census Tract 108.14, Benton County, Washington","B28003_003",0,18
"184","53005010814","Census Tract 108.14, Benton County, Washington","B28003_004",1423,155
"185","53005010814","Census Tract 108.14, Benton County, Washington","B28003_005",22,34
"186","53005010814","Census Tract 108.14, Benton County, Washington","B28003_006",16,19
"187","53005010815","Census Tract 108.15, Benton County, Washington","B28003_001",2949,350
"188","53005010815","Census Tract 108.15, Benton County, Washington","B28003_002",2933,349
"189","53005010815","Census Tract 108.15, Benton County, Washington","B28003_003",44,58
"190","53005010815","Census Tract 108.15, Benton County, Washington","B28003_004",2755,350
"191","53005010815","Census Tract 108.15, Benton County, Washington","B28003_005",134,118
"192","53005010815","Census Tract 108.15, Benton County, Washington","B28003_006",16,26
"193","53005010816","Census Tract 108.16, Benton County, Washington","B28003_001",2083,275
"194","53005010816","Census Tract 108.16, Benton County, Washington","B28003_002",1812,300
"195","53005010816","Census Tract 108.16, Benton County, Washington","B28003_003",0,18
"196","53005010816","Census Tract 108.16, Benton County, Washington","B28003_004",1812,300
"197","53005010816","Census Tract 108.16, Benton County, Washington","B28003_005",0,18
"198","53005010816","Census Tract 108.16, Benton County, Washington","B28003_006",271,187
"199","53005010817","Census Tract 108.17, Benton County, Washington","B28003_001",2215,254
"200","53005010817","Census Tract 108.17, Benton County, Washington","B28003_002",2104,246
"201","53005010817","Census Tract 108.17, Benton County, Washington","B28003_003",0,18
"202","53005010817","Census Tract 108.17, Benton County, Washington","B28003_004",2068,246
"203","53005010817","Census Tract 108.17, Benton County, Washington","B28003_005",36,35
"204","53005010817","Census Tract 108.17, Benton County, Washington","B28003_006",111,82
"205","53005010818","Census Tract 108.18, Benton County, Washington","B28003_001",1179,230
"206","53005010818","Census Tract 108.18, Benton County, Washington","B28003_002",1179,230
"207","53005010818","Census Tract 108.18, Benton County, Washington","B28003_003",0,13
"208","53005010818","Census Tract 108.18, Benton County, Washington","B28003_004",1120,228
"209","53005010818","Census Tract 108.18, Benton County, Washington","B28003_005",59,57
"210","53005010818","Census Tract 108.18, Benton County, Washington","B28003_006",0,13
"211","53005010819","Census Tract 108.19, Benton County, Washington","B28003_001",1161,144
"212","53005010819","Census Tract 108.19, Benton County, Washington","B28003_002",1119,157
"213","53005010819","Census Tract 108.19, Benton County, Washington","B28003_003",0,13
"214","53005010819","Census Tract 108.19, Benton County, Washington","B28003_004",1103,160
"215","53005010819","Census Tract 108.19, Benton County, Washington","B28003_005",16,26
"216","53005010819","Census Tract 108.19, Benton County, Washington","B28003_006",42,54
"217","53005010820","Census Tract 108.20, Benton County, Washington","B28003_001",1890,339
"218","53005010820","Census Tract 108.20, Benton County, Washington","B28003_002",1670,309
"219","53005010820","Census Tract 108.20, Benton County, Washington","B28003_003",0,13
"220","53005010820","Census Tract 108.20, Benton County, Washington","B28003_004",1413,304
"221","53005010820","Census Tract 108.20, Benton County, Washington","B28003_005",257,162
"222","53005010820","Census Tract 108.20, Benton County, Washington","B28003_006",220,144
"223","53005010901","Census Tract 109.01, Benton County, Washington","B28003_001",2413,342
"224","53005010901","Census Tract 109.01, Benton County, Washington","B28003_002",2158,348
"225","53005010901","Census Tract 109.01, Benton County, Washington","B28003_003",0,18
"226","53005010901","Census Tract 109.01, Benton County, Washington","B28003_004",1798,372
"227","53005010901","Census Tract 109.01, Benton County, Washington","B28003_005",360,176
"228","53005010901","Census Tract 109.01, Benton County, Washington","B28003_006",255,102
"229","53005010902","Census Tract 109.02, Benton County, Washington","B28003_001",2102,378
"230","53005010902","Census Tract 109.02, Benton County, Washington","B28003_002",1935,369
"231","53005010902","Census Tract 109.02, Benton County, Washington","B28003_003",0,18
"232","53005010902","Census Tract 109.02, Benton County, Washington","B28003_004",1742,369
"233","53005010902","Census Tract 109.02, Benton County, Washington","B28003_005",193,103
"234","53005010902","Census Tract 109.02, Benton County, Washington","B28003_006",167,81
"235","53005011001","Census Tract 110.01, Benton County, Washington","B28003_001",2171,291
"236","53005011001","Census Tract 110.01, Benton County, Washington","B28003_002",2056,293
"237","53005011001","Census Tract 110.01, Benton County, Washington","B28003_003",17,27
"238","53005011001","Census Tract 110.01, Benton County, Washington","B28003_004",1775,326
"239","53005011001","Census Tract 110.01, Benton County, Washington","B28003_005",264,138
"240","53005011001","Census Tract 110.01, Benton County, Washington","B28003_006",115,80
"241","53005011002","Census Tract 110.02, Benton County, Washington","B28003_001",1985,248
"242","53005011002","Census Tract 110.02, Benton County, Washington","B28003_002",1797,230
"243","53005011002","Census Tract 110.02, Benton County, Washington","B28003_003",17,28
"244","53005011002","Census Tract 110.02, Benton County, Washington","B28003_004",1625,244
"245","53005011002","Census Tract 110.02, Benton County, Washington","B28003_005",155,82
"246","53005011002","Census Tract 110.02, Benton County, Washington","B28003_006",188,115
"247","53005011100","Census Tract 111, Benton County, Washington","B28003_001",2888,343
"248","53005011100","Census Tract 111, Benton County, Washington","B28003_002",2784,357
"249","53005011100","Census Tract 111, Benton County, Washington","B28003_003",0,18
"250","53005011100","Census Tract 111, Benton County, Washington","B28003_004",2607,375
"251","53005011100","Census Tract 111, Benton County, Washington","B28003_005",177,108
"252","53005011100","Census Tract 111, Benton County, Washington","B28003_006",104,72
"253","53005011201","Census Tract 112.01, Benton County, Washington","B28003_001",1470,329
"254","53005011201","Census Tract 112.01, Benton County, Washington","B28003_002",1279,327
"255","53005011201","Census Tract 112.01, Benton County, Washington","B28003_003",0,13
"256","53005011201","Census Tract 112.01, Benton County, Washington","B28003_004",1277,324
"257","53005011201","Census Tract 112.01, Benton County, Washington","B28003_005",2,14
"258","53005011201","Census Tract 112.01, Benton County, Washington","B28003_006",191,117
"259","53005011202","Census Tract 112.02, Benton County, Washington","B28003_001",1327,282
"260","53005011202","Census Tract 112.02, Benton County, Washington","B28003_002",1134,292
"261","53005011202","Census Tract 112.02, Benton County, Washington","B28003_003",0,13
"262","53005011202","Census Tract 112.02, Benton County, Washington","B28003_004",1064,287
"263","53005011202","Census Tract 112.02, Benton County, Washington","B28003_005",70,87
"264","53005011202","Census Tract 112.02, Benton County, Washington","B28003_006",193,94
"265","53005011300","Census Tract 113, Benton County, Washington","B28003_001",1702,193
"266","53005011300","Census Tract 113, Benton County, Washington","B28003_002",1568,197
"267","53005011300","Census Tract 113, Benton County, Washington","B28003_003",0,18
"268","53005011300","Census Tract 113, Benton County, Washington","B28003_004",1303,192
"269","53005011300","Census Tract 113, Benton County, Washington","B28003_005",265,122
"270","53005011300","Census Tract 113, Benton County, Washington","B28003_006",134,94
"271","53005011401","Census Tract 114.01, Benton County, Washington","B28003_001",1318,155
"272","53005011401","Census Tract 114.01, Benton County, Washington","B28003_002",1269,158
"273","53005011401","Census Tract 114.01, Benton County, Washington","B28003_003",0,13
"274","53005011401","Census Tract 114.01, Benton County, Washington","B28003_004",1029,164
"275","53005011401","Census Tract 114.01, Benton County, Washington","B28003_005",240,165
"276","53005011401","Census Tract 114.01, Benton County, Washington","B28003_006",49,38
"277","53005011402","Census Tract 114.02, Benton County, Washington","B28003_001",1829,167
"278","53005011402","Census Tract 114.02, Benton County, Washington","B28003_002",1797,168
"279","53005011402","Census Tract 114.02, Benton County, Washington","B28003_003",9,14
"280","53005011402","Census Tract 114.02, Benton County, Washington","B28003_004",1698,182
"281","53005011402","Census Tract 114.02, Benton County, Washington","B28003_005",90,57
"282","53005011402","Census Tract 114.02, Benton County, Washington","B28003_006",32,34
"283","53005011501","Census Tract 115.01, Benton County, Washington","B28003_001",2264,291
"284","53005011501","Census Tract 115.01, Benton County, Washington","B28003_002",2138,296
"285","53005011501","Census Tract 115.01, Benton County, Washington","B28003_003",0,18
"286","53005011501","Census Tract 115.01, Benton County, Washington","B28003_004",1942,297
"287","53005011501","Census Tract 115.01, Benton County, Washington","B28003_005",196,113
"288","53005011501","Census Tract 115.01, Benton County, Washington","B28003_006",126,84
"289","53005011504","Census Tract 115.04, Benton County, Washington","B28003_001",926,95
"290","53005011504","Census Tract 115.04, Benton County, Washington","B28003_002",893,96
"291","53005011504","Census Tract 115.04, Benton County, Washington","B28003_003",0,13
"292","53005011504","Census Tract 115.04, Benton County, Washington","B28003_004",822,103
"293","53005011504","Census Tract 115.04, Benton County, Washington","B28003_005",71,70
"294","53005011504","Census Tract 115.04, Benton County, Washington","B28003_006",33,26
"295","53005011505","Census Tract 115.05, Benton County, Washington","B28003_001",1658,207
"296","53005011505","Census Tract 115.05, Benton County, Washington","B28003_002",1527,217
"297","53005011505","Census Tract 115.05, Benton County, Washington","B28003_003",9,15
"298","53005011505","Census Tract 115.05, Benton County, Washington","B28003_004",1440,219
"299","53005011505","Census Tract 115.05, Benton County, Washington","B28003_005",78,65
"300","53005011505","Census Tract 115.05, Benton County, Washington","B28003_006",131,86
"301","53005011506","Census Tract 115.06, Benton County, Washington","B28003_001",2413,279
"302","53005011506","Census Tract 115.06, Benton County, Washington","B28003_002",2375,278
"303","53005011506","Census Tract 115.06, Benton County, Washington","B28003_003",0,18
"304","53005011506","Census Tract 115.06, Benton County, Washington","B28003_004",2246,288
"305","53005011506","Census Tract 115.06, Benton County, Washington","B28003_005",129,113
"306","53005011506","Census Tract 115.06, Benton County, Washington","B28003_006",38,45
"307","53005011600","Census Tract 116, Benton County, Washington","B28003_001",360,58
"308","53005011600","Census Tract 116, Benton County, Washington","B28003_002",312,56
"309","53005011600","Census Tract 116, Benton County, Washington","B28003_003",0,13
"310","53005011600","Census Tract 116, Benton County, Washington","B28003_004",196,52
"311","53005011600","Census Tract 116, Benton County, Washington","B28003_005",116,52
"312","53005011600","Census Tract 116, Benton County, Washington","B28003_006",48,32
"313","53005011701","Census Tract 117.01, Benton County, Washington","B28003_001",979,156
"314","53005011701","Census Tract 117.01, Benton County, Washington","B28003_002",912,190
"315","53005011701","Census Tract 117.01, Benton County, Washington","B28003_003",0,13
"316","53005011701","Census Tract 117.01, Benton County, Washington","B28003_004",813,218
"317","53005011701","Census Tract 117.01, Benton County, Washington","B28003_005",99,80
"318","53005011701","Census Tract 117.01, Benton County, Washington","B28003_006",67,67
"319","53005011702","Census Tract 117.02, Benton County, Washington","B28003_001",2049,309
"320","53005011702","Census Tract 117.02, Benton County, Washington","B28003_002",1867,322
"321","53005011702","Census Tract 117.02, Benton County, Washington","B28003_003",0,18
"322","53005011702","Census Tract 117.02, Benton County, Washington","B28003_004",1621,273
"323","53005011702","Census Tract 117.02, Benton County, Washington","B28003_005",246,160
"324","53005011702","Census Tract 117.02, Benton County, Washington","B28003_006",182,105
"325","53005011801","Census Tract 118.01, Benton County, Washington","B28003_001",1178,172
"326","53005011801","Census Tract 118.01, Benton County, Washington","B28003_002",1013,181
"327","53005011801","Census Tract 118.01, Benton County, Washington","B28003_003",0,13
"328","53005011801","Census Tract 118.01, Benton County, Washington","B28003_004",843,200
"329","53005011801","Census Tract 118.01, Benton County, Washington","B28003_005",170,93
"330","53005011801","Census Tract 118.01, Benton County, Washington","B28003_006",165,157
"331","53005011802","Census Tract 118.02, Benton County, Washington","B28003_001",1063,182
"332","53005011802","Census Tract 118.02, Benton County, Washington","B28003_002",956,177
"333","53005011802","Census Tract 118.02, Benton County, Washington","B28003_003",0,13
"334","53005011802","Census Tract 118.02, Benton County, Washington","B28003_004",745,205
"335","53005011802","Census Tract 118.02, Benton County, Washington","B28003_005",211,167
"336","53005011802","Census Tract 118.02, Benton County, Washington","B28003_006",107,84
"337","53005011900","Census Tract 119, Benton County, Washington","B28003_001",2121,199
"338","53005011900","Census Tract 119, Benton County, Washington","B28003_002",1961,203
"339","53005011900","Census Tract 119, Benton County, Washington","B28003_003",0,18
"340","53005011900","Census Tract 119, Benton County, Washington","B28003_004",1785,186
"341","53005011900","Census Tract 119, Benton County, Washington","B28003_005",176,83
"342","53005011900","Census Tract 119, Benton County, Washington","B28003_006",160,92
"343","53005012000","Census Tract 120, Benton County, Washington","B28003_001",0,13
"344","53005012000","Census Tract 120, Benton County, Washington","B28003_002",0,13
"345","53005012000","Census Tract 120, Benton County, Washington","B28003_003",0,13
"346","53005012000","Census Tract 120, Benton County, Washington","B28003_004",0,13
"347","53005012000","Census Tract 120, Benton County, Washington","B28003_005",0,13
"348","53005012000","Census Tract 120, Benton County, Washington","B28003_006",0,13
"349","53007960100","Census Tract 9601, Chelan County, Washington","B28003_001",899,138
"350","53007960100","Census Tract 9601, Chelan County, Washington","B28003_002",786,128
"351","53007960100","Census Tract 9601, Chelan County, Washington","B28003_003",0,13
"352","53007960100","Census Tract 9601, Chelan County, Washington","B28003_004",631,118
"353","53007960100","Census Tract 9601, Chelan County, Washington","B28003_005",155,68
"354","53007960100","Census Tract 9601, Chelan County, Washington","B28003_006",113,60
"355","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_001",1943,241
"356","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_002",1791,248
"357","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_003",0,13
"358","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_004",1600,234
"359","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_005",191,127
"360","53007960201","Census Tract 9602.01, Chelan County, Washington","B28003_006",152,79
"361","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_001",849,213
"362","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_002",835,213
"363","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_003",0,13
"364","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_004",747,200
"365","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_005",88,104
"366","53007960202","Census Tract 9602.02, Chelan County, Washington","B28003_006",14,23
"367","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_001",408,139
"368","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_002",408,139
"369","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_003",0,13
"370","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_004",408,139
"371","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_005",0,13
"372","53007960203","Census Tract 9602.03, Chelan County, Washington","B28003_006",0,13
"373","53007960301","Census Tract 9603.01, Chelan County, Washington","B28003_001",736,152
"374","53007960301","Census Tract 9603.01, Chelan County, Washington","B28003_002",693,152
"375","53007960301","Census Tract 9603.01, Chelan County, Washington","B28003_003",0,13
"376","53007960301","Census Tract 9603.01, Chelan County, Washington","B28003_004",578,146
