state_code,geoid,tract,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry
53,53075000602,6.02,0212312010333000,44386,4223,33,2,1,
53,53075000602,6.02,0212312012103121,241163,125178,18,1,1,
53,53075000602,6.02,0212312012103123,46795,63075,22,11,6,
53,53075000602,6.02,0212312012103301,329430,72142,25,5,4,
53,53075000602,6.02,0212312012103303,297806,166995,14,42,9,
53,53075000602,6.02,0212312012103310,11876,3827,29,2,2,
53,53075000602,6.02,0212312012103331,159451,124070,14,6,4,
53,53075000602,6.02,0212312012103332,216039,160388,7,47,16,
53,53075000602,6.02,0212312012103333,295112,99784,22,30,7,
53,53075000602,6.02,0212312012110012,96759,9573,48,1,1,
53,53075000602,6.02,0212312012110021,223783,10164,34,1,1,
53,53075000602,6.02,0212312012111302,16223,2559,28,8,2,
53,53075000602,6.02,0212312012112022,81486,4839,59,3,1,
53,53075000602,6.02,0212312012112033,13358,3506,51,18,2,
53,53075000602,6.02,0212312012112202,78771,44735,3,4,3,
53,53075000602,6.02,0212312012112203,159230,142275,7,21,6,
53,53075000602,6.02,0212312012112212,347230,438997,3,1,1,
53,53075000602,6.02,0212312012112220,361914,161365,28,36,9,
53,53075000602,6.02,0212312012112221,179404,95581,9,21,10,
53,53075000602,6.02,0212312012112222,314869,138712,19,10,5,
53,53075000602,6.02,0212312012112223,56397,73184,4,1,1,
53,53075000602,6.02,0212312012112230,223792,182575,4,9,3,
53,53075000602,6.02,0212312012112300,136569,8046,44,7,4,
53,53075000602,6.02,0212312012113133,16906,26529,8,1,1,
53,53075000602,6.02,0212312012113220,35952,27467,5,3,3,
53,53075000602,6.02,0212312012113311,53791,12851,40,3,1,
53,53075000602,6.02,0212312012121113,338395,11391,26,2,1,
53,53075000602,6.02,0212312012130002,96236,9362,54,9,3,
53,53075000602,6.02,0212312012130003,88188,7961,35,1,1,
53,53075000602,6.02,0212312012130113,172626,13559,37,1,1,
53,53075000602,6.02,0212312013002200,12994,6097,47,2,1,
53,53075000602,6.02,0212312013020001,219368,39538,27,1,1,
53,53075000601,6.01,0212312012103303,297806,166995,14,42,9,
53,53075000601,6.01,0212312012103321,220393,66015,24,11,4,
53,53075000601,6.01,0212312012103323,204279,91352,16,21,8,
53,53075000601,6.01,0212312012103331,159451,124070,14,6,4,
53,53075000601,6.01,0212312012103332,216039,160388,7,47,16,
53,53075000601,6.01,0212312012103333,295112,99784,22,30,7,
53,53075000601,6.01,0212312012112220,361914,161365,28,36,9,
53,53075000601,6.01,0212312012112222,314869,138712,19,10,5,
53,53075000601,6.01,0212312012121101,243109,65837,26,17,6,
53,53075000601,6.01,0212312012121110,229780,95668,11,11,6,
53,53075000601,6.01,0212312012121111,365696,77509,30,12,5,
53,53075000601,6.01,0212312012121113,338395,11391,26,2,1,
53,53075000601,6.01,0212312012130002,96236,9362,54,9,3,
53,53075000202,2.02,0212312012103221,7462,5334,9,3,1,
53,53075000202,2.02,0212312012103223,483813,466359,6,3,2,
53,53075000202,2.02,0212312012103230,166820,104863,20,16,4,
53,53075000202,2.02,0212312012103231,393296,151216,16,12,2,
53,53075000202,2.02,0212312012103232,252532,12310,29,9,4,
53,53075000202,2.02,0212312012103233,130015,19002,15,14,4,
53,53075000202,2.02,0212312012103320,153762,131024,23,13,5,
53,53075000202,2.02,0212312012103322,232129,87830,15,13,7,
53,53075000202,2.02,0212312012103323,204279,91352,16,21,8,
53,53075000202,2.02,0212312012121001,199102,11553,30,10,1,
53,53075000202,2.02,0212312012121010,160794,112110,8,19,3,
53,53075000202,2.02,0212312012121011,245442,70315,17,16,10,
53,53075000202,2.02,0212312012121012,319054,129530,5,4,2,
53,53075000202,2.02,0212312012121013,125037,15590,50,3,1,
53,53075000202,2.02,0212312012121030,74182,22483,24,5,3,
53,53075000202,2.02,0212312012121031,165507,50088,18,15,5,
53,53075000202,2.02,0212312012121100,294076,61373,28,11,3,
53,53075000202,2.02,0212312012121101,243109,65837,26,17,6,
53,53075000202,2.02,0212312012121102,186651,31755,25,6,4,
53,53075000202,2.02,0212312012121120,233858,118305,17,62,19,
53,53075000201,2.01,0212312010233323,1743,582,57,3,1,
53,53075000201,2.01,0212312010233332,6386,1732,34,3,1,
53,53075000201,2.01,0212312010323303,22102,6982,48,1,1,
53,53075000201,2.01,0212312012010301,32495,14918,40,3,2,
53,53075000201,2.01,0212312012011112,219024,223483,6,6,4,
53,53075000201,2.01,0212312012011113,514749,36026,27,6,1,
53,53075000201,2.01,0212312012011130,174794,139576,14,2,2,
53,53075000201,2.01,0212312012011131,349630,157746,19,51,10,
53,53075000201,2.01,0212312012011133,348151,11245,30,2,1,
53,53075000201,2.01,0212312012100020,15271,812,25,1,1,
53,53075000201,2.01,0212312012101133,3959,1967,10,1,1,
53,53075000201,2.01,0212312012103103,6229,3056,8,1,1,
53,53075000201,2.01,0212312012103121,241163,125178,18,1,1,
53,53075000201,2.01,0212312012103122,94958,119859,19,7,6,
53,53075000201,2.01,0212312012103123,46795,63075,22,11,6,
53,53075000201,2.01,0212312012103203,182033,193744,4,6,2,
53,53075000201,2.01,0212312012103211,163313,160846,10,11,6,
53,53075000201,2.01,0212312012103212,318294,95240,15,16,6,
53,53075000201,2.01,0212312012103213,253397,104752,12,43,13,
53,53075000201,2.01,0212312012103221,7462,5334,9,3,1,
53,53075000201,2.01,0212312012103223,483813,466359,6,3,2,
53,53075000201,2.01,0212312012103230,166820,104863,20,16,4,
53,53075000201,2.01,0212312012103231,393296,151216,16,12,2,
53,53075000201,2.01,0212312012103300,182030,202363,5,1,1,
53,53075000201,2.01,0212312012103301,329430,72142,25,5,4,
53,53075000201,2.01,0212312012103302,162839,47990,22,45,7,
53,53075000201,2.01,0212312012103303,297806,166995,14,42,9,
53,53075000201,2.01,0212312012103320,153762,131024,23,13,5,
53,53075000201,2.01,0212312012103321,220393,66015,24,11,4,
53,53075000201,2.01,0212312012103322,232129,87830,15,13,7,
53,53075000201,2.01,0212312012103323,204279,91352,16,21,8,
53,53075000201,2.01,0212312012110012,96759,9573,48,1,1,
53,53075000201,2.01,0212312012110021,223783,10164,34,1,1,
53,53075000201,2.01,0212312012120112,59209,92751,5,3,1,
53,53075000201,2.01,0212312012120113,277314,184952,14,7,3,
53,53075000201,2.01,0212312012121001,199102,11553,30,10,1,
53,53075000201,2.01,0212312012121002,165446,11455,33,2,2,
53,53075000201,2.01,0212312012121010,160794,112110,8,19,3,
53,53075000201,2.01,0212312012121101,243109,65837,26,17,6,
53,53063011702,117.02,0212310212013333,34679,19555,5,2,2,
53,53063011702,117.02,0212310212031111,375461,28764,14,11,3,
53,53063011702,117.02,0212310212031112,25719,5531,19,1,1,
53,53063011702,117.02,0212310212031113,273538,17565,15,3,2,
53,53063011702,117.02,0212310212031120,58280,24669,12,2,1,
53,53063011702,117.02,0212310212031121,23255,11035,15,3,1,
53,53063011702,117.02,0212310212031123,41406,11846,27,1,1,
53,53063011702,117.02,0212310212031130,240355,11304,19,22,3,
53,53063011702,117.02,0212310212031131,116822,7940,13,3,3,
53,53063011702,117.02,0212310212031132,128727,13793,25,14,4,
53,53063011702,117.02,0212310212031133,254899,21957,25,11,3,
53,53063011702,117.02,0212310212031211,34219,4920,22,1,1,
53,53063011702,117.02,0212310212031302,52480,5852,12,1,1,
53,53063011702,117.02,0212310212031303,369581,5779,19,2,2,
53,53063011702,117.02,0212310212031310,491136,32242,24,4,2,
53,53063011702,117.02,0212310212031311,173312,22094,13,18,7,
53,53063011702,117.02,0212310212031313,42775,17782,15,2,1,
53,53063011702,117.02,0212310212120000,304000,15706,13,11,3,
53,53063011702,117.02,0212310212120002,58677,8912,14,1,1,
53,53063011702,117.02,0212310212120003,144313,11889,12,5,3,
53,53063011702,117.02,0212310212120010,156965,15446,11,10,4,
53,53063011702,117.02,0212310212120020,322512,5603,14,7,1,
53,53063011702,117.02,0212310212120021,416974,23799,13,4,1,
53,53063011702,117.02,0212310212120022,245347,14629,14,18,8,
53,53063011702,117.02,0212310212120023,319770,24065,16,29,9,
53,53063011702,117.02,0212310212120200,390393,16368,16,19,11,
53,53063011702,117.02,0212310212120201,277160,19027,20,53,14,
53,53063011702,117.02,0212310212120202,200376,26748,12,2,2,
53,53063011702,117.02,0212310212120203,49956,11325,11,1,1,
53,53063011702,117.02,0212310212120210,373885,144526,8,18,8,
53,53063011702,117.02,0212310212120211,538555,41569,11,1,1,
53,53063011702,117.02,0212310212120212,274561,32100,14,3,2,
53,53063011702,117.02,0212310212120213,556469,28550,14,11,5,
53,53063011702,117.02,0212310212120303,152269,23669,21,2,2,
53,53063011702,117.02,0212310212120313,33487,10744,17,3,2,
53,53063011702,117.02,0212310212120321,208526,9217,13,2,2,
53,53063011702,117.02,0212310212120330,336739,32193,10,19,4,
53,53063011702,117.02,0212310212120331,109447,11447,14,4,3,
53,53063011702,117.02,0212310212121220,15217,2691,22,2,2,
53,53063014400,144,0212310212003030,11387,802,19,1,1,
53,53063014400,144,0212310212003031,41999,6060,13,2,1,
53,53063014400,144,0212310212003120,57493,10045,14,8,3,
53,53063014400,144,0212310212003123,56442,10673,13,1,1,
53,53063014400,144,0212310212003210,48738,7880,29,1,1,
53,53063014400,144,0212310212003230,328010,34812,11,1,1,
53,53063014400,144,0212310212003300,67993,27097,14,2,1,
53,53063014400,144,0212310212003301,59798,18660,15,1,1,
53,53063014400,144,0212310212003303,169654,23134,14,5,2,
53,53063014400,144,0212310212003321,161131,3574,16,1,1,
53,53063014400,144,0212310212003323,216578,11978,9,1,1,
53,53063014400,144,0212310212021010,10130,9700,4,1,1,
53,53063014400,144,0212310212021011,83516,53334,10,17,2,
53,53063014400,144,0212310212021012,298049,17554,14,5,4,
53,53063014400,144,0212310212021013,58926,10658,12,10,3,
53,53063014400,144,0212310212021030,322288,5691,21,2,1,
53,53063014400,144,0212310212021031,515809,20216,12,4,2,
53,53063014400,144,0212310212021032,129207,122102,3,1,1,
53,53063014400,144,0212310212021033,206349,24260,10,18,8,
53,53063014400,144,0212310212021102,682030,23487,10,4,2,
53,53063014400,144,0212310212021120,391416,14846,11,2,2,
53,53063014400,144,0212310212021121,542145,40404,12,3,1,
53,53063014400,144,0212310212021122,288375,19390,11,15,5,
53,53063014400,144,0212310212021123,358409,15951,13,4,4,
53,53063014400,144,0212310212021210,123553,43249,11,2,1,
53,53063014400,144,0212310212021211,254713,14677,13,10,4,
53,53063014400,144,0212310212021300,476365,142880,11,5,4,
53,53063014400,144,0212310212021301,64750,33465,14,2,1,
53,53063014500,145,0212310212020332,205874,11182,21,4,4,
53,53063014500,145,0212310212020333,356107,13369,17,20,5,
53,53063014500,145,0212310212021210,123553,43249,11,2,1,
53,53063014500,145,0212310212021211,254713,14677,13,10,4,
53,53063014500,145,0212310212021212,24604,11827,15,1,1,
53,53063014500,145,0212310212021221,234193,29569,15,2,2,
53,53063014500,145,0212310212021222,104169,24170,11,10,4,
53,53063014500,145,0212310212021230,60909,9882,16,8,4,
53,53063014500,145,0212310212021300,476365,142880,11,5,4,
53,53063014500,145,0212310212022001,100024,57772,3,8,4,
53,53063014500,145,0212310212022003,125799,31100,6,23,19,
53,53063014500,145,0212310212022010,359323,70341,12,13,6,
53,53063014500,145,0212310212022011,336052,15392,12,20,3,
53,53063014500,145,0212310212022012,321094,190319,16,5,5,
53,53063014500,145,0212310212022013,59813,17627,13,1,1,
53,53063014500,145,0212310212022021,265775,53350,15,16,5,
53,53063014500,145,0212310212022023,101508,8898,12,2,2,
53,53063014500,145,0212310212022030,148676,88409,8,10,4,
53,53063014500,145,0212310212022031,46357,7799,18,9,3,
53,53063014500,145,0212310212022032,69234,31413,13,9,8,
53,53063014500,145,0212310212022033,169809,24027,11,1,1,
53,53063014500,145,0212310212022101,27276,29013,18,1,1,
53,53063014500,145,0212310212022110,167226,17716,12,2,2,
53,53063014500,145,0212310212022120,117602,18117,15,2,1,
53,53063014500,145,0212310212022121,17042,1839,53,1,1,
53,53063014500,145,0212310212022122,245170,38060,11,3,2,
53,53063014500,145,0212310212022130,114818,22656,11,7,5,
53,53063014500,145,0212310212022131,133911,23523,12,4,2,
53,53063014500,145,0212310212022133,191430,63687,16,2,1,
53,53063014500,145,0212310212023002,105876,22550,10,1,1,
53,53063014500,145,0212310212023003,3782,3742,156,3,1,
53,53063014500,145,0212310212023013,164053,35139,11,17,2,
53,53063014500,145,0212310212023020,590631,29630,13,7,3,
53,53063014500,145,0212310212023021,35027,9582,14,6,3,
53,53063014500,145,0212310212023023,175712,12253,11,16,3,
53,53063014500,145,0212310212023030,9498,8895,25,1,1,
53,53063014500,145,0212310212023031,153436,19690,13,4,2,
53,53063014500,145,0212310212023033,132670,22847,13,1,1,
53,53063014500,145,0212310212023100,30256,5043,28,1,1,
53,53063014500,145,0212310212023103,3170,586,130,2,1,
53,53063014500,145,0212310212023120,540810,18853,12,12,3,
53,53063014500,145,0212310212023121,381849,17275,8,3,2,
53,53063014500,145,0212310212023122,410934,28813,14,5,3,
53,53063014500,145,0212310212023123,364947,17791,11,2,2,
53,53001950200,9502,0212301323323032,20295,39506,6,1,1,
53,53001950200,9502,0212301332231300,152841,12527,41,13,3,
53,53001950200,9502,0212303101131310,23241,7709,25,6,1,
53,53001950200,9502,0212303110011112,24605,2156,27,2,1,
53,53001950200,9502,0212303110030230,29687,52258,15,1,1,
53,53001950200,9502,0212303110102002,39392,4303,31,5,1,
53,53001950200,9502,0212303110113033,39549,736,1026,1,1,
53,53001950200,9502,0212303110120112,52050,1317,345,2,2,
53,53001950200,9502,0212303110120113,26694,4141,42,10,3,
53,53001950200,9502,0212303110120131,23188,1670,36,3,2,
53,53001950200,9502,0212303110120132,5779,445,75,4,1,
53,53001950200,9502,0212303110120311,88547,10464,44,13,1,
53,53001950200,9502,0212303110121003,11555,513,54,1,1,
53,53001950200,9502,0212303110121021,25182,1967,38,1,1,
53,53001950200,9502,0212303110203203,27247,28346,14,2,2,
53,53001950200,9502,0212303110222120,6274,817,29,2,1,
53,53001950200,9502,0212303110320023,136569,32080,127,2,1,
53,53001950200,9502,0212303111220230,47663,6422,13,5,2,
53,53001950200,9502,0212303112001103,19213,5211,44,1,1,
53,53001950200,9502,0212303112001211,92008,21865,128,2,1,
53,53001950200,9502,0212303113013301,9790,680,31,1,1,
53,53001950200,9502,0212303113113113,92162,7138,44,1,1,
53,53001950200,9502,0212310222223333,18859,7284,57,1,1,
53,53001950200,9502,0212312000200303,32974,2830,18,2,1,
53,53001950400,9504,0212303101220223,125371,18006,37,2,2,
53,53001950400,9504,0212303101220231,338754,29524,23,138,12,
53,53001950400,9504,0212303101220232,109006,17046,24,6,6,
53,53001950400,9504,0212303101220233,359270,27966,24,7,5,
53,53001950400,9504,0212303101220320,258137,22974,22,10,6,
53,53001950400,9504,0212303101220322,264240,31179,23,12,3,
53,53001950400,9504,0212303101222001,184743,30740,19,4,4,
53,53001950400,9504,0212303101222002,31768,72247,14,4,1,
53,53001950400,9504,0212303101222003,234812,95078,21,7,3,
53,53001950400,9504,0212303101222010,383803,36656,20,3,3,
53,53001950400,9504,0212303101222011,85009,46511,20,20,6,
53,53001950400,9504,0212303101222012,111760,47710,31,6,2,
53,53001950400,9504,0212303101222013,146251,25329,38,19,5,
53,53001950400,9504,0212303101222100,99889,20619,19,2,2,
53,53001950400,9504,0212303101222102,175145,27870,21,7,6,
53,53001950100,9501,0212301332002310,103673,6972,42,2,1,
53,53001950100,9501,0212301332002311,114000,8583,46,33,1,
53,53001950100,9501,0212301332002313,8752,5654,46,1,1,
53,53001950100,9501,0212301332003121,58554,8094,43,3,1,
53,53001950100,9501,0212301332012212,79925,7568,36,2,1,
53,53001950100,9501,0212301332023210,119659,14271,42,1,1,
53,53001950100,9501,0212301332103300,38624,47642,9,8,2,
53,53001950100,9501,0212301332113011,13951,2231,29,1,1,
53,53001950100,9501,0212301332120122,16911,2188,12,1,1,
53,53001950100,9501,0212301332131002,23647,2721,19,1,1,
53,53001950100,9501,0212301332210031,33792,26550,7,1,1,
53,53001950100,9501,0212301332312133,93962,14227,39,8,2,
53,53001950100,9501,0212301332313023,77373,7891,48,5,2,
53,53001950100,9501,0212301332331221,22632,2710,12,1,1,
53,53001950100,9501,0212301333022222,47632,4661,11,1,1,
53,53001950100,9501,0212301333133023,26426,6315,46,1,1,
53,53001950100,9501,0212301333210222,19583,1341,56,20,1,
53,53001950100,9501,0212301333210223,49012,7123,29,2,1,
53,53001950100,9501,0212301333210232,14906,744,27,1,1,
53,53001950100,9501,0212301333212000,29418,1558,19,1,1,
53,53001950100,9501,0212301333212001,68001,25714,26,7,4,
53,53001950100,9501,0212301333212003,9797,2200,52,18,3,
53,53001950100,9501,0212301333212010,17959,12307,39,1,1,
53,53001950100,9501,0212301333212011,91541,8787,28,6,2,
53,53001950100,9501,0212301333212012,31835,3402,62,7,4,
53,53001950100,9501,0212301333212020,9246,780,44,1,1,
53,53001950100,9501,0212301333212021,24336,10770,48,13,1,
53,53001950100,9501,0212301333212030,83250,9431,46,9,4,
53,53001950100,9501,0212301333212031,48300,6514,41,9,2,
53,53001950100,9501,0212301333212033,59867,14999,15,2,2,
53,53001950100,9501,0212301333212120,46132,7138,73,1,1,
53,53001950100,9501,0212301333233201,111611,8604,44,4,2,
53,53001950100,9501,0212301333233210,98430,9067,37,8,3,
53,53001950100,9501,0212301333300030,158852,10539,48,1,1,
53,53001950100,9501,0212303111013021,139600,8072,46,3,1,
53,53001950500,9505,0212303100333313,318845,496094,11,4,2,
53,53001950500,9505,0212303100333333,55902,72090,15,1,1,
53,53001950500,9505,0212303101222002,31768,72247,14,4,1,
53,53001950500,9505,0212303101222003,234812,95078,21,7,3,
53,53001950500,9505,0212303101222012,111760,47710,31,6,2,
53,53001950500,9505,0212303101222013,146251,25329,38,19,5,
53,53001950500,9505,0212303101222021,68580,16006,24,4,2,
53,53001950500,9505,0212303101222023,171488,30579,23,36,7,
53,53001950500,9505,0212303101222030,455948,33626,18,43,4,
53,53001950500,9505,0212303101222031,169288,27843,21,4,3,
53,53001950500,9505,0212303101222032,206207,31388,17,1,1,
53,53001950500,9505,0212303101222033,178125,26503,22,17,6,
53,53001950500,9505,0212303101222102,175145,27870,21,7,6,
53,53001950500,9505,0212303101222103,324734,51118,19,5,4,
53,53001950500,9505,0212303101222120,149220,24415,24,21,8,
53,53001950500,9505,0212303101222121,144685,22828,23,29,11,
53,53001950500,9505,0212303101222122,209505,29877,23,79,13,
53,53001950500,9505,0212303101222130,3712,851,24,1,1,
53,53001950500,9505,0212303101222201,191353,35664,25,10,5,
53,53001950500,9505,0212303101222202,82181,6946,49,4,2,
53,53001950500,9505,0212303101222210,340916,36960,21,5,3,
53,53001950500,9505,0212303101222211,194221,37357,27,8,4,
53,53001950500,9505,0212303101222220,56324,15281,26,13,2,
53,53001950500,9505,0212303101222222,227807,224476,18,4,3,
53,53001950500,9505,0212303101222223,6852,742,34,8,1,
53,53001950500,9505,0212303101222300,233958,29675,16,8,5,
53,53001950500,9505,0212303103000010,21222,10330,54,1,1,
53,53001950500,9505,0212303103000100,46944,7707,46,38,3,
53,53003960400,9604,0212312030311313,92178,25064,21,53,3,
53,53003960400,9604,0212312030311331,96998,20425,20,3,3,
53,53003960400,9604,0212312030311332,92798,14038,10,8,3,
53,53003960400,9604,0212312030311333,76978,10034,10,2,2,
53,53003960400,9604,0212312031200203,143735,42688,14,2,2,
53,53003960400,9604,0212312031200212,226279,25039,26,20,2,
53,53003960400,9604,0212312031200220,188915,17397,28,7,3,
53,53003960400,9604,0212312031200221,58463,23282,21,6,2,
53,53003960400,9604,0212312031200222,52539,19672,21,3,1,
53,53003960400,9604,0212312031200223,132294,9168,53,2,2,
53,53003960400,9604,0212312031200230,99555,2335,24,1,1,
53,53003960400,9604,0212312031200232,345855,39788,22,3,1,
53,53003960400,9604,0212312031202000,44910,20459,26,1,1,
53,53003960400,9604,0212312031202001,79097,29382,35,1,1,
53,53003960400,9604,0212312031202010,139830,27971,27,4,2,
53,53003960200,9602,0212312030303333,4217,1245,22,1,1,
53,53003960200,9602,0212312030311232,319575,27613,19,2,1,
53,53003960200,9602,0212312030311233,347848,28629,21,9,3,
53,53003960200,9602,0212312030311313,92178,25064,21,53,3,
53,53003960200,9602,0212312030311321,202399,18340,24,5,4,
53,53003960200,9602,0212312030311322,119580,23328,27,9,3,
53,53003960200,9602,0212312030311323,78924,19070,22,3,2,
53,53003960200,9602,0212312030311331,96998,20425,20,3,3,
53,53003960200,9602,0212312030311332,92798,14038,10,8,3,
53,53003960200,9602,0212312030311333,76978,10034,10,2,2,
53,53003960200,9602,0212312030312222,73808,15106,40,5,2,
53,53003960200,9602,0212312030312330,116086,9120,46,1,1,
53,53003960200,9602,0212312030313010,22685,3054,30,1,1,
53,53003960200,9602,0212312030313011,42868,9451,31,11,1,
53,53003960200,9602,0212312030313013,39110,27726,16,1,1,
53,53003960200,9602,0212312030313031,25999,18664,27,3,2,
53,53003960200,9602,0212312030313100,193396,20646,22,2,2,
53,53003960200,9602,0212312030313113,136324,39732,24,12,4,
53,53003960200,9602,0212312030313120,219443,25947,34,6,5,
53,53003960200,9602,0212312030313121,227143,20008,18,2,1,
53,53003960200,9602,0212312030313123,256463,21117,27,9,2,
53,53003960200,9602,0212312030313131,341392,25665,19,1,1,
53,53003960200,9602,0212312030313303,58234,38386,14,1,1,
53,53003960200,9602,0212312030313310,60351,13642,41,12,3,
53,53003960200,9602,0212312030313311,182089,18604,36,12,4,
53,53003960200,9602,0212312030313313,312774,33632,24,23,4,
53,53003960200,9602,0212312030313320,137942,17272,26,5,3,
53,53003960200,9602,0212312030313321,171516,20115,24,16,2,
53,53003960200,9602,0212312030313323,125074,14504,23,2,2,
53,53003960200,9602,0212312030313330,14338,4927,11,2,1,
53,53003960200,9602,0212312030313331,226146,15887,24,1,1,
53,53003960200,9602,0212312030313333,60486,10805,13,1,1,
53,53003960200,9602,0212312030323201,2971,315,73,1,1,
53,53003960200,9602,0212312030331101,678,2071,60,1,1,
53,53003960200,9602,0212312030331110,462945,50364,30,1,1,
53,53003960200,9602,0212312030331113,152158,45902,36,1,1,
53,53003960200,9602,0212312031202000,44910,20459,26,1,1,
53,53003960200,9602,0212312031202002,29833,31661,23,1,1,
53,53003960200,9602,0212312031202020,249259,128774,17,3,2,
53,53003960200,9602,0212312031202202,111488,15002,20,35,2,
53,53003960200,9602,0212312031202203,169209,41019,24,5,3,
53,53003960200,9602,0212312031202212,119781,15631,28,4,3,
53,53003960200,9602,0212312031202220,224348,32676,17,3,2,
53,53003960200,9602,0212312031202221,53330,11122,23,2,2,
53,53003960200,9602,0212312031202223,66325,6696,28,2,1,
53,53003960200,9602,0212312031202230,200549,18769,23,1,1,
53,53003960200,9602,0212312031202232,154845,18695,25,3,3,
53,53003960200,9602,0212312031220001,13708,3595,27,1,1,
53,53003960100,9601,0212312030312330,116086,9120,46,1,1,
53,53003960100,9601,0212312030313231,48090,13909,36,2,2,
53,53003960100,9601,0212312030313233,390408,42738,22,2,2,
53,53003960100,9601,0212312030313320,137942,17272,26,5,3,
53,53003960100,9601,0212312030313323,125074,14504,23,2,2,
53,53003960100,9601,0212312030323201,2971,315,73,1,1,
53,53003960100,9601,0212312030330100,17676,3159,24,3,1,
53,53003960100,9601,0212312030331001,230195,17776,15,3,1,
53,53003960100,9601,0212312030331100,76074,12504,17,9,3,
53,53003960100,9601,0212312030331101,678,2071,60,1,1,
53,53003960100,9601,0212312030331103,17530,2093,28,16,2,
53,53003960100,9601,0212312030331110,462945,50364,30,1,1,
53,53003960100,9601,0212312030331113,152158,45902,36,1,1,
53,53003960100,9601,0212312030331121,27539,41022,40,1,1,
53,53003960100,9601,0212312030331131,94127,11836,24,17,4,
53,53003960100,9601,0212312030331132,159753,32257,21,2,2,
53,53003960100,9601,0212312030331133,117491,13557,26,5,3,
53,53003960100,9601,0212312030331330,51844,15959,25,6,1,
53,53003960100,9601,0212312030333213,112291,111931,14,11,1,
53,53003960100,9601,0212312030333311,215369,207006,61,21,1,
53,53003960100,9601,0212312031220022,175524,12652,18,4,2,
53,53003960100,9601,0212312031220200,81253,19369,18,2,1,
53,53003960100,9601,0212312031220203,78486,5536,41,1,1,
53,53003960100,9601,0212312031222012,46125,31303,23,1,1,
53,53003960100,9601,0212312031222030,82377,8306,94,55,4,
53,53003960100,9601,0212312031222031,350187,24224,32,1,1,
53,53003960100,9601,0212312031222032,121507,66120,16,1,1,
53,53003960100,9601,0212312031222102,327196,101216,29,9,4,
53,53003960100,9601,0212312031222130,14297,39928,17,1,1,
53,53003960100,9601,0212312031222133,330261,243994,58,1,1,
53,53003960100,9601,0212312031222301,142748,183263,11,7,3,
53,53003960100,9601,0212312032031311,84030,15143,61,1,1,
53,53003960100,9601,0212312032120220,2973,386,81,1,1,
53,53003960100,9601,0212312032303220,7697,6836,30,1,1,
53,53003960100,9601,0212312032312322,52648,12284,57,2,2,
53,53003960100,9601,0212312032330223,52457,6690,50,1,1,
53,53003960100,9601,0212312032332001,88740,12856,45,7,1,
53,53003960100,9601,0212312032332010,135252,11620,46,9,1,
53,53003960100,9601,0212312033000223,21803,26682,27,1,1,
53,53003960100,9601,0212312033030322,48150,12433,61,1,1,
53,53003960100,9601,0212312033213001,29545,8643,60,7,2,
53,53003960100,9601,0212312033213003,19949,9961,58,1,1,
53,53003960100,9601,0212312033223311,73655,14938,62,5,2,
53,53003960100,9601,0212312033230303,35218,12509,59,2,1,
53,53003960100,9601,0212312033230320,128425,9603,44,3,1,
53,53003960100,9601,0212312033232220,52266,10545,61,2,1,
53,53003960100,9601,0212312210013110,7876,2140,763,1,1,
53,53003960100,9601,0212312211001130,44693,5439,41,1,1,
53,53003960100,9601,0212312211001213,14758,5315,65,1,1,
53,53003960100,9601,0212312211001322,156635,14069,38,1,1,
53,53003960100,9601,0212312211010313,94408,6809,48,6,1,
53,53003960600,9606,0212312030313113,136324,39732,24,12,4,
53,53003960600,9606,0212312030313121,227143,20008,18,2,1,
53,53003960600,9606,0212312030313123,256463,21117,27,9,2,
53,53003960600,9606,0212312030313131,341392,25665,19,1,1,
53,53003960600,9606,0212312030313132,464501,43536,27,2,1,
53,53003960600,9606,0212312030313133,330829,45509,22,10,3,
53,53003960600,9606,0212312030313310,60351,13642,41,12,3,
53,53003960600,9606,0212312030313311,182089,18604,36,12,4,
53,53003960600,9606,0212312030313313,312774,33632,24,23,4,
53,53003960600,9606,0212312031202000,44910,20459,26,1,1,
53,53003960600,9606,0212312031202001,79097,29382,35,1,1,
53,53003960600,9606,0212312031202002,29833,31661,23,1,1,
53,53003960600,9606,0212312031202010,139830,27971,27,4,2,
53,53003960600,9606,0212312031202020,249259,128774,17,3,2,
53,53003960600,9606,0212312031202021,46506,14299,38,15,3,
53,53003960600,9606,0212312031202023,23853,10461,24,2,1,
53,53003960600,9606,0212312031202031,49344,13743,21,8,3,
53,53003960600,9606,0212312031202033,226966,19281,22,1,1,
53,53003960600,9606,0212312031202120,209466,18932,28,1,1,
53,53003960600,9606,0212312031202202,111488,15002,20,35,2,
53,53003960600,9606,0212312031202203,169209,41019,24,5,3,
53,53003960600,9606,0212312031202210,49250,18454,23,2,2,
53,53003960600,9606,0212312031202211,36913,17146,16,3,2,
53,53003960600,9606,0212312031202212,119781,15631,28,4,3,
53,53003960600,9606,0212312031202213,4650,2495,27,12,2,
53,53003960600,9606,0212312031202230,200549,18769,23,1,1,
53,53003960600,9606,0212312031202232,154845,18695,25,3,3,
53,53003960600,9606,0212312031202301,68528,22723,22,5,2,
53,53003960600,9606,0212312031202320,73242,6201,26,1,1,
53,53003960600,9606,0212312031202322,204644,19678,27,3,1,
53,53003960300,9603,0212312031200032,225678,178420,8,2,1,
53,53003960300,9603,0212312031200033,191743,133461,32,3,2,
