tract,GEOID,county,has_computer,broadband,mean_lowest_cost,mean_d_mbps,mean_u_mbps,mean_lat_ms,index
9513.01,53065951301, Stevens County,-1.3470749084091695,-1.1536139506379408,0.6894866427921289,-1.3473707540180069,-1.0236205861226284,2.0545077043676976,-2.9213100975979365
9513.02,53065951302, Stevens County,0.08263062310997701,-0.10985290624677192,-0.6709701622901125,-0.9514387829413794,-0.9469035341322178,1.1986490415201088,-0.8919821139490811
9514.01,53065951401, Stevens County,-1.0682660204633354,-1.4135987027418682,1.7584169896424635,-1.8549869824595857,-1.0174404185266699,1.066413179751492,-2.7642866231901833
9514.02,53065951402, Stevens County,-0.43808271375861735,-0.3530989237986044,0.6894866427921289,-0.5691883788346428,-0.8669320834248779,0.6405686594046394,-0.9839934964424585
9601.0,53043960100, Lincoln County,0.32210797470356234,0.46356886827966426,-2.407981975921881,-1.8362634339624377,-1.1376491618757154,0.9684329615055158,-0.6038643756868066
9602.0,53043960200, Lincoln County,0.3160388861745345,0.3465738160328079,-0.6335949753372824,-1.5197197292007405,-1.0123160308164618,2.7441561593925154,-0.8663671720805395
9603.0,53043960300, Lincoln County,0.45627731769193586,-0.16103944373592063,-1.3511985648312188,-1.6323309778577928,-0.5645547830520178,3.6993727470850244,-1.6180951565773574
9604.0,53043960400, Lincoln County,0.6456836342121745,0.46082186958041443,-0.6335949753372824,-1.8825200692543842,-1.004793436952733,2.241655140628962,-0.5280440124612376
9400.0,53019940000, Ferry County,-0.8450874360456953,-1.591758487110759,-1.8613698667370557,-1.9583887982133312,-0.9841900442825129,2.807640308986883,-3.7916603404513105
9701.0,53019970100, Ferry County,-0.16574048283529702,-1.278387916421893,-2.1771901964882785,-1.4496418170525,-0.8979701422479806,1.1202455644865277,-2.534089686908307
9702.0,53019970200, Ferry County,-0.23385581017712773,-0.4680856211459604,-2.1771901964882785,-1.4525795376754629,-0.9378013636119612,0.4504952695811313,-1.5635612387205475
9703.0,53023970300, Garfield County,0.3437627469630413,0.11786145403981757,-0.18509273190359152,-1.1004486781825487,1.312073499012458,0.9387385652076711,-0.03736472279671377
9701.0,53051970100, Pend Oreille County,1.0042819925980724,0.3222659630692699,1.2725395592559425,-1.6673450068453355,-0.7372958034238032,0.9405597842713226,0.22874781747091427
9702.0,53051970200, Pend Oreille County,0.3079512282585797,-0.6345386498632221,-0.7457205361957128,-1.6584609687428042,-0.438434647353317,1.1831932188835637,-1.417054454545257
9703.0,53051970300, Pend Oreille County,0.03668018558087585,-0.877794822532819,0.7311332796823898,-1.4791187720651175,0.4284973716051981,1.342625510565262,-1.4706274211782735
9704.0,53051970400, Pend Oreille County,0.6332900232933436,0.1377851900403055,0.32507857000224544,-1.598645050419788,0.8026824365555295,0.6379429878210184,0.07102188037473126
9705.0,53051970500, Pend Oreille County,-0.16829790289503493,-0.6671747341925027,0.32507857000224544,-1.5582286114092903,0.25944596038332063,-0.01292723874372448,-1.1045300627672539
1.0,53075000100, Whitman County,-2.7670440420025324,-2.6465623565565197,-0.4766191901354983,0.1110108255476184,2.2322502674302847,-0.43132138812473164,-3.784433452588739
2.01,53075000201, Whitman County,0.9361491022756527,1.3126319648320075,-1.2864149074463571,0.39273610326939323,2.8222499127247467,-0.48477013337148117,2.4100398012008597
2.02,53075000202, Whitman County,0.19664019064358434,0.2120132158624094,-0.22673936879385237,0.18774154059304105,2.066320451593026,-0.44562146462172825,0.8162608233666879
3.0,53075000300, Whitman County,0.2054255554406142,0.36075599756345833,-1.4726679224278563,0.5166515404871433,1.764788047837248,0.08992865042412106,0.7030325165604605
4.0,53075000400, Whitman County,0.34199497823828673,0.14911708912883306,-0.3308559610195449,-0.04130284498140162,1.7200454784310046,-0.3238264289506805,0.6650773408261541
