label,one_or_more_computing_devices,desktop_or_laptop,desktop_or_laptop_only,smartphone,smartphone_only,tablet_or_portable_computer,tablet_or_portable_computer_only,other,other_only,no_computer,tract,county,standardized_one_or_more_computing_devices,standardized_desktop_or_laptop,standardized_desktop_or_laptop_only,standardized_smartphone,standardized_smartphone_only,standardized_tablet_or_portable_computer,standardized_tablet_or_portable_computer_only,standardized_other,standardized_other_only,standardized_no_computer,index
Estimate,2246,1773,138,1955,275,1432,51,46,18,287,123,Spokane,1.563161531,1.066487908,1.009624166,#REF!,1.997072379,1.242060598,2.000108731,0.708742328,4.872401234,2.342423407,#REF!
Estimate,1825,1765,106,1667,33,1428,0,158,0,343,124.01,Spokane,0.795877155,1.051566862,0.413620223,#REF!,-0.879195057,1.232365587,-0.803588293,5.243985146,-0.152548567,3.052551057,#REF!
Estimate,2394,2144,71,2242,77,1955,0,17,0,53,124.02,Spokane,1.832895706,1.758451436,-0.23825909,#REF!,-0.356237341,2.509683175,-0.803588293,-0.465561616,-0.152548567,-0.624895701,#REF!
Estimate,1221,958,66,1132,154,867,0,9,0,124,125,Spokane,-0.304929884,-0.453593696,-0.331384706,#REF!,0.558938661,-0.127359587,-0.803588293,-0.789507532,-0.152548567,0.275444712,#REF!
Estimate,1644,1497,112,1480,100,1115,28,32,0,72,126,Spokane,0.465999549,0.551711807,0.525370962,#REF!,-0.082873081,0.473731043,0.735696348,0.141836975,-0.152548567,-0.383959534,#REF!
Estimate,1561,1390,207,1314,128,956,5,42,0,285,127.01,Spokane,0.314729707,0.352142811,2.294757668,#REF!,0.249918193,0.088354389,-0.528716036,0.54676937,-0.152548567,2.317061706,#REF!
Estimate,857,820,21,821,18,677,0,29,0,42,127.02,Spokane,-0.968330152,-0.710981747,-1.169515251,#REF!,-1.057476096,-0.587872569,-0.803588293,0.020357257,-0.152548567,-0.764385061,#REF!
Estimate,1591,1295,73,1442,162,1072,29,15,0,48,128.01,Spokane,0.369405554,0.174955384,-0.201008843,#REF!,0.654021882,0.369509684,0.790670799,-0.546548095,-0.152548567,-0.688299956,#REF!
Estimate,1315,1186,33,1238,39,1005,10,30,10,146,128.02,Spokane,-0.133612232,-0.028343873,-0.946013772,#REF!,-0.807882641,0.207118263,-0.253843779,0.060850496,2.639090211,0.554423432,#REF!
Estimate,1061,944,170,854,47,670,8,27,0,136,129.01,Spokane,-0.596534397,-0.479705527,1.605628109,#REF!,-0.71279942,-0.604838837,-0.363792682,-0.060629222,-0.152548567,0.427614923,#REF!
Estimate,2500,2352,242,2143,123,1628,0,27,0,139,129.02,Spokane,2.026083696,2.146398643,2.946636981,#REF!,0.19049118,1.717116095,-0.803588293,-0.060629222,-0.152548567,0.465657475,#REF!
Estimate,400,380,20,360,0,271,20,0,0,0,130.01,Spokane,-1.801225543,-1.5316393,-1.188140374,#REF!,-1.271413343,-1.5719161,0.295900736,-1.153946687,-0.152548567,-1.296980799,#REF!
Estimate,1230,1007,100,1110,174,677,0,48,0,79,130.02,Spokane,-0.28852713,-0.362202287,0.301869483,#REF!,0.796646714,-0.587872569,-0.803588293,0.789728807,-0.152548567,-0.295193578,#REF!
Estimate,2178,2066,86,2040,0,1596,26,25,0,150,130.03,Spokane,1.439229612,1.612971234,0.041117758,#REF!,-1.271413343,1.639556014,0.625747445,-0.141615701,-0.152548567,0.605146835,#REF!
Estimate,3365,2843,89,3212,393,2090,30,46,0,58,131.01,Spokane,3.602570596,3.062177867,0.096993128,#REF!,3.399549889,2.836889768,0.845645251,0.708742328,-0.152548567,-0.561491447,#REF!
Estimate,1981,1850,120,1836,49,1503,0,97,0,84,131.02,Spokane,1.080191555,1.21010298,0.674371948,#REF!,-0.689028615,1.414147028,-0.803588293,2.77389754,-0.152548567,-0.231789324,#REF!
Estimate,2637,2395,156,2375,126,1883,40,42,0,59,132.01,Spokane,2.27577006,2.226599268,1.344876384,#REF!,0.226147388,2.335172993,1.395389765,0.54676937,-0.152548567,-0.548810596,#REF!
Estimate,1049,982,93,924,57,588,0,55,0,12,132.03,Spokane,-0.618404736,-0.408830557,0.171493621,#REF!,-0.593945394,-0.803586545,-0.803588293,1.073181483,-0.152548567,-1.144810588,#REF!
Estimate,1550,1370,31,1428,32,1386,91,10,0,52,132.04,Spokane,0.294681897,0.314840195,-0.983264019,#REF!,-0.891080459,1.130567981,4.19908679,-0.749014293,-0.152548567,-0.637576552,#REF!
Estimate,1211,1060,65,1059,79,990,44,31,0,0,132.05,Spokane,-0.323155166,-0.263350354,-0.350009829,#REF!,-0.332466536,0.170761975,1.615287571,0.101343736,-0.152548567,-1.296980799,#REF!
Estimate,1182,1175,113,1060,7,825,0,32,0,26,133,Spokane,-0.376008484,-0.048860312,0.543996085,#REF!,-1.188215525,-0.229157194,-0.803588293,0.141836975,-0.152548567,-0.967278675,#REF!
Estimate,2003,1957,68,1829,29,1572,17,67,0,16,134.01,Spokane,1.120287176,1.409671976,-0.29413446,#REF!,-0.926736667,1.581385953,0.130977382,1.559100356,-0.152548567,-1.094087184,#REF!
Estimate,633,548,17,599,47,483,17,0,0,18,135.01,Spokane,-1.376576471,-1.218297325,-1.244015744,#REF!,-0.71279942,-1.058080562,0.130977382,-1.153946687,-0.152548567,-1.068725483,#REF!
Estimate,875,857,51,759,0,729,0,55,0,18,135.02,Spokane,-0.935524644,-0.641971907,-0.610761554,#REF!,-1.271413343,-0.461837437,-0.803588293,1.073181483,-0.152548567,-1.068725483,#REF!
Estimate,2199,2087,26,2153,59,1714,0,9,0,12,135.03,Spokane,1.477502705,1.65213898,-1.076389635,#REF!,-0.570174588,1.925558814,-0.803588293,-0.789507532,-0.152548567,-1.144810588,#REF!
Estimate,1897,1676,53,1769,95,1480,11,36,0,65,136,Spokane,0.927099186,0.88557022,-0.573511308,#REF!,-0.142300094,1.358400719,-0.198869327,0.303809933,-0.152548567,-0.472725491,#REF!
Estimate,1320,992,69,1192,208,822,13,39,0,57,137,Spokane,-0.124499591,-0.390179249,-0.275509336,#REF!,1.200750403,-0.236428451,-0.088920424,0.425289651,-0.152548567,-0.574172298,#REF!
Estimate,813,804,5,808,4,625,0,0,0,13,138,Spokane,-1.048521393,-0.74082384,-1.467517222,#REF!,-1.223871733,-0.713907701,-0.803588293,-1.153946687,-0.152548567,-1.132129737,#REF!
Estimate,2086,1779,78,1959,248,1405,0,73,0,71,139,Spokane,1.271557017,1.077678693,-0.107883227,#REF!,1.676166508,1.176619279,-0.803588293,1.802059793,-0.152548567,-0.396640385,#REF!
Estimate,1658,1500,92,1423,82,911,18,15,0,75,140.01,Spokane,0.491514944,0.557307199,0.152868498,#REF!,-0.296810328,-0.020714475,0.185951833,-0.546548095,-0.152548567,-0.345916982,#REF!
Estimate,2469,2331,30,2381,32,1946,0,37,0,125,140.02,Spokane,1.969585321,2.107230896,-1.001889142,#REF!,-0.891080459,2.487869403,-0.803588293,0.344303173,-0.152548567,0.288125563,#REF!
Estimate,2182,2060,71,2015,98,1752,12,0,0,195,141,Spokane,1.446519725,1.601780449,-0.23825909,#REF!,-0.106643886,2.01766141,-0.143894876,-1.153946687,-0.152548567,1.175785125,#REF!
Estimate,1426,1252,54,1251,79,863,13,48,40,78,142,Spokane,0.068688399,0.09475476,-0.554886185,#REF!,-0.332466536,-0.137054597,-0.088920424,0.789728807,11.01400655,-0.307874429,#REF!
Estimate,1037,923,76,932,59,684,4,7,0,97,143,Spokane,-0.640275074,-0.518873274,-0.145133474,#REF!,-0.570174588,-0.570906302,-0.583690487,-0.870494011,-0.152548567,-0.066938262,#REF!
Estimate,1632,1304,47,1543,225,985,0,41,0,97,144,Spokane,0.44412921,0.191741562,-0.685262047,#REF!,1.402802248,0.158643213,-0.803588293,0.50627613,-0.152548567,-0.066938262,#REF!
Estimate,774,558,52,685,154,389,0,12,0,94,145,Spokane,-1.119599993,-1.199646017,-0.592136431,#REF!,0.558938661,-1.285913301,-0.803588293,-0.668027814,-0.152548567,-0.104980815,#REF!
Estimate,731,476,39,651,159,420,15,11,0,127,9410,Stevens,-1.197968706,-1.352586743,-0.834263033,#REF!,0.618365674,-1.210776972,0.021028479,-0.708521053,-0.152548567,0.313487265,#REF!
Estimate,1591,1228,205,1292,215,901,14,25,0,285,9501.01,Stevens,0.369405554,0.049991621,2.257507421,#REF!,1.283948221,-0.044952001,-0.033945973,-0.141615701,-0.152548567,2.317061706,#REF!
Estimate,1190,974,139,984,39,779,14,66,0,120,9501.02,Stevens,-0.361428258,-0.423751603,1.028249289,#REF!,-0.807882641,-0.34064981,-0.033945973,1.518607117,-0.152548567,0.224721308,#REF!
Estimate,1308,1159,130,1030,120,847,10,17,0,180,9502,Stevens,-0.146369929,-0.078702405,0.86062318,#REF!,0.154834972,-0.175834638,-0.253843779,-0.465561616,-0.152548567,0.985572362,#REF!
Estimate,977,871,145,784,69,616,29,17,0,64,9503,Stevens,-0.749626767,-0.615860076,1.140000028,#REF!,-0.451320562,-0.735721474,0.790670799,-0.465561616,-0.152548567,-0.485406342,#REF!
Estimate,1048,727,52,935,206,631,24,0,0,123,9505,Stevens,-0.620227264,-0.884438912,-0.592136431,#REF!,1.176979598,-0.699365186,0.515798542,-1.153946687,-0.152548567,0.262763861,#REF!
Estimate,890,768,78,728,66,588,46,24,0,113,9506,Stevens,-0.908186721,-0.807968549,-0.107883227,#REF!,-0.48697677,-0.803586545,1.725236474,-0.18210894,-0.152548567,0.135955352,#REF!
Estimate,881,647,132,687,161,448,29,10,0,141,9507,Stevens,-0.924589475,-1.033649376,0.897873426,#REF!,0.64213648,-1.142911901,0.790670799,-0.749014293,-0.152548567,0.491019177,#REF!
Estimate,1234,1141,105,1047,50,706,16,45,0,145,9508,Stevens,-0.281237017,-0.112274759,0.3949951,#REF!,-0.677143212,-0.517583746,0.07600293,0.668249088,-0.152548567,0.541742581,#REF!
Estimate,608,512,117,455,53,328,11,11,0,97,9509,Stevens,-1.422139676,-1.285442034,0.618496578,#REF!,-0.641487004,-1.433762205,-0.198869327,-0.708521053,-0.152548567,-0.066938262,#REF!
Estimate,1423,1199,212,1071,134,819,54,36,0,84,9511,Stevens,0.063220815,-0.004097173,2.387883284,#REF!,0.321230609,-0.243699709,2.165032086,0.303809933,-0.152548567,-0.231789324,#REF!
Estimate,817,680,5,793,125,453,3,11,0,143,9513.01,Stevens,-1.04123128,-0.972100059,-1.467517222,#REF!,0.214261985,-1.130793138,-0.638664939,-0.708521053,-0.152548567,0.516380879,#REF!
Estimate,539,482,26,470,33,381,3,22,0,80,9513.02,Stevens,-1.547894122,-1.341395958,-1.076389635,#REF!,-0.879195057,-1.305303321,-0.638664939,-0.263095419,-0.152548567,-0.282512727,#REF!
Estimate,1156,1012,40,1103,105,729,0,53,0,248,9514.01,Stevens,-0.423394217,-0.352876633,-0.81563791,#REF!,-0.023446067,-0.461837437,-0.803588293,0.992195004,-0.152548567,1.847870223,#REF!
Estimate,1524,1320,137,1340,173,1023,16,37,0,16,9514.02,Stevens,0.247296164,0.221583655,0.990999043,#REF!,0.784761311,0.250745809,0.07600293,0.344303173,-0.152548567,-1.094087184,#REF!
Estimate,1160,1092,17,1109,58,630,0,0,0,17,1,Whitman,-0.416104104,-0.203666168,-1.244015744,#REF!,-0.582059991,-0.701788939,-0.803588293,-1.153946687,-0.152548567,-1.081406333,#REF!
Estimate,1878,1785,54,1715,52,1231,34,11,0,27,2.01,Whitman,0.89247115,1.088869478,-0.554886185,#REF!,-0.653372407,0.754886337,1.065543057,-0.708521053,-0.152548567,-0.954597825,#REF!
Estimate,945,897,0,885,13,744,21,125,0,0,2.02,Whitman,-0.807947669,-0.567366675,-1.560642838,#REF!,-1.116903109,-0.425481149,0.350875187,3.907708244,-0.152548567,-1.296980799,#REF!
Estimate,2351,2272,130,2204,27,1779,0,36,0,41,3,Whitman,1.754526993,1.997188179,0.86062318,#REF!,-0.950507472,2.083102729,-0.803588293,0.303809933,-0.152548567,-0.777065912,#REF!
Estimate,1774,1636,177,1513,90,1024,23,20,0,224,4,Whitman,0.702928216,0.810964988,1.736003971,#REF!,-0.201727107,0.253169562,0.46082409,-0.344081898,-0.152548567,1.543529801,#REF!
Estimate,430,424,0,430,6,231,0,0,0,17,5,Whitman,-1.746549697,-1.449573545,-1.560642838,#REF!,-1.200100927,-1.668866202,-0.803588293,-1.153946687,-0.152548567,-1.081406333,#REF!
Estimate,2250,2156,0,2239,38,1509,0,44,0,0,6.01,Whitman,1.570451643,1.780833006,-1.560642838,#REF!,-0.819768043,1.428689543,-0.803588293,0.627755849,-0.152548567,-1.296980799,#REF!
Estimate,1947,1843,42,1905,104,1322,0,0,0,50,6.02,Whitman,1.018225596,1.197047064,-0.778387663,#REF!,-0.03533147,0.975447818,-0.803588293,-1.153946687,-0.152548567,-0.662938254,#REF!
Estimate,1359,1213,122,1111,42,976,45,23,0,121,7,Whitman,-0.053420991,0.022014659,0.711622194,#REF!,-0.772226433,0.13682944,1.670262023,-0.22260218,-0.152548567,0.237402159,#REF!
Estimate,1283,1091,148,1042,79,751,19,36,11,141,8,Whitman,-0.191933135,-0.205531299,1.195875398,#REF!,-0.332466536,-0.408514881,0.240926285,0.303809933,2.918254089,0.491019177,#REF!
Estimate,1443,1265,183,1176,91,876,13,54,0,144,9,Whitman,0.099671379,0.11900146,1.847754711,#REF!,-0.189841704,-0.105545814,-0.088920424,1.032688243,-0.152548567,0.52906173,#REF!
Estimate,846,791,103,713,14,526,2,12,0,37,10,Whitman,-0.988377962,-0.76507054,0.357744853,#REF!,-1.105017706,-0.953859203,-0.69363939,-0.668027814,-0.152548567,-0.827789316,#REF!
